topic_id,taxonomy_main_id,taxonomy_main_name,taxonomy_main_group,taxonomy_secondary_id,taxonomy_secondary_name,taxonomy_secondary_group,taxonomy_confidence,taxonomy_is_noise,radway_main_id,radway_main_name,radway_phase,radway_phase_name,radway_is_none,radway_confidence,label,scene_summary,primary_categories,secondary_categories,label_is_noise,keywords,name,secondary_cats,composite_key,composite_name,composite_note
134,5.1,Family & Kinship,Social World Outside Couple,4.3,"Secrets, Misunderstandings & Hidden Information",Relationship Trajectory (Main Couple),medium,False,R7,Hero and heroine are physically or emotionally separated,I,Initial Conflict & Isolation,False,medium,Sister's Confusing Admissions,The sister confesses her feelings and secrets to her player sibling in a private conversation.,"relationship_conflict, domestic_life","setting:private_conversation, activity:confessing",False,"cadea, audreya, archera, necks, daphnea, glanced, told, curious, breakthroughs, campus",Sister's Confusing Admissions,"setting:private_conversation, activity:confessing",D_power_wealth_luxury,D) Power / Wealth / Luxury,billionaire-world saturation
137,5.1,Family & Kinship,Social World Outside Couple,,,,medium,False,none,None of the above,NA,Not a narrative function,True,high,Generous Offspring Circumstances,The couple discusses their generous offspring and the apparent circumstances around them.,"relationship_conflict, domestic_life","setting:home, activity:discussion",False,"knows, understood, surely, means, did, goes, understanding, understanda, offspring, reynarda",Generous Offspring Circumstances,"setting:home, activity:discussion",D_power_wealth_luxury,D) Power / Wealth / Luxury,billionaire-world saturation
147,5.2,Friends & Social Circles,Social World Outside Couple,,,,high,False,none,None of the above,NA,Not a narrative function,True,high,Good Luck Wishes,Friends or family members wish someone good luck before an important event.,social_setting,"setting:group_of_people, activity:wishing_good_luck",False,"luck, luckiest, perfection, perfectly, fortunate, fit, solution, unlucky, today, miracle",Good Luck Wishes,"setting:group_of_people, activity:wishing_good_luck",D_power_wealth_luxury,D) Power / Wealth / Luxury,billionaire-world saturation
148,5.3,"Community, Norms & Social Events",Social World Outside Couple,,,,high,False,none,None of the above,NA,Not a narrative function,True,high,Holiday Celebration,The couple enjoys a festive holiday party together.,"romance_core, social_setting","setting:party, activity:celebrating",False,"merry, holiday, parties, holidays, yeara, partya, december, partying, presents, christmases",Holiday Celebration,"setting:party, activity:celebrating",D_power_wealth_luxury,D) Power / Wealth / Luxury,billionaire-world saturation
154,5.1,Family & Kinship,Social World Outside Couple,3.2,Negative Emotions & Distress,"Emotions, Cognition & Inner Life",high,False,none,None of the above,NA,Not a narrative function,True,high,Unexpected Pregnancy,"She realizes she's pregnant, grappling with the unplanned news.","relationship_conflict, domestic_life","setting:home, activity:realization",False,"pregnancy, test, unplanned, weeks, months, fianca, birth, conception, injection, childbirth",Unexpected Pregnancy,"setting:home, activity:realization",D_power_wealth_luxury,D) Power / Wealth / Luxury,billionaire-world saturation
173,5.2,Friends & Social Circles,Social World Outside Couple,,,,high,False,none,None of the above,NA,Not a narrative function,True,high,Friendship Bonding,"The couple, inseparable since freshman year, shares laughter and stories in their dorm room.","romance_core, domestic_life","setting:dorm_room, activity:laughing_and_talking",False,"friendship, friend, buddies, benefits, friendships, acquaintances, wea, friendsa, slowlya, school",Friendship Bonding,"setting:dorm_room, activity:laughing_and_talking",D_power_wealth_luxury,D) Power / Wealth / Luxury,billionaire-world saturation
193,5.2,Friends & Social Circles,Social World Outside Couple,,,,high,False,none,None of the above,NA,Not a narrative function,True,high,Birthday Surprise For Friend,She excitedly plans and executes a surprise birthday party for her friend.,"romance_core, social_setting","setting:party, activity:planning_surprise",False,"patricka, yells, dopey, friend, nervously, announces, nudging, presents, birthday, wasted",Birthday Surprise For Friend,"setting:party, activity:planning_surprise",D_power_wealth_luxury,D) Power / Wealth / Luxury,billionaire-world saturation
200,5.1,Family & Kinship,Social World Outside Couple,,,,high,False,none,None of the above,NA,Not a narrative function,True,high,Siblings' Confusing Disclosure,A sister and her older sibling have a tense conversation about a hidden truth.,"relationship_conflict, domestic_life","setting:home, activity:arguing",False,"sister, sistera, partnera, niece, daughter, older, disclosure, mask, members, sibling",Siblings' Confusing Disclosure,"setting:home, activity:arguing",D_power_wealth_luxury,D) Power / Wealth / Luxury,billionaire-world saturation
209,5.1,Family & Kinship,Social World Outside Couple,4.3,"Secrets, Misunderstandings & Hidden Information",Relationship Trajectory (Main Couple),medium,False,none,None of the above,NA,Not a narrative function,True,high,Clan Heir's Obsession,"The eldest son of a powerful clan is consumed by an unwarranted obsession with his adoptive sister, leading to intense, often inappropriate interactions.",,,False,"fitzpatricka, brennana, eldest, clan, ireland, unwarranted, obsession, wing, adoptive, squash",Clan Heir's Obsession,,D_power_wealth_luxury,D) Power / Wealth / Luxury,billionaire-world saturation
234,5.1,Family & Kinship,Social World Outside Couple,4.3,"Secrets, Misunderstandings & Hidden Information",Relationship Trajectory (Main Couple),medium,False,none,None of the above,NA,Not a narrative function,True,high,Witch's Daughter Murder Plot,The witch's daughter plans to murder someone while her mother is away.,"relationship_conflict, domestic_life","setting:home, activity:planning_murder",False,"winniea, witch, laughed, asked, murdering, flared, chided, sitter, daughter, chimed",Witch's Daughter Murder Plot,"setting:home, activity:planning_murder",D_power_wealth_luxury,D) Power / Wealth / Luxury,billionaire-world saturation
242,5.2,Friends & Social Circles,Social World Outside Couple,,,,medium,False,none,None of the above,NA,Not a narrative function,True,high,Awkward Handshake Introduction,"Ellie hesitates before extending her hand to Lottie, who looks uncertain about the gesture.","social_setting, relationship_conflict","setting:office, activity:handshake",False,"davea, elliea, says, asks, clasps, sadiea, class, gives, handshake, lottiea",Awkward Handshake Introduction,"setting:office, activity:handshake",D_power_wealth_luxury,D) Power / Wealth / Luxury,billionaire-world saturation
243,5.2,Friends & Social Circles,Social World Outside Couple,,,,high,False,none,None of the above,NA,Not a narrative function,True,high,Fearless Ladies Conversation,The fearless ladies engage in an outspoken conversation around the table.,"romance_core, social_setting","setting:table, activity:conversation",False,"charlottea, answer, answered, reply, epitome, ladies, stammer, acknowledges, deteriorated, helloa",Fearless Ladies Conversation,"setting:table, activity:conversation",D_power_wealth_luxury,D) Power / Wealth / Luxury,billionaire-world saturation
244,5.1,Family & Kinship,Social World Outside Couple,,,,high,False,none,None of the above,NA,Not a narrative function,True,high,Age Gap Roleplay,"Gage, the older man, assumes a paternal role with Haven, intervening on her behalf and remembering details about people they meet.","romance_core, domestic_life","setting:social_setting, activity:intervening",False,"cordless, drill, didn, accomplished, reassuring, results, oldest, strides, homebody, maybach",Age Gap Roleplay,"setting:social_setting, activity:intervening",D_power_wealth_luxury,D) Power / Wealth / Luxury,billionaire-world saturation
247,5.3,"Community, Norms & Social Events",Social World Outside Couple,,,,high,False,none,None of the above,NA,Not a narrative function,True,high,Statue Of Liberty Visit,She excitedly points out the Statue of Liberty during their boat ride.,"social_setting, romance_core","setting:boat, activity:pointing",False,"statue, earnestly, ora, gently, sister, piranhas, outpouring, slept, cornbread, lavishing",Statue Of Liberty Visit,"setting:boat, activity:pointing",D_power_wealth_luxury,D) Power / Wealth / Luxury,billionaire-world saturation
251,5.3,"Community, Norms & Social Events",Social World Outside Couple,,,,high,False,none,None of the above,NA,Not a narrative function,True,high,Press Conference Speech,She confidently delivers her speech at a press conference.,"social_setting, romance_core","setting:press_conference, activity:speech",False,"georgiaa, thosea, press, conference, yelped, scolded, giggled, cursing, laughed, called",Press Conference Speech,"setting:press_conference, activity:speech",D_power_wealth_luxury,D) Power / Wealth / Luxury,billionaire-world saturation
264,5.1,Family & Kinship,Social World Outside Couple,4.4,"Conflict, Distance & Breakup Threats",Relationship Trajectory (Main Couple),high,False,R7,Hero and heroine are physically or emotionally separated,I,Initial Conflict & Isolation,False,medium,Schoolyard Argument,The daughter and her friends argue loudly in the schoolyard.,"relationship_conflict, social_setting","setting:school, activity:arguing",False,"lilliea, rubya, daughtera, holds, daughter, squeeze, starts, dumpling, eleanora, school",Schoolyard Argument,"setting:school, activity:arguing",D_power_wealth_luxury,D) Power / Wealth / Luxury,billionaire-world saturation
274,5.3,"Community, Norms & Social Events",Social World Outside Couple,2.1,Attraction & Sexual Tension,"Sexuality, Attraction & Intimacy",high,False,none,None of the above,NA,Not a narrative function,True,high,Exclusive Club Nights,"The couple frequents exclusive clubs, engaging in wild nights out.","social_setting, sexual_content","setting:club, activity:partying",False,"clubs, members, exclusive, cluba, stag, wilder, restaurants, member, strip, whores",Exclusive Club Nights,"setting:club, activity:partying",D_power_wealth_luxury,D) Power / Wealth / Luxury,billionaire-world saturation
329,5.1,Family & Kinship,Social World Outside Couple,,,,high,False,none,None of the above,NA,Not a narrative function,True,high,Parenting And Care Routine,"The couple ensures their child is safe and cared for, preparing formula and putting them to sleep.","domestic_life, relationship_conflict","setting:bedroom, activity:parenting, relationship:family",False,"remya, dependable, coos, wails, parenting, competent, guardian, having, raise, formula",Parenting And Care Routine,"setting:bedroom, activity:parenting, relationship:family",D_power_wealth_luxury,D) Power / Wealth / Luxury,billionaire-world saturation
336,5.2,Friends & Social Circles,Social World Outside Couple,,,,medium,False,none,None of the above,NA,Not a narrative function,True,high,Polite Conversations,"She asks, he answers politely.","social_setting, romance_core","setting:restaurant, activity:dinner",False,"alternatives, automatically, beg, thanks, answer, hear, looking, make, say, way",Polite Conversations,"setting:restaurant, activity:dinner",D_power_wealth_luxury,D) Power / Wealth / Luxury,billionaire-world saturation
362,5.2,Friends & Social Circles,Social World Outside Couple,,,,high,False,none,None of the above,NA,Not a narrative function,True,high,Adorable Nephew And Schnoodle,"The couple coos over their adorable nephew and his schnoodle, finding them absolutely adorable.","domestic_life, social_setting","setting:home, activity:cooing",False,"adorable, cutest, nephew, cutes, absolutely, schnoodle, easter, whitea, beinga, incredibly",Adorable Nephew And Schnoodle,"setting:home, activity:cooing",D_power_wealth_luxury,D) Power / Wealth / Luxury,billionaire-world saturation
69,3.2,Negative Emotions & Distress,"Emotions, Cognition & Inner Life",,,,high,False,R1,Heroine's social identity is destroyed,I,Initial Conflict & Isolation,False,high,Painful Emotional Burden,She struggles with the emotional pain and guilt that weigh heavily on her heart.,"romance_core, relationship_conflict","setting:mind, activity:struggling",False,"hurts, guilt, painful, hurting, experiencing, painkillers, guilty, injury, agony, inflict",Painful Emotional Burden,"setting:mind, activity:struggling",E_coercion_brutality_danger,E) Coercion / Brutality / Danger,threat + coercion + traumatic texture
82,3.2,Negative Emotions & Distress,"Emotions, Cognition & Inner Life",,,,high,False,R1,Heroine's social identity is destroyed,I,Initial Conflict & Isolation,False,medium,Frightened Admissions,"She admits her fears and insecurities to him in a quiet, intimate setting.","romance_core, relationship_conflict","setting:quiet_intimate, activity:admitting_fears",False,"scared, afraid, sad, terrifying, scary, scare, scares, frightening, frightened, fears",Frightened Admissions,"setting:quiet_intimate, activity:admitting_fears",E_coercion_brutality_danger,E) Coercion / Brutality / Danger,threat + coercion + traumatic texture
127,7.2,"Violence, Threats & Coercion","Conflict, Risk & Harm",3.2,Negative Emotions & Distress,"Emotions, Cognition & Inner Life",high,False,R2,Heroine reacts antagonistically to the hero,I,Initial Conflict & Isolation,False,medium,Emotional Panic Attacks,"She struggles with sudden, intense feelings of panic and dread.","romance_core, relationship_conflict","setting:mind, activity:emotional_struggle",False,"panic, emotions, emotional, attack, emotionally, attacks, hysteria, unease, excited, panicking",Emotional Panic Attacks,"setting:mind, activity:emotional_struggle",E_coercion_brutality_danger,E) Coercion / Brutality / Danger,threat + coercion + traumatic texture
160,3.2,Negative Emotions & Distress,"Emotions, Cognition & Inner Life",,,,high,False,none,None of the above,NA,Not a narrative function,True,high,Emotional Panic Attack,"She gasps repeatedly, tears streaming down her cheeks, as panic surges through her body.","romance_core, relationship_conflict","setting:bedroom, activity:gasping",False,"gasped, tears, panic, cheeks, stomach, tear, hips, winced, wiped, belly",Emotional Panic Attack,"setting:bedroom, activity:gasping",E_coercion_brutality_danger,E) Coercion / Brutality / Danger,threat + coercion + traumatic texture
302,7.2,"Violence, Threats & Coercion","Conflict, Risk & Harm",,,,high,False,R6,Hero retaliates or punishes heroine,I,Initial Conflict & Isolation,False,high,Gun Threat During Argument,He raises his gun towards her during an intense argument.,"relationship_conflict, domestic_life","setting:home, activity:arguing",False,"gun, weapon, bullets, pistol, guns, barrel, rifle, gunshot, aimed, shotgun",Gun Threat During Argument,"setting:home, activity:arguing",E_coercion_brutality_danger,E) Coercion / Brutality / Danger,threat + coercion + traumatic texture
82,3.2,Negative Emotions & Distress,"Emotions, Cognition & Inner Life",,,,high,False,R1,Heroine's social identity is destroyed,I,Initial Conflict & Isolation,False,medium,Frightened Admissions,"She admits her fears and insecurities to him in a quiet, intimate setting.","romance_core, relationship_conflict","setting:quiet_intimate, activity:admitting_fears",False,"scared, afraid, sad, terrifying, scary, scare, scares, frightening, frightened, fears",Frightened Admissions,"setting:quiet_intimate, activity:admitting_fears",F1_sadness_grief,F1) Sadness & Grief,sadness affect cluster
160,3.2,Negative Emotions & Distress,"Emotions, Cognition & Inner Life",,,,high,False,none,None of the above,NA,Not a narrative function,True,high,Emotional Panic Attack,"She gasps repeatedly, tears streaming down her cheeks, as panic surges through her body.","romance_core, relationship_conflict","setting:bedroom, activity:gasping",False,"gasped, tears, panic, cheeks, stomach, tear, hips, winced, wiped, belly",Emotional Panic Attack,"setting:bedroom, activity:gasping",F1_sadness_grief,F1) Sadness & Grief,sadness affect cluster
239,3.2,Negative Emotions & Distress,"Emotions, Cognition & Inner Life",,,,high,False,R1,Heroine's social identity is destroyed,I,Initial Conflict & Isolation,False,medium,Tearful Emotional Moment,"She struggles to hold back tears, her eyes welling up as she grapples with her emotions.","romance_core, relationship_conflict","setting:bedroom, activity:crying",False,"tears, prick, wipe, blink, cheeks, tear, leak, sting, stung, welled",Tearful Emotional Moment,"setting:bedroom, activity:crying",F1_sadness_grief,F1) Sadness & Grief,sadness affect cluster
270,3.2,Negative Emotions & Distress,"Emotions, Cognition & Inner Life",,,,high,False,R1,Heroine's social identity is destroyed,I,Initial Conflict & Isolation,False,high,Tearful Sobbing,"She sat alone, tears streaming down her face, sobbing uncontrollably.","romance_core, relationship_conflict","setting:solitary, activity:crying",False,"cried, tears, sobbing, sobbed, bawling, weep, stop, whatsoever, feminine, start",Tearful Sobbing,"setting:solitary, activity:crying",F1_sadness_grief,F1) Sadness & Grief,sadness affect cluster
99,3.2,Negative Emotions & Distress,"Emotions, Cognition & Inner Life",,,,medium,False,none,None of the above,NA,Not a narrative function,True,high,Desire And Regret Conversation,"The couple, sitting at the table, discusses their feelings of desire and regret from the past.","romance_core, relationship_conflict","setting:table, activity:discussing_feelings",False,"loved, loves, adored, utterly, madly, vacuum, told, despite, desperately, falling",Desire And Regret Conversation,"setting:table, activity:discussing_feelings",F2_anger_frustration,F2) Anger & Frustration,anger/resentment affect
325,3.2,Negative Emotions & Distress,"Emotions, Cognition & Inner Life",,,,medium,False,none,None of the above,NA,Not a narrative function,True,high,Owl Observation,She watches an elf owl perched on a branch.,"romance_core, domestic_life","setting:outdoors, activity:observing",False,"owl, leta, herea, repeats, elf, alternatives, feed, presentable, watercolor, hopelessness",Owl Observation,"setting:outdoors, activity:observing",F2_anger_frustration,F2) Anger & Frustration,anger/resentment affect
279,3.2,Negative Emotions & Distress,"Emotions, Cognition & Inner Life",,,,medium,False,R5,Heroine responds with anger or coldness,I,Initial Conflict & Isolation,False,medium,Pilot's Mileage Concerns,"The pilot worries about the miles they've flown, fearing the loss of their co-pilot.","relationship_conflict, domestic_life","setting:cockpit, activity:worrying",False,"mile, dishing, pilot, london, precautions, losing, wolves, trek, booking, competitors",Pilot's Mileage Concerns,"setting:cockpit, activity:worrying",F3_anxiety_worry,F3) Anxiety & Worry,anxiety/worry affect
346,3.2,Negative Emotions & Distress,"Emotions, Cognition & Inner Life",,,,medium,False,R2,Heroine reacts antagonistically to the hero,I,Initial Conflict & Isolation,False,medium,Anxious Voice Hearing,"She hears her name called, feeling anxious and uncertain about the voice's source.","relationship_conflict, domestic_life","setting:home, activity:listening",False,"clairea, admirable, passionate, unenthusiastically, shortcuts, abysmally, verb, anxiousness, horrors, nonnegotiable",Anxious Voice Hearing,"setting:home, activity:listening",F3_anxiety_worry,F3) Anxiety & Worry,anxiety/worry affect
11,8.2,Public & Leisure Spaces,"Spaces, Time, Activities & Objects",,,,high,False,none,None of the above,NA,Not a narrative function,True,high,Wine Tasting At Dinner,"The couple sits at a dinner table, sipping wine and waiting for their food.","social_setting, romance_core","setting:restaurant, activity:dinner, activity:wine_tasting",False,"wine, kitchen, plate, sip, waitress, bottle, cup, mug, dinner, food",Wine Tasting At Dinner,"setting:restaurant, activity:dinner, activity:wine_tasting",G_courtship_rituals_gifts,G) Courtship Rituals / Gifts,ritualized romance behaviors (RELAXED — broader pattern)
148,5.3,"Community, Norms & Social Events",Social World Outside Couple,,,,high,False,none,None of the above,NA,Not a narrative function,True,high,Holiday Celebration,The couple enjoys a festive holiday party together.,"romance_core, social_setting","setting:party, activity:celebrating",False,"merry, holiday, parties, holidays, yeara, partya, december, partying, presents, christmases",Holiday Celebration,"setting:party, activity:celebrating",G_courtship_rituals_gifts,G) Courtship Rituals / Gifts,ritualized romance behaviors (RELAXED — broader pattern)
274,5.3,"Community, Norms & Social Events",Social World Outside Couple,2.1,Attraction & Sexual Tension,"Sexuality, Attraction & Intimacy",high,False,none,None of the above,NA,Not a narrative function,True,high,Exclusive Club Nights,"The couple frequents exclusive clubs, engaging in wild nights out.","social_setting, sexual_content","setting:club, activity:partying",False,"clubs, members, exclusive, cluba, stag, wilder, restaurants, member, strip, whores",Exclusive Club Nights,"setting:club, activity:partying",G_courtship_rituals_gifts,G) Courtship Rituals / Gifts,ritualized romance behaviors (RELAXED — broader pattern)
6,5.2,Friends & Social Circles,Social World Outside Couple,,,,high,False,none,None of the above,NA,Not a narrative function,True,high,Wine-drinking At Table,"The couple sits at a table, sipping wine from their glasses.","social_setting, physical_affection","setting:table, activity:drinking_wine",False,"wine, sip, bottle, drunk, whiskey, waiter, scotch, alcohol, drinking, poured",Wine-drinking At Table,"setting:table, activity:drinking_wine",L_vices_addictions,L) Vices / Addictions,substance use & self-destructive risk (RELAXED)
11,8.2,Public & Leisure Spaces,"Spaces, Time, Activities & Objects",,,,high,False,none,None of the above,NA,Not a narrative function,True,high,Wine Tasting At Dinner,"The couple sits at a dinner table, sipping wine and waiting for their food.","social_setting, romance_core","setting:restaurant, activity:dinner, activity:wine_tasting",False,"wine, kitchen, plate, sip, waitress, bottle, cup, mug, dinner, food",Wine Tasting At Dinner,"setting:restaurant, activity:dinner, activity:wine_tasting",L_vices_addictions,L) Vices / Addictions,substance use & self-destructive risk (RELAXED)
75,2.2,Kissing & Non-Explicit Affection,"Sexuality, Attraction & Intimacy",8.1,Domestic Spaces & Routines,"Spaces, Time, Activities & Objects",high,False,R8,Hero treats heroine tenderly,II,Turning Point & Recognition,False,low,Bedroom Encounter,"The couple finds themselves in the bedroom, surrounded by pillows and sheets, as they share an intimate moment.","romance_core, physical_affection","setting:bedroom, activity:kissing",False,"bed, bedroom, couch, sheets, sofa, covers, pillows, mattress, flop, edge",Bedroom Encounter,"setting:bedroom, activity:kissing",L_vices_addictions,L) Vices / Addictions,substance use & self-destructive risk (RELAXED)
113,5.1,Family & Kinship,Social World Outside Couple,,,,medium,False,none,None of the above,NA,Not a narrative function,True,high,Sister's Drug Struggle,"The sister, determined to help, visits Daphne in her apartment.","relationship_conflict, domestic_life","setting:apartment, activity:visiting",False,"daphnea, audreya, drugs, curious, sister, shrugged, volunteer, continued, suspected, labela",Sister's Drug Struggle,"setting:apartment, activity:visiting",L_vices_addictions,L) Vices / Addictions,substance use & self-destructive risk (RELAXED)
146,8.1,Domestic Spaces & Routines,"Spaces, Time, Activities & Objects",,,,high,False,none,None of the above,NA,Not a narrative function,True,high,Bedtime Routine,"She gets into her own bed, turning right around after a long day.","domestic_life, romance_core","setting:bedroom, activity:bedtime",False,"bed, mattress, bedroom, sheets, covers, climb, lay, edge, blankets, pillow",Bedtime Routine,"setting:bedroom, activity:bedtime",L_vices_addictions,L) Vices / Addictions,substance use & self-destructive risk (RELAXED)
157,4.2,"Bonding, Everyday Intimacy & Growth",Relationship Trajectory (Main Couple),8.2,Public & Leisure Spaces,"Spaces, Time, Activities & Objects",high,False,R8,Hero treats heroine tenderly,II,Turning Point & Recognition,False,medium,Unexpected Barroom Moment,"In the midst of a lively barroom, a sudden, wordless moment of warmth passes between Trinity and Sam.","romance_core, physical_affection","setting:barroom, activity:silent_staring",False,"trinitya, didn, couldn, inquired, muttered, segue, exclaimed, wordless, debated, sudden",Unexpected Barroom Moment,"setting:barroom, activity:silent_staring",L_vices_addictions,L) Vices / Addictions,substance use & self-destructive risk (RELAXED)
171,2.2,Kissing & Non-Explicit Affection,"Sexuality, Attraction & Intimacy",8.1,Domestic Spaces & Routines,"Spaces, Time, Activities & Objects",high,False,R8,Hero treats heroine tenderly,II,Turning Point & Recognition,False,medium,Bedroom Intimacy,"The couple sits on the bed, legs touching, as they share intimate moments.","romance_core, physical_affection","setting:bedroom, activity:kissing",False,"bed, mattress, bedroom, edge, sits, carries, covers, pushes, pillow, crawls",Bedroom Intimacy,"setting:bedroom, activity:kissing",L_vices_addictions,L) Vices / Addictions,substance use & self-destructive risk (RELAXED)
203,4.4,"Conflict, Distance & Breakup Threats",Relationship Trajectory (Main Couple),,,,high,False,R7,Hero and heroine are physically or emotionally separated,I,Initial Conflict & Isolation,False,medium,Incessant Complaints About Broccoli,"The couple, at a restaurant in the Bahamas, argues incessantly about the broccoli on their plates.","relationship_conflict, domestic_life","setting:restaurant, activity:arguing",False,"bronta, sharona, revulsion, guests, creature, evacuated, register, doubted, funa, minibar",Incessant Complaints About Broccoli,"setting:restaurant, activity:arguing",L_vices_addictions,L) Vices / Addictions,substance use & self-destructive risk (RELAXED)
255,2.1,Attraction & Sexual Tension,"Sexuality, Attraction & Intimacy",,,,high,False,R4,Heroine interprets hero's behaviour as purely sexual interest,I,Initial Conflict & Isolation,False,high,Hot And Heavy Flirting,"She blushes, playfully teasing him about being the 'hottest' person she's ever met.","romance_core, physical_affection","setting:kitchen, activity:teasing, activity:flirting",False,"hotter, smoking, hots, hottest, really, extremely, totally, scorpion, empathetic, ceaseless",Hot And Heavy Flirting,"setting:kitchen, activity:teasing, activity:flirting",L_vices_addictions,L) Vices / Addictions,substance use & self-destructive risk (RELAXED)
284,8.1,Domestic Spaces & Routines,"Spaces, Time, Activities & Objects",,,,high,False,none,None of the above,NA,Not a narrative function,True,high,Dog Whining,The dog whines repeatedly from the back of the room.,domestic_life,"setting:room, activity:whining",False,"whines, maxa, answered, bounds, wriggles, perplexed, barks, outmaneuvered, rigidly, extremes",Dog Whining,"setting:room, activity:whining",L_vices_addictions,L) Vices / Addictions,substance use & self-destructive risk (RELAXED)
294,4.4,"Conflict, Distance & Breakup Threats",Relationship Trajectory (Main Couple),,,,high,False,R7,Hero and heroine are physically or emotionally separated,I,Initial Conflict & Isolation,False,medium,Embarrassing Admissions,"She cringes, admitting her embarrassing moments to him in the kitchen.","relationship_conflict, domestic_life","setting:kitchen, activity:admitting_embarrassing_moments",False,"embarrassing, embarrassed, humiliating, shame, humiliated, embarrassment, ashamed, pity, embarrassinga, spare",Embarrassing Admissions,"setting:kitchen, activity:admitting_embarrassing_moments",L_vices_addictions,L) Vices / Addictions,substance use & self-destructive risk (RELAXED)
302,7.2,"Violence, Threats & Coercion","Conflict, Risk & Harm",,,,high,False,R6,Hero retaliates or punishes heroine,I,Initial Conflict & Isolation,False,high,Gun Threat During Argument,He raises his gun towards her during an intense argument.,"relationship_conflict, domestic_life","setting:home, activity:arguing",False,"gun, weapon, bullets, pistol, guns, barrel, rifle, gunshot, aimed, shotgun",Gun Threat During Argument,"setting:home, activity:arguing",L_vices_addictions,L) Vices / Addictions,substance use & self-destructive risk (RELAXED)
304,4.3,"Secrets, Misunderstandings & Hidden Information",Relationship Trajectory (Main Couple),,,,medium,False,R7,Hero and heroine are physically or emotionally separated,I,Initial Conflict & Isolation,False,medium,Local Honey Accident,"She drops a jar of local honey, startling her mother who was behind her.","domestic_life, relationship_conflict","setting:kitchen, activity:accident",False,"jar, barista, trance, suggests, georgiaa, taffy, saltwater, supplement, local, mileage",Local Honey Accident,"setting:kitchen, activity:accident",L_vices_addictions,L) Vices / Addictions,substance use & self-destructive risk (RELAXED)
332,4.3,"Secrets, Misunderstandings & Hidden Information",Relationship Trajectory (Main Couple),,,,high,False,R7,Hero and heroine are physically or emotionally separated,I,Initial Conflict & Isolation,False,medium,Keeping Secrets,"The couple exchanges furtive glances and hushed words, guarding their secret from prying eyes.",,,False,"secrets, confidential, secrecy, keeping, secretive, discreet, kept, identity, sneaking, spilling",Keeping Secrets,,L_vices_addictions,L) Vices / Addictions,substance use & self-destructive risk (RELAXED)
342,4.4,"Conflict, Distance & Breakup Threats",Relationship Trajectory (Main Couple),,,,high,False,R2,Heroine reacts antagonistically to the hero,I,Initial Conflict & Isolation,False,high,Mistaken Accusations,"A couple argues heatedly, each convinced the other has done something wrong.","relationship_conflict, domestic_life","setting:living_room, activity:arguing",False,"wrong, somethinga, terribly, wrongs, feels, harbinger, critics, uncharacteristic, peculiar, event",Mistaken Accusations,"setting:living_room, activity:arguing",L_vices_addictions,L) Vices / Addictions,substance use & self-destructive risk (RELAXED)
358,4.2,"Bonding, Everyday Intimacy & Growth",Relationship Trajectory (Main Couple),,,,high,False,R8,Hero treats heroine tenderly,II,Turning Point & Recognition,False,medium,Victorious Sports Celebration,"He celebrates his team's victory with a triumphant roar, earning admiring glances from the crowd.","social_setting, physical_affection","setting:sports_event, activity:celebrating",False,"merinaa, earful, fizzled, victorious, barreled, tabloids, partly, barked, attained, achel",Victorious Sports Celebration,"setting:sports_event, activity:celebrating",L_vices_addictions,L) Vices / Addictions,substance use & self-destructive risk (RELAXED)
90,6.5,"Law, Medicine, Education & Formal Institutions","Work, Wealth, Status & Institutions",,,,high,False,none,None of the above,NA,Not a narrative function,True,high,Medical Appointment At Hospital,"The couple finds themselves in the hospital, discussing their medical appointment.","domestic_life, social_setting","setting:hospital, activity:discussion",False,"hospital, surgeon, surgery, doctors, trauma, doctora, medical, appointment, er, clinic",Medical Appointment At Hospital,"setting:hospital, activity:discussion",M_health_recovery_growth,M) Health / Recovery / Growth,healing & protective caretaking (RELAXED)
119,4.2,"Bonding, Everyday Intimacy & Growth",Relationship Trajectory (Main Couple),,,,high,False,R8,Hero treats heroine tenderly,II,Turning Point & Recognition,False,low,Whispered Secrets Between Lovers,"In a quiet moment, a couple exchanges hushed confessions and secrets, their eyes locked and smiles subtle.","romance_core, physical_affection","setting:private_space, activity:whispering",False,"elliota, snaps, glares, replies, daniela, epitome, goes, gives, billya, takes",Whispered Secrets Between Lovers,"setting:private_space, activity:whispering",M_health_recovery_growth,M) Health / Recovery / Growth,healing & protective caretaking (RELAXED)
185,4.2,"Bonding, Everyday Intimacy & Growth",Relationship Trajectory (Main Couple),,,,high,False,R9,Heroine responds warmly to hero's tenderness,II,Turning Point & Recognition,False,low,Thrilling Experiences,The couple shares exciting and extraordinary moments together.,,,False,"awesome, wonderful, extraordinary, glorious, exciting, stunning, spectacular, thrilling, satisfying, ita",Thrilling Experiences,,M_health_recovery_growth,M) Health / Recovery / Growth,healing & protective caretaking (RELAXED)
204,4.2,"Bonding, Everyday Intimacy & Growth",Relationship Trajectory (Main Couple),,,,medium,False,R10,Heroine reinterprets hero's behaviour as result of previous hurt,II,Turning Point & Recognition,False,medium,Forgetting And Reminding,"She reminds him of something he'd forgotten, sparking a conversation about their shared past.","romance_core, relationship_conflict","setting:kitchen, activity:conversation",False,"forget, forgot, forgotten, forgetting, completely, everybody, silliness, friendliest, requisite, defcon",Forgetting And Reminding,"setting:kitchen, activity:conversation",M_health_recovery_growth,M) Health / Recovery / Growth,healing & protective caretaking (RELAXED)
