label,prevalence,mass,concentration_ratio,topic_id,keywords,scene_summary,label_is_noise
Friendship Bonding,1.0,0.002615967274659589,1.722949089024996,173,"friendship, friend, buddies, benefits, friendships, acquaintances, wea, friendsa, slowlya, school","The couple, inseparable since freshman year, shares laughter and stories in their dorm room.",False
Frightened Admissions,1.0,0.002220145348827653,2.0841412246613644,82,"scared, afraid, sad, terrifying, scary, scare, scares, frightening, frightened, fears","She admits her fears and insecurities to him in a quiet, intimate setting.",False
Generous Offspring Circumstances,0.9782608695652174,0.003274151571616338,2.0029122926220317,137,"knows, understood, surely, means, did, goes, understanding, understanda, offspring, reynarda",The couple discusses their generous offspring and the apparent circumstances around them.,False
Gifting White Roses,0.7934782608695652,0.0015002216696903153,3.610656317799094,100,"roses, flowers, bouquet, florist, petals, yellow, lilies, vase, daisies, dozen","He presents her with a bouquet of white roses, her favorite.",False
Golfing Couple's Weekend,0.5978260869565217,0.0015808396886492367,17.285337735927882,115,"landona, asked, glanced, golf, sighed, years, hadna, justa, talk, winced","The couple, thoughtful about their relationship, spends a weekend playing golf and discussing their problems.",False
Good Luck Wishes,1.0,0.0025056430983344084,1.8662894021169312,147,"luck, luckiest, perfection, perfectly, fortunate, fit, solution, unlucky, today, miracle",Friends or family members wish someone good luck before an important event.,False
Goofball's Webcam Connection,0.9782608695652174,0.0037570600567744246,9.83287974506534,363,"garretta, fulfilled, owners, sees, accepting, shouldna, letting, prophecy, webcam, salaciousa","She watches him on webcam, feeling a connection despite his goofball antics.",False
Grandmother's Tears,0.03260869565217391,0.0009471541199978145,28.398226105902936,79,"daisya, rule, replies, grandmother, whispers, says, remya, needs, cries, freezes","The grandmother cries wide-eyed, muttering to herself in the kitchen chairs.",False
Grateful Expressions,1.0,0.0018997345212027807,2.1670798457182707,299,"glad, grateful, proud, thrilled, ia, thankful, excited, shows, gratitude, item","She expresses her gratitude to him, making him feel proud and happy.",False
Growling During Intimacy,1.0,0.003994435441481896,2.9887722509138688,280,"growls, groans, growl, rumbles, growling, rips, low, snarls, grunts, rumble",He growls deeply as they make out in the bedroom.,False
Gun Threat During Argument,0.9456521739130435,0.0022458028322369216,2.96040846831823,302,"gun, weapon, bullets, pistol, guns, barrel, rifle, gunshot, aimed, shotgun",He raises his gun towards her during an intense argument.,False
Hair And Neck game,0.6847826086956522,0.001406994115720693,2.3865097739847307,47,"hair, makeup, mascara, lipstick, drag, nape, hairs, rises, bun, strand",He gently runs his fingers through her hair and kisses her neck.,False
Hair Play During Intimacy,0.9782608695652174,0.0035936129399040183,2.7866935301796363,211,"hair, blonde, waves, shoulders, bun, strands, fell, swept, breeze, braid","She runs her fingers through his hair, playing with the strands as they sit close together.",False
Hair Tugging During game,1.0,0.004537470877934967,3.0471375833625816,102,"hair, strands, brushes, grip, strand, handful, hand, runs, threads, gently","He grips her hair, tugging gently as they kiss passionately.",False
Harem Conversation,0.29347826086956524,0.001616132063692198,12.405961041615019,179,"heidia, asked, cried, soa, applies, bathing, engage, pouted, insisted, labor","Heidia's boyfriends show up unexpectedly during a conversation, causing tension and stress.",False
Hasty Question Game,0.9456521739130435,0.0021503430007868865,1.948501719510077,337,"tell, did, yodeling, told, pointers, metaphor, vent, hasty, boards, deed",She quickly asks him questions while they play a board game around the table.,False
Hatred-fueled Argument,1.0,0.006507619125878023,1.4096712601341874,202,"hated, hate, hates, despised, disliked, hating, represented, despise, history, hatred","She and he argue heatedly in the kitchen, fueled by long-standing hatred.",False
Hesitant Glances At Market,0.043478260869565216,0.0010078062129610182,38.87603051569729,152,"valentinaa, valentinoa, looks, smiles, gaze, hesitates, nod, grandmother, stares, market","She hesitates, her gaze lingering on him as he walks away from the market.",False
Hiring A Babysitter,1.0,0.0025283722440733445,3.6423364650764074,49,"babysitter, babya, born, babysit, healthy, having, want, infant, raise, youa",She realizes she needs a babysitter for her infant.,False
Hockey Game Action,0.34782608695652173,0.0016362521778077407,20.732292804980275,30,"game, hockey, puck, players, games, play, player, teams, goalie, goal","The couple watches a hockey game, focusing on the players and the puck.",False
Hockey Player's Lovesick Reminders,0.10869565217391304,0.0014240108646063122,34.85698462264925,80,"laurena, hockey, mikea, players, natea, agreed, suddenly, reminding, began, goalie","The hockey player, lovesick, recalls reminders of his past with Laurena.",False
Holiday Celebration,0.25,0.0008962647702237624,5.177102383152257,148,"merry, holiday, parties, holidays, yeara, partya, december, partying, presents, christmases",The couple enjoys a festive holiday party together.,False
Holiday Horseplay,0.07608695652173914,0.0008206400472011941,18.815112548546434,198,"sainta, growls, stiffens, patron, smirks, snickers, holidays, swings, prayera, grownups","The couple, on holiday, playfully interact with a horse at a stable.",False
Homecoming Conversations,1.0,0.003383497345946767,2.478372703687448,228,"home, edit, literally, heading, homesick, likea, sense, want, descriptions, schooled",The couple shares emotional conversations upon returning home.,False
Honest Emotional Conversation,0.05434782608695652,0.0010710177960738358,29.440061582387703,131,"aresa, grunts, walks, wraps, says, lose, ravena, tenses, entwining, inhales","The couple, their eyes locked, honestly discusses their feelings and values in a tense moment.",False
Hot And Heavy Flirting,0.9782608695652174,0.001983633429463155,1.964470808198376,255,"hotter, smoking, hots, hottest, really, extremely, totally, scorpion, empathetic, ceaseless","She blushes, playfully teasing him about being the 'hottest' person she's ever met.",False
Human Nature Reflection,0.6739130434782609,0.0012792596826892574,1.8173832452474528,219,"assignment, humans, course, actuality, picturea, enviable, did, par, fixture, represented",She contemplates the complexities of human nature.,False
Hurried Conversations,0.4945652173913043,0.0016648758397878256,3.54697713473479,105,"hurry, going, live, trippy, goes, pro, prepared, bring, trade, location",The couple hurriedly discusses their plans in a car.,False
Hushed Conversations,1.0,0.0038144436972282455,1.7045770764100332,256,"shh, whew, uh, ah, huh, whata, wrong, whack, wh, ew","She whispered, he leaned in, their voices low in the dimly lit room.",False
Imperious Gaze,0.05434782608695652,0.0007771344642434342,34.388045141717114,235,"henrya, dennya, turns, smuckersa, gaze, spins, narrows, everybody, defray, gets","He stares imperiously at her, his gaze intense and commanding.",False
Important Conversation,0.9891304347826086,0.0027767277818053645,2.4680194983370805,116,"important, condition, just, plenty, second, ways, grated, dependent, thing, morea","The couple discusses a crucial matter, emphasizing its importance.",False
Incessant Complaints About Broccoli,0.03260869565217391,0.0007090601888997526,16.377143982709423,203,"bronta, sharona, revulsion, guests, creature, evacuated, register, doubted, funa, minibar","The couple, at a restaurant in the Bahamas, argues incessantly about the broccoli on their plates.",False
Indoor Pool Swimming,1.0,0.009074194602721217,2.1042374458639794,351,"pool, swimming, swim, scum, gene, float, swimmer, cabana, jell, indoor","She dives into the indoor pool, swimming laps while he watches from the cabana.",False
Insane Arguments,0.9891304347826086,0.0037561861037023825,2.327048006124302,37,"ridiculous, insane, bullshit, fool, dumbass, outrageous, assholes, insanity, idiots, stupidest","The couple, exasperated, argues ridiculously in the kitchen.",False
Intense Argument About Feud,1.0,0.0040504444009389715,2.085671042520508,356,"fight, fighting, fought, battle, fights, battles, dragons, feud, war, confrontation",The couple argues heatedly about their long-standing feud in the living room.,False
Intense Argument With Glare,0.6956521739130435,0.0017169999175068705,8.34250318694302,315,"jaxa, questioned, dereka, replied, answered, heck, rolled, eliminating, egged, slapped","He glared menacingly, his eyes reflecting anger and tension as they argued heatedly in the dimly lit room.",False
Intense Listening Conversation,0.5108695652173914,0.001032832091709316,2.447731258334617,110,"listen, asked, listening, demanded, replied, heard, whata, downplay, reply, everythinga","The couple sits unblinking, feverishly listening to each other's confessions in a quiet room.",False
Intense Moaning During Foreplay,0.7934782608695652,0.0014357040994662797,1.9300206942338187,328,"moan, groaned, scream, screamed, whimper, moans, whimpered, moaned, inwardly, quivering","She moans loudly, her body tensing as he stimulates her clitoris with his fingers.",False
Intense Orgasmic Waves,0.9239130434782609,0.001977182327374617,2.7349253133053755,167,"orgasms, climax, rips, orgasmic, orgasmed, body, intense, wave, explodes, orgasma",She experiences intense orgasmic waves throughout their passionate encounter.,False
Intergenerational Family Bonding,0.9130434782608695,0.0029514929880620428,3.470911629332974,16,"fathera, parents, died, dada, older, fathers, children, kids, grandson, hea","The youngest grandson sits with his older uncles, reminiscing about their fathers' shared history.",False
Intimate Breast And Nipple Kissing,1.0,0.01984039195187068,4.541721142077889,1,"kissed, hips, tongue, breasts, mouth, body, arms, slid, neck, thighs",He gently kisses her breasts and nipples while she responds with soft moans.,False
Jealousy Conversation,0.42391304347826086,0.0009579373507200839,2.5907253802841406,201,"jealous, jealousy, tribute, irrationally, envious, mediocre, elderly, envy, girlfriend, pang",The couple discusses their feelings of jealousy and irrational thoughts.,False
Keeping Secrets,0.9782608695652174,0.0027227388009848485,1.9974091368188884,332,"secrets, confidential, secrecy, keeping, secretive, discreet, kept, identity, sneaking, spilling","The couple exchanges furtive glances and hushed words, guarding their secret from prying eyes.",False
Kitchen Conversation,1.0,0.0025838062670558116,2.8445834298365407,142,"kitchen, fridge, cabinets, appliances, counter, stocked, stainless, countertops, dishes, kitchens","The couple stands in the kitchen, discussing their day while she leans against the counter.",False
Kitten Rescue And Bonding,0.391304347826087,0.0013280704237784012,6.1100809866399635,70,"kittens, delivery, cata, purr, claws, rescued, hairless, arrogantly, cheshire, lap","She rescued two hairless kittens, cradling them in her lap, their tiny paws kneading her pasty skin as they purr contentedly.",False
Kneeling For Intimacy,0.9456521739130435,0.0032148808049768953,3.642951884853516,36,"knees, feet, fists, arms, foot, fold, shuffle, fist, shoe, sides","She kneels in front of him, her hands on his knees, looking up at him.",False
Knocking On Door,1.0,0.007381748736440695,2.5024593189358626,10,"door, doors, opens, opened, knock, hallway, stairs, elevators, floor, doorbell",Someone hesitates before knocking on a door in a hallway.,False
Knowing Glance Conversation,1.0,0.0032344920757853696,1.9894673072041504,145,"knows, course, doing, options, wants, did, hea, somethinga, needed, supplication","He knows something, and she knows he knows.",False
Legendary Certainty,1.0,0.00396829221844834,2.089050839528727,287,"knew, exactly, understood, doing, knows, heard, course, needed, gloating, befuddled","He knew her, and she knew him, with a certainty that transcended words.",False
Lip Biting During Intimacy,0.9130434782608695,0.002320078687087322,3.404425874537368,39,"lip, bite, teeth, nose, tongue, mouth, bridge, grit, lick, chew",She bites her lower lip as he leans in for a kiss.,False
Living Life To Fullest,0.9347826086956522,0.002166131600390503,1.8319250717215734,303,"live, fullest, lived, motto, occasion, cartoonish, lives, lifetime, adult, goal",She contemplates the meaning of living life to the fullest.,False
Local Honey Accident,0.11956521739130435,0.0005935299653364179,8.201818454589585,304,"jar, barista, trance, suggests, georgiaa, taffy, saltwater, supplement, local, mileage","She drops a jar of local honey, startling her mother who was behind her.",False
Long-term Relationship Struggles,1.0,0.0032256922436365884,1.6494448582097196,5,"gone, gotten, given, week, trying, years, learned, seen, maybe, hea","She reflects on their years together, wondering if she's lost her way.",False
Low Voice Conversations,1.0,0.0037385269528219895,2.25012072197202,184,"low, lowers, trails, gruff, husky, hoarse, drops, rough, speaks, soft","He speaks to her, his voice low, in a quiet, intimate setting.",False
Luxury Hotel Suite,1.0,0.0035250520589531517,2.8254833047432153,92,"furniture, fireplace, ceiling, windows, chairs, floors, wood, walls, floor, ceilings","The couple explores a lavish hotel suite, admiring the beige furniture, brown wood tables, and floor-to-ceiling windows.",False
Manager's Disappointed Moment,0.03260869565217391,0.0010754048362923748,34.174471200962344,149,"logana, bronta, grunted, suspected, manager, pursued, recall, populara, manya, buddies","The manager, dejected, frowns at a gathering of friends who seem distracted.",False
Marriage Ceremony Planning,1.0,0.006370255526216299,4.340100956371469,9,"married, wedding, marriage, marry, divorce, marrying, divorced, engaged, getting, ceremony","The couple plans their wedding ceremony, discussing details and arrangements.",False
Married Couple's Affectionate Stares,0.043478260869565216,0.0010067235045464237,45.880270834495384,67,"ravena, aresa, nods, tenses, looks, hurting, walks, wona, marry, stares",The married couple exchanges affectionate stares and smiles across the wedding aisle.,False
Medical Appointment At Hospital,0.32608695652173914,0.0009214810731907241,4.044562949729677,90,"hospital, surgeon, surgery, doctors, trauma, doctora, medical, appointment, er, clinic","The couple finds themselves in the hospital, discussing their medical appointment.",False
Medical Emergency Response,1.0,0.003423731037262762,6.433046351857389,278,"gracea, asked, paged, liked, avoid, east, ways, preface, enlisted, restart","A paramedic rushes to the aid of a patient in distress, using paddles to revive them.",False
Mid-flight Makeout,1.0,0.004466456778191646,1.7411224074487777,125,"flight, plane, jet, airport, helicopter, pilot, runway, flying, fly, jfk",The couple passionately kisses throughout their flight.,False
Midnight Clock Glance,0.9891304347826086,0.002569239091229743,2.8104348035212015,245,"clock, nightstand, ticking, glanced, digital, glance, ticked, midnight, countdown, hour","She glances at the digital clock on the nightstand, watching the hour hand tick towards midnight.",False
Missed Opportunity Regret,0.7717391304347826,0.0014097982863692784,2.3060809616152147,88,"missed, misses, missing, forgot, performance, sorry, did, ia, train, memo","She laments, 'I missed it.'",False
Mistaken Accusations,0.9891304347826086,0.0017979492992967023,1.6267951686982776,342,"wrong, somethinga, terribly, wrongs, feels, harbinger, critics, uncharacteristic, peculiar, event","A couple argues heatedly, each convinced the other has done something wrong.",False
Months Of Careful Lies,0.7282608695652174,0.0015317128446903714,12.933254261954225,62,"josha, declana, woulda, didna, months, med, frienda, chess, situation, careful","He carefully lies about his past, trying to hide his true self from her.",False
Moral Dilemma Discussion,1.0,0.003837481597142603,1.5845270031684078,314,"thing, proves, exactly, thinga, telegraphing, humane, accurately, percent, accept, winner","The couple sits around the table, discussing a moral dilemma.",False
Morning Grooming In Bathroom,1.0,0.002924759221107226,1.9968242067615525,365,"mirror, reflection, bathroom, stare, survey, mirrors, glance, length, studied, look","She looks at her reflection in the bathroom mirror, her eyes meeting her own as she prepares for the day.",False
Morning Routine Struggles,1.0,0.00882410263084243,1.5444955094532946,288,"mornings, early, morninga, omg, righta, routine, noon, overnight, oj, tomorrow","She dreads the early mornings, finding it hard to start her workweek.",False
Mother-player Relationship Struggles,0.9891304347826086,0.002958271997693909,2.506608720337133,44,"mothera, moma, stepmother, died, mamaa, moms, motherhood, telling, tell, traumatizing",the player struggles with his mother's expectations and emotional state in their home.,False
Mutual Clitoral Stimulation,1.0,0.002216581717735534,1.6605603007329919,318,"feels, felt, gooda, inconveniently, sign, overwhelmingly, marvelous, bloodthirsty, jury, otherworldly","She and he mutually stimulate each other's clitoris, expressing mutual pleasure.",False
Negotiating Business Deal,0.30434782608695654,0.0009109714367998362,1.71299135074084,151,"leta, shall, suggested, leave, says, talk, walk, outside, trickle, technique","The couple sits around a table, discussing strategies and terms for a business deal.",False
Negotiating Deal,0.14130434782608695,0.0008460001319657788,1.4838629046988558,0,"ita, ia, need, say, want, going, dona, means, think, idea",The couple discusses terms and expectations for their relationship.,False
Nightmare Confessions,0.8586956521739131,0.0016760810530181112,2.7109789666969912,111,"dreams, nightmare, dreamed, dreaming, nightmares, true, wake, worst, vivid, fantasies",The couple shares their deepest fears and insecurities while lying in bed at night.,False
Nighttime Carousel Conversation,0.8913043478260869,0.001647041224035482,2.308956637611146,319,"enjoy, penguins, buildup, unsurprisingly, americaa, cabs, nightie, carousel, bass, thrive",She confesses her feelings in the car under the night sky.,False
Nighttime Conversations,0.22826086956521738,0.000854201496109521,2.4853222097855503,106,"wasa, thata, likea, sa, wella, uha, meana, alsoa, thisa, oha","The couple sits together in the dimly lit bedroom, discussing their feelings late into the night.",False
Nighttime Fun Planning,0.9891304347826086,0.0028098131480048948,2.4283135337301305,26,"tonight, night, evening, nights, stand, saturday, happened, tonighta, nighttime, nighta",The couple discusses and plans their evening activities during the night.,False
Nodding Agreement,0.021739130434782608,0.00022298943358838895,6.9856893068754085,327,"nod, thank, solemnly, dribble, zit, prompt, undeniable, briskly, eagerly, guards",She nods in agreement during a conversation around the table.,False
Nodding Agreement At Table,0.34782608695652173,0.0008545610232764663,4.226387909680537,260,"nodded, shrugged, scowl, shrug, agreement, gearshift, assertion, tracea, waiter, sullenly",He nodded in agreement at the table with the waiter.,False
Noon Conversations,0.358695652173913,0.0016524971282197603,9.917702262063957,170,"rebeccaa, cassiea, katea, startling, shrieked, winces, thanks, noon, analogies, required",The couple engages in curious and thoughtful discussions during the day.,False
Nude Bed Scene,1.0,0.0030280178353162667,1.6361139135230758,103,"nude, nudes, seen, completely, nakedness, standing, stark, gloriously, wet, half","She stands naked in the bedroom, her body glistening with sweat.",False
Ode Recital,1.0,0.0036723268259901023,1.4191407199236026,180,"ode, deserve, believed, ended, outdo, flashing, geometry, stratosphere, adhered, cleanup",She recites the same ode every time they meet.,False
Office Work At Desk,1.0,0.0031587244096476738,2.4562301173647656,212,"desk, screen, laptop, monitor, office, stare, papers, drawer, chair, paperweight","She sits at her desk in the office, staring at her computer screen.",False
Optimistic Reassurance,1.0,0.009910254129777453,1.6908602544569271,192,"everythinga, ita, perfectly, suited, going, sashimi, fixable, totally, shhhh, sod",She reassures him that everything will be fine.,False
Overprotective Ogre's Sudden Outburst,0.8478260869565217,0.0013926168240489872,1.9729574611962655,215,"shocked, dona, stunned, worrying, upset, worries, ia, aback, rattled, shockeda","An enraged ogre, overprotective of his loved one, suddenly lashes out in a shocking display of anger.",False
Overreacting Conversation,1.0,0.003153841542839839,1.6702626462933894,324,"sensory, overreacting, ita, discussion, bravely, overreaction, va, overeager, cultural, overanalyzing",She accuses him of overreacting during their heated argument in the kitchen.,False
Owl Observation,0.41304347826086957,0.0009260627899212125,2.1087133711868935,325,"owl, leta, herea, repeats, elf, alternatives, feed, presentable, watercolor, hopelessness",She watches an elf owl perched on a branch.,False
Painful Emotional Burden,0.9891304347826086,0.0019075133203689365,1.5150609532259425,69,"hurts, guilt, painful, hurting, experiencing, painkillers, guilty, injury, agony, inflict",She struggles with the emotional pain and guilt that weigh heavily on her heart.,False
Parental Warning About Engagement,0.021739130434782608,0.0008690765768034133,59.54552183766821,98,"dantea, engagement, pudding, glinted, granite, excused, growled, parents, assault, warning","Dante's parents warn him about his engagement, expressing their concerns.",False
Parenting And Care Routine,1.0,0.0025848062559956295,12.034738579674924,329,"remya, dependable, coos, wails, parenting, competent, guardian, having, raise, formula","The couple ensures their child is safe and cared for, preparing formula and putting them to sleep.",False
Parked Car Makeout,1.0,0.0036731467333765435,2.308900620088184,21,"car, driver, limo, parked, parking, cars, driveway, suv, curb, cab","The couple, parked in his car, engages in passionate kissing.",False
Percentage-based Assurance,1.0,0.002774766828470998,1.7397783019156552,68,"percent, thousand, ninety, scale, eighty, fourth, century, quarter, grand, seventh","She confidently states, 'one hundred percent.'",False
Phone Interruption,0.8260869565217391,0.0016201035475311603,2.09288126640857,71,"pocket, dialed, cellphone, rang, screen, message, hangs, pulls, ringing, buzzed","He pulls his phone from his pocket to check a message, interrupting their conversation.",False
Phone Notifications During Night,0.7282608695652174,0.0021099268221685123,4.562902216514476,24,"rings, buzzes, pocket, rang, screen, cellphone, nightstand, ringing, message, purse","She's about to fall asleep when her phone buzzes on the nightstand, lighting up the screen with an incoming message.",False
Phone Ringing And Answering,1.0,0.006382618539640388,2.1558889540802646,54,"rang, dialed, message, texted, screen, picked, pocket, texting, checked, rings","The phone rings, and someone picks it up.",False
Photography Session,0.4782608695652174,0.0010969208339775378,2.8310058572126127,323,"cameras, photos, pictures, photographers, camera, sign, photo, photoshoot, note, images","A couple poses for a photoshoot in a studio, with cameras capturing their intimate moments.",False
Physical Labor And Attraction,0.13043478260869565,0.001745508238484382,21.866866438032194,271,"sama, couldn, didn, sculpted, conquest, labor, charmed, insisting, advantage, defenses",She remembered his sculpted body from years of construction work as they stood close in the kitchen.,False
Pilot's Mileage Concerns,0.10869565217391304,0.0008398014239837373,13.043465391084386,279,"mile, dishing, pilot, london, precautions, losing, wolves, trek, booking, competitors","The pilot worries about the miles they've flown, fearing the loss of their co-pilot.",False
Playful Laughter And Smiles,0.8641304347826086,0.004096860770228394,3.297465673059602,13,"smiled, smile, smiles, laugh, laughs, laughed, grinned, grin, eyebrows, giggles",The couple shares playful laughter and smiles while looking at each other.,False
Playful Laughter In Fun Setting,0.2826086956521739,0.0008849540042871048,5.520525794490967,306,"laughs, laugh, laughter, grins, holidays, resuscitation, issuesa, giggles, amphitheater, humorous",The couple laughs and grins at each other while enjoying a humorous moment together in a fun setting.,False
Playful Smiling Interactions,1.0,0.004899910028333389,2.549062136830972,14,"smile, smiles, grin, smiled, laugh, grinned, grins, laughed, laughs, smirked",The couple exchanges playful smiles and laughter while interacting.,False
Police Involvement,0.9891304347826086,0.0029662396391864003,2.6296641893849086,123,"police, cops, guard, cop, ambulance, guards, paramedics, station, officers, uniform",The couple considers or involves the police in their situation.,False
Polite Conversations,0.0,6.610881156165876e-06,2.8750317052710073,336,"alternatives, automatically, beg, thanks, answer, hear, looking, make, say, way","She asks, he answers politely.",False
Political Planning Session,1.0,0.0025216647153009928,1.8259819223179494,187,"plan, plans, work, united, conditions, figure, suited, states, planning, bantered","Politicians gather around a table, discussing feasible action plans and conditions.",False
Press Conference Speech,0.41304347826086957,0.001388868346646456,7.777878774700876,251,"georgiaa, thosea, press, conference, yelped, scolded, giggled, cursing, laughed, called",She confidently delivers her speech at a press conference.,False
Pride In Accomplishments,1.0,0.00909358073757475,1.7966556434465153,85,"did, tried, thought, try, trya, course, dida, really, wona, hoped",She proudly reflects on her achievements.,False
Privacy Concerns Conversation,1.0,0.004284599095672861,2.117932369439211,367,"privacy, safer, protected, protect, invasion, protection, safety, safea, duty, secure",The couple discusses their privacy concerns in a quiet setting.,False
Prolonged Waiting,0.8478260869565217,0.0016315826624129475,2.449863102512069,339,"wait, waiting, ipo, cowering, waits, pumps, elections, stand, beat, dissipate","She waits patiently, her mind racing with anticipation.",False
Protective Conversations By Firelight,1.0,0.0057493614547763,3.062443832594416,250,"loved, loves, adored, clearly, humbled, protector, cared, soul, madly, conversations","She loved him, their conversations bolder and headstrong, as he protectively pampered her by the firelight.",False
Proud Of Accomplishments,0.14130434782608695,0.000850339928758029,1.3462730995878203,361,"glad, proud, excited, ia, honored, grateful, wonderful, talented, thrilled, consultants","She beams with pride, expressing her joy at his achievements.",False
Pursuit Of Happiness,1.0,0.002383608626946576,1.6679310524257014,178,"happiness, happier, make, makes, satisfaction, happily, deserve, cheerful, tools, percent","The couple reflects on their journey together, finding happiness in each other's company.",False
Puzzled Decision Making,1.0,0.006660329123787672,2.1800733478433,77,"asks, asked, replies, whata, doing, says, answered, demanded, howa, tone","He puzzles over a decision, today's paperwork causing concern.",False
Quick Shower Hygiene,0.967391304347826,0.0029063906706423425,2.681068186154208,221,"shower, bathroom, bath, towel, restroom, toilet, showered, tub, towels, quick",She leads her into the bathroom and turns on the hot water for a quick shower.,False
Quiet Conversation About Best Option,0.9239130434782609,0.0017075099814415028,1.983526959224532,305,"best, thata, thing, really, recommend, ita, probably, highly, quietest, younga","The couple sits quietly, discussing the best course of action.",False
Ready For Action,0.10869565217391304,0.0007964575462604652,1.540429253532268,43,"ia, going, working, ready, doing, supposed, aware, prepared, oversee, trying",The user is prepared and eager for a specific task or event.,False
Redemption Pursuit,0.34782608695652173,0.0009444306826808494,2.85016771313922,163,"yoursa, youa, whata, redemption, contemporary, blur, favorite, covet, steal, tylera","He returns, determined to win her back, no matter what it takes.",False
Regretful Mistake Admission,0.9891304347826086,0.0021241550949878192,1.5687163081253388,254,"mistake, wrong, mistakes, faulty, huge, foolish, make, undo, horny, trafficked","She admits her mistake, wishing she could take it back.",False
Regretful Realizations,0.9891304347826086,0.0017865783661333383,1.7325246316485017,353,"regret, regrets, regretted, regretfully, regretting, happened, wona, realizations, validity, runny","She sits alone, eyes closed, regretting past actions.",False
Relationship Ambiguity Conversation,1.0,0.017151843531055585,1.911285953914961,7,"didn, won, therea, doesn, aren, thata, isn, mattered, shouldn, problem","The couple sits together, struggling to express their feelings and clarify their relationship status.",False
Relaxing Moment,0.9891304347826086,0.006113079327140518,1.6826753369999243,360,"relax, rest, relaxing, relaxed, enjoy, relaxation, relaxes, abysmally, averse, awash",She finds herself relaxing for the first time all day.,False
Religious Piety Display,0.967391304347826,0.003202555200641434,2.2307214285455172,190,"et, religion, priest, deity, salvation, religious, puke, showering, greek, fondler","He kneels to pray, showing off his piety in front of others.",False
Reluctant Relationship Choices,1.0,0.006044193881214496,6.796531535028275,114,"taga, asked, drewa, wasna, replied, enthralled, hadna, kadea, choices, deter","Isa hesitates to share her top choices for Eli's new PA, causing tension with Melanie.",False
Reluctant Relationship Talk,0.967391304347826,0.0021209024643589996,1.7977404801055124,272,"answered, says, told, tell, quickly, asks, assured, reada, girlfriend, introduce","She hesitates, then says 'no' to his advances, sparking a conversation about their relationship.",False
Repeated Affirmations,0.0,4.6065442213596935e-06,2.2288294867949947,120,"aye, string, parts, fianca, yesterday, unable, sounds, word, having, theya",She repeatedly affirms her love and commitment to him.,False
Resisting Temptation,1.0,0.002162389327771985,2.452437783963117,22,"didna, couldna, wasna, hadna, wouldna, control, fucked, want, expecting, anymore","She struggles with her desire, trying to make the right choice.",False
Resolute Nodding Agreement,0.09782608695652174,0.0005120522319055879,5.38103840145967,334,"nodded, enthusiastically, solemnly, smiled, politely, chewed, slowly, encouragingly, perfunctory, declarations",She nodded resolutely in agreement during a prolonged conversation.,False
Reunion After Argument,1.0,0.0064809268069591355,4.021351332787595,341,"leaving, mirandaa, disrespectful, hadna, replacement, coolly, reunion, bogged, realizations, supplication","After a heated argument, he hesitates but ultimately decides not to leave her.",False
Reunion Conversation In Car,0.44565217391304346,0.0015135578146374582,14.230860519835913,210,"emerya, ensemble, muttered, groaned, asked, jensena, gesturing, laughed, reunion, feelings","The couple, reunited after years, converse in a parked car, reminiscing about their past and exploring their feelings.",False
Riddles And Challenges,0.9782608695652174,0.0024682173856488006,2.109018230165324,263,"supposed, whata, question, challenge, true, isna, means, conventional, presumptuous, riddle",The couple engages in a playful game of riddles and challenges to test each other's wit and intelligence.,False
Risky Business Decision,1.0,0.0021698937151026286,2.1840912889796713,169,"risky, stake, low, far, risk, responsibility, temptation, expensive, busy, toodles",The couple argues in the kitchen about a risky business move.,False
Road Trip Flirtation,0.05434782608695652,0.00147360181559034,44.134700617045716,158,"murmured, smirked, saraa, liaa, laughed, humorously, watched, soa, grinned, thoroughly","She and Lukas shared breathless, unblinking moments in the car, his murmurs and intense looks hinting at something more.",False
Role Reversal In Warehouse,0.33695652173913043,0.0013836815151594662,17.255388808843357,364,"hannaha, isna, merely, hurting, distance, excuses, easier, designed, retake, nod","She takes on the role of the recluse, exploring the vast, empty warehouse that was once his domain.",False
Rule-breaking Encounter,0.0,0.00013960857292627128,2.2014583444074476,205,"fuckup, rule, horny, rules, hint, rest, half, job, world, maybe","She defies the rules, leading to a passionate encounter in the car.",False
Sarcastic Jokes,0.7065217391304348,0.0014028657237659054,2.605141604945889,236,"joke, funny, jokea, whata, amusing, isna, sick, sarcasm, somethinga, freakin","She laughs at his sarcastic jokes, but feels uncomfortable with their lack of genuine humor.",False
Sardonic Glances During Argument,0.967391304347826,0.002069243186299693,13.1161063874742,126,"murmured, replied, wouldn, jackass, glanced, hog, easily, informed, sardonic, ruefully","The couple, seated at a table, exchanges sardonic glances during an intense argument.",False
Scent-induced Arousal,1.0,0.0036992219720602374,2.0459090091647845,207,"scent, cologne, smell, smells, smelled, soap, musk, sandalwood, cedar, masculine","She closes her eyes, inhaling deeply, as his masculine scent fills her nostrils, igniting a wave of desire in the bedroom.",False
Scent-induced Intimacy,0.9782608695652174,0.0033935695286522456,3.275552957918935,317,"scent, smelled, smell, perfume, nostrils, shampoo, smells, coconut, lavender, flowers","She notices his scent, triggering intimate thoughts and actions.",False
Schoolyard Argument,1.0,0.0064371121789374396,9.154770076504711,264,"lilliea, rubya, daughtera, holds, daughter, squeeze, starts, dumpling, eleanora, school",The daughter and her friends argue loudly in the schoolyard.,False
