topic_id,label,keywords,primary_category,primary_weight,all_categories
173,Best Friends to Lovers,"friendship, friend, buddies, benefits, friendships, acquaintances, school, inseparable, best, freshman",Z_noise_oog,1.000000,Z_noise_oog(1.000)
174,Despicable Driving Scenario,"worse, worst, things, terrible, horrible, despicable, scenario, times, drivers, thing",Z_noise_oog,1.000000,Z_noise_oog(1.000)
175,Underwater Misadventures,"underwater, worst, attention, surface, bar, glance, doh, person, anvil, ability",F_negative_affect,1.000000,F_negative_affect(1.000)
176,Physical Discomfort and Anxiety,"throat, lump, bile, tight, knot, cough, tightness, dry, gagging, clearing",F_negative_affect,1.000000,F_negative_affect(1.000)
177,Powerful Enforcer's Command,"command, strong, willing, cosmos, place, enforcer, sort, cobra, whirls, problematic",Z_noise_oog,1.000000,Z_noise_oog(1.000)
178,Happy Endings,"happiness, happier, satisfaction, cheerful, tools, percent, endings, centre, outpouring, torrential",Z_noise_oog,1.000000,Z_noise_oog(1.000)
179,Relaxing at the Harem: Bathing and Conversation,"bathing, labor, overton, trunk, grin, cutoffs, stresses, enviable, conversation, harem",I_humor_lightness,1.000000,I_humor_lightness(1.000)
180,Love's Geometry: Courtship Assurances,"ode, geometry, stratosphere, cleanup, forte, pleaser, courts, expiration, assurance, gummy",Z_noise_oog,1.000000,Z_noise_oog(1.000)
181,Immovable Hero,"grunt, expressionless, strides, song, glower, heavenward, unfathomable, implacable, glacial, exasperated",Z_noise_oog,1.000000,Z_noise_oog(1.000)
182,Tender Touch,"tough, cheeks",B_mutual_intimacy,1.000000,B_mutual_intimacy(1.000)
183,Divorce and Separation,division,N_separation_reunion,1.000000,N_separation_reunion(1.000)
184,Rough and Soft Voice,"low, lowers, gruff, husky, hoarse, rough, soft, rumble, tone, octave",B_mutual_intimacy,1.000000,B_mutual_intimacy(1.000)
185,Romantic Praise and Adoration,"awesome, wonderful, extraordinary, glorious, exciting, stunning, spectacular, thrilling, satisfying, exceptional",O_appearance_aesthetics,1.000000,O_appearance_aesthetics(1.000)
187,Political Succession Planning,"plan, plans, conditions, suited, planning, successor, feasible, action, politicians, plural",Z_noise_oog,1.000000,Z_noise_oog(1.000)
188,Authentic Struggle vs. Fake Relationships,"deal, authentic, stuff, struggle, realness, wily, bots, scumbag, regular, thing",Z_noise_oog,1.000000,Z_noise_oog(1.000)
189,Upcoming Holidays and Weekends,"tomorrow, weekend, weekends, holiday, noon, nudist, memorial, busy, upcoming, week",G_rituals_gifts,1.000000,G_rituals_gifts(1.000)
190,Religious Romance and Archaic Rituals,"et, religion, priest, deity, salvation, religious, greek, fondler, biblically, archaic",G_rituals_gifts,0.500000,"G_rituals_gifts(0.500), P_tech_media(0.500)"
191,Business Trip Flirtation,"meeting, karaoke, client, remark, disuse, usual, research, baton, trainers, ballbuster",K_work_corporate,1.000000,K_work_corporate(1.000)
192,Casual Encounters and Priorities,"sashimi, fixable, hookups, encounters, priorities, rule, buffet, buck, ordinary, jog",Z_noise_oog,1.000000,Z_noise_oog(1.000)
193,Annoyed Friend Interferes with Lovey-Dovey Couple,"yells, dopey, friend, announces, birthday, instigating, lovey, dovey, shot, best",G_rituals_gifts,1.000000,G_rituals_gifts(1.000)
194,Author's Note and Series Information,"authors, acknowledgments, reviews, purchase, series, fiction, novella, permission, writing, review",Z_noise_oog,1.000000,Z_noise_oog(1.000)
195,Climactic Decision,"standards, decision, finale, gritted, breakthrough, knockout, recollection, hoot, deal, room",Z_noise_oog,1.000000,Z_noise_oog(1.000)
196,Hollywood Heartthrob,"attractive, refined, handsomeness, irresistible, looks, features, stunning, hollywood, magnificent, photos",D_luxury_wealth_status,0.700000,"D_luxury_wealth_status(0.700), O_appearance_aesthetics(0.300)"
197,Post-Breakup Reflection and Drinking,"closure, margaritas, rule, numbers, breakup, facts, ciders, decade, switch, things",D_luxury_wealth_status,1.000000,D_luxury_wealth_status(1.000)
198,Amused Protector on Holiday,"growls, stiffens, patron, smirks, snickers, holidays, swings, grownups, horse, investigations",G_rituals_gifts,1.000000,G_rituals_gifts(1.000)
199,Cautious Soulmates,"case, password, owners, danish, figurative, raisin, chafing, soulmates, camel, apprehensive",Z_noise_oog,1.000000,Z_noise_oog(1.000)
200,Protective Siblings and Dangerous Secrets,"sister, niece, daughter, older, disclosure, mask, members, sibling, friend, dangerous",F_negative_affect,0.250000,"F_negative_affect(0.250), J_family_support(0.250), E_threat_danger(0.250), R1_protectiveness(0.250)"
201,Jealous Girlfriend,"jealous, jealousy, tribute, envious, mediocre, elderly, girlfriend, pang, ridiculous, irrational",R2_jealousy,1.000000,R2_jealousy(1.000)
202,Historical Comedy of Errors,"history, hatred, modern, toilet, idea, dissertation, comedies, victories, algebra, functional",Z_noise_oog,1.000000,Z_noise_oog(1.000)
203,Disgusted by Coworker's Habits on Bahamas Trip,"revulsion, guests, creature, register, minibar, sight, bahamas, incessant, coworker, broccoli",K_work_corporate,1.000000,K_work_corporate(1.000)
204,Forgetful Friends and Silly Nights,"forgetting, silliness, requisite, friendliest, nachos, ingredient, implications, hospice, slumber, decency",Z_noise_oog,1.000000,Z_noise_oog(1.000)
205,Breaking Rules for Passion,"fuckup, rule, horny, rules, hint, rest, job, world",K_work_corporate,1.000000,K_work_corporate(1.000)
206,Author Rivalry and Decision Making,"audience, formidable, compact, authors, amusement, rival, sheepish, sultry, authority, decision",Z_noise_oog,1.000000,Z_noise_oog(1.000)
207,Masculine Scent and Aroma,"scent, cologne, smell, soap, musk, sandalwood, cedar, masculine, earthy, smelling",O_appearance_aesthetics,1.000000,O_appearance_aesthetics(1.000)
208,Explicit Harem Encounters,"desperate, harem, explicit, brightest, correction, heavens, reward, offer, nearest, sun",Z_noise_oog,1.000000,Z_noise_oog(1.000)
209,Clan Heir's Obsession,"eldest, clan, unwarranted, obsession, wing, adoptive, blooded, reins, generation, daughter",Z_noise_oog,1.000000,Z_noise_oog(1.000)
210,Pushy Ex-Lover's Unwanted Reunion,"ensemble, reunion, feelings, passenger, cutoff, pusher, best, converse, pushy, shorts",N_separation_reunion,0.500000,"N_separation_reunion(0.500), A_commitment_hea(0.500)"
211,Descriptive Hair Styling,"hair, blonde, waves, shoulders, bun, strands, breeze, braid, auburn, silky",O_appearance_aesthetics,1.000000,O_appearance_aesthetics(1.000)
212,Office Work,"desk, screen, laptop, monitor, office, papers, drawer, chair, paperweight, seat",K_work_corporate,0.500000,"K_work_corporate(0.500), P_tech_media(0.500)"
213,Anxious Breathing,"breath, hitches, deep, breathing, throat, lungs, ragged, shaky, noise, catches",B_mutual_intimacy,1.000000,B_mutual_intimacy(1.000)
214,Evasive Answers to Naughty Questions,"question, omg, answer, naughtiest, second, scapegoat, questions, important, evasive, fictional",Z_noise_oog,1.000000,Z_noise_oog(1.000)
215,Overprotective Gentleman's Sudden Outburst,"upset, worries, taser, ogre, promise, bigger, sudden, enraged, overprotective, gentlemen",F_negative_affect,0.333333,"F_negative_affect(0.333), A_commitment_hea(0.333), R1_protectiveness(0.333)"
216,Morbid Remembrance,"dead, deaths, mortification, mortifying, lifeless, alive, suicide, anniversaries, poorer, bareback",Z_noise_oog,1.000000,Z_noise_oog(1.000)
217,Tough Guy's Reluctant Sidekick,"snarky, raincheck, tough, frisky, sidekick, obedient, dope, peg, hoo, coerce",Z_noise_oog,1.000000,Z_noise_oog(1.000)
218,Animal Antics,"pigeon, birds, duckling, chirping, wings, crows, antics, feathers, lizards, carnivorous",S_scene_anchor,1.000000,S_scene_anchor(1.000)
219,Academic Crush,"assignment, humans, course, actuality, enviable, par, fixture, zing, principle, endearment",Z_noise_oog,1.000000,Z_noise_oog(1.000)
220,Evening Boat Ride with a Consultant,"moment, boat, inspiration, consultant, months, evening, grimace, houseful, relaxing, wonderment",S_scene_anchor,1.000000,S_scene_anchor(1.000)
221,Bathroom Encounters,"shower, bathroom, towel, restroom, toilet, tub, towels, quick, showers, clinic",H_domestic_nesting,0.500000,"H_domestic_nesting(0.500), M_health_recovery(0.500)"
222,Courtroom Drama,"trial, sale, trash, thanks",Z_noise_oog,1.000000,Z_noise_oog(1.000)
223,Professional Presentation Nerves,"work, presentation, adults, expectations, undies, def, research, awe, niche, school",K_work_corporate,1.000000,K_work_corporate(1.000)
225,Unreliable Partner at a Conference,"early, minutes, bylaws, mosquitoes, furtive, unreliable, ifs, percentage, conference, diagnosis",Z_noise_oog,1.000000,Z_noise_oog(1.000)
226,"{
  ""label"": ""Scandalous Pottery Adventure""","disco, infinity, pottery, scandalous, maine, girlfriend, helicopter, wrinkles, blunt, adventure",Z_noise_oog,1.000000,Z_noise_oog(1.000)
227,Office Drama and Sexual Tension,"scuffle, destructive, voyeur, filing, races, vibrator, strangers, prick, paperwork, secretary",F_negative_affect,0.500000,"F_negative_affect(0.500), K_work_corporate(0.500)"
228,Home and Work Balance,"home, edit, homesick, sense, homey, residential, mobile, vow, work, sailing",K_work_corporate,0.500000,"K_work_corporate(0.500), A_commitment_hea(0.500)"
229,Fascinated Gaze,"gaze, widen, brows, wide, brighter, head, brow, fascinating, fraction, brightens",O_appearance_aesthetics,1.000000,O_appearance_aesthetics(1.000)
230,Disabled Love and Family,"cast, wheelchair, fond, photo, golf, rancor, threes, children, information, citation",J_family_support,1.000000,J_family_support(1.000)
231,Sweaty Intimacy,"sweat, beads, sweating, trickles, sweaty, palms, bead, forehead, skin, spine",B_mutual_intimacy,1.000000,B_mutual_intimacy(1.000)
232,Competitive Bidding and Beginners' Luck,"firsthand, blah, prize, interpretation, anecdote, tigers, bidders, beginner, lookout, convoluted",Z_noise_oog,1.000000,Z_noise_oog(1.000)
233,Proud and Intelligent Love Interest,"attractive, proud, intelligent, excellent, pieces, stunning, attribute, uppity, austere, unimaginable",O_appearance_aesthetics,1.000000,O_appearance_aesthetics(1.000)
234,Witchy Rivalry and Valentine's Day,"witch, murdering, sitter, daughter, fanatic, valentines, falsehood, postcoital, nolita, ballbuster",E_threat_danger,1.000000,E_threat_danger(1.000)
235,Jealous Rivalry in Royal Circles,"gaze, remnant, annoyance, menswear, kingly, peasy, meaner, yesss, snout, clone",R2_jealousy,0.500000,"R2_jealousy(0.500), O_appearance_aesthetics(0.500)"
236,Humorous Quips and Teasing,"joke, funny, amusing, sick, sarcasm, freakin, proclivities, funnier, gargoyle, heh",I_humor_lightness,1.000000,I_humor_lightness(1.000)
237,Dangerous Archery Rivalry,"rioting, volley, forte, inkling, true, special, reference, archery, fence, trigger",F_negative_affect,0.500000,"F_negative_affect(0.500), E_threat_danger(0.500)"
238,Loading and Pointing,"load, point, things",Z_noise_oog,1.000000,Z_noise_oog(1.000)
239,Tears of Emotional Overwhelm,"tears, cheeks, tear, sting, corners, vision, unshed, burst, reddened, sockets",F_negative_affect,1.000000,F_negative_affect(1.000)
240,Career Opportunities and Consequences,"years, research, deal, thought, career, booked, industry, opportunity, consequences, elections",S_scene_anchor,1.000000,S_scene_anchor(1.000)
241,Protective Hero,start,R1_protectiveness,1.000000,R1_protectiveness(1.000)
242,Business Negotiations and Professional Interactions,"class, handshake, glad, thrilled, humane, contort, audacious, bereft, biscuit, stiffness",K_work_corporate,1.000000,K_work_corporate(1.000)
243,Fearless Lady's Epitome of Sophistication,"answer, epitome, ladies, mio, outspoken, sophistication, replaceable, mushrooms, scrambles, fearless",F_negative_affect,1.000000,F_negative_affect(1.000)
244,Home Improvement and Domestic Nesting,"cordless, drill, results, oldest, strides, homebody, maybach, inexorable, letdown, screwdriver",Z_noise_oog,1.000000,Z_noise_oog(1.000)
245,Midnight Countdown,"clock, nightstand, ticking, digital, glance, midnight, countdown, hour, noon, clocks",O_appearance_aesthetics,1.000000,O_appearance_aesthetics(1.000)
246,Superhero's Protective Stance,"wraps, moves, badge, stands, looks, intercom, shuffle, evil, tats, superhuman",O_appearance_aesthetics,0.500000,"O_appearance_aesthetics(0.500), R1_protectiveness(0.500)"
247,Wholesome Sisterly Bond,"statue, sister, piranhas, outpouring, cornbread, hurry, garner, particulars, wholesome, hairstylist",J_family_support,1.000000,J_family_support(1.000)
248,Doomed Love in an Artistic Setting,"interpretation, doom, barn, brownstone, wrong, impending, failure, incident, gallery, actual",Q_miscommunication,1.000000,Q_miscommunication(1.000)
249,Rustic Prophecy and Garage Romance,"validity, laminate, prophecy, garage, manure, acknowledgement, unfiltered, incentive, significance, references",F_negative_affect,1.000000,F_negative_affect(1.000)
250,Protective Love Interest,"protector, soul, conversations, protective, pamper, firelight, bolder, headstrong, sputters, unconditional",R1_protectiveness,1.000000,R1_protectiveness(1.000)
251,Professional Rivalry and Instinctual Attraction,"press, conference, cursing, mojo, metabolism, genuineness, guys, instinctual, louisville, discrimination",Z_noise_oog,1.000000,Z_noise_oog(1.000)
252,Sassy Retorts and Glare-offs,"retorts, drawls, harden, manner, heck, frowns, features, glare, merrier, period",Z_noise_oog,1.000000,Z_noise_oog(1.000)
253,Confused Talents,"shrug, stammer, supremacy, question, sacrilege, plumbing, assortment, buttons, confusion, talents",Z_noise_oog,1.000000,Z_noise_oog(1.000)
254,Foolish Mistakes and Reckless Love,"mistake, wrong, mistakes, faulty, huge, foolish, horny, costly, trafficked, luv",Q_miscommunication,1.000000,Q_miscommunication(1.000)
255,Scorching Attraction,"hotter, hots, hottest, scorpion, empathetic, ceaseless, zillion, coals, hottie, hotness",Z_noise_oog,1.000000,Z_noise_oog(1.000)
256,Comic Misunderstandings,"wrong, whack, shhh, oof, pee, doh, cad, mousy, whisk, emu",Q_miscommunication,1.000000,Q_miscommunication(1.000)
257,Scented Love,"smell, scent, perfume, smells, air, scents, distillery, lavender, whiff, nose",O_appearance_aesthetics,1.000000,O_appearance_aesthetics(1.000)
258,Loner's Sunset Beading,"parade, issues, beading, loner, worms, motivated, class, shrug, labored, sunset",S_scene_anchor,1.000000,S_scene_anchor(1.000)
259,Office Work,"desk, laptop, papers, office, cubicle, stack, screen, paper, chair, seat",K_work_corporate,0.500000,"K_work_corporate(0.500), P_tech_media(0.500)"
260,Casual Encounters and Brief Meetings,"shrug, agreement, assertion, gearshift, waiter, leafy, brief, wand, pleased, aviators",K_work_corporate,1.000000,K_work_corporate(1.000)
261,Unconventional Romance Rituals,"uncompromising, tendencies, horizontal, protocol, allowance, nuzzle, sedan, conventional, sleepless, prettier",G_rituals_gifts,1.000000,G_rituals_gifts(1.000)
262,Witty Banter,clever,I_humor_lightness,1.000000,I_humor_lightness(1.000)
263,Riddles and Challenges,"question, challenge, true, riddle, conventional, presumptuous, temp, relevant, void, phrase",Z_noise_oog,1.000000,Z_noise_oog(1.000)
264,Protective Father at School,"daughter, squeeze, dumpling, school, lilies, curl, shouts, contrast, middle, melee",J_family_support,0.500000,"J_family_support(0.500), R1_protectiveness(0.500)"
265,Careful Date Preparation,"checking, record, careful, tune, curveball, easy, peasy, tonight, snob, vertical",S_scene_anchor,1.000000,S_scene_anchor(1.000)
266,Sleazy Photographer's Explicit Intentions,"shots, client, photos, explicit, friend, sleazy, purposes, juicy, shiftless, watt",Z_noise_oog,1.000000,Z_noise_oog(1.000)
267,Cocky Lover's Manipulation,"smirk, fuss, pleased, billboard, recommendation, cunning, injuries, deepens, discomfort, cocky",M_health_recovery,0.500000,"M_health_recovery(0.500), K_work_corporate(0.500)"
268,Flirtatious Interactions,"diary, frowns, pouts, gaze, snickers, stiffens, waves, slackens, flounces, broadens",O_appearance_aesthetics,1.000000,O_appearance_aesthetics(1.000)
269,Threatening Rancher,"sideways, stony, violence, ranch, spray, panhandlers, readiness, threat, boulevard, regulation",E_threat_danger,1.000000,E_threat_danger(1.000)
270,Emotional Breakdown,"tears, sobbing, bawling, feminine, undone, sob, hiccupping, ugly, sexless, upholstery",F_negative_affect,1.000000,F_negative_affect(1.000)
271,Power Dynamics in Romance,"conquest, labor, advantage, defenses, physical, feminine, moment, coast, asymmetry, sacrilege",Z_noise_oog,1.000000,Z_noise_oog(1.000)
272,Curious Girlfriend Seeks Assurance,"girlfriend, talk, exclamation, curious, vessel, assurance, problem, blooded, firm, willpower",Z_noise_oog,1.000000,Z_noise_oog(1.000)
273,Remorseful Apology,"sorry, apology, apologetic, tears, accident, lack, contrite, disruption, robotic, whispers",F_negative_affect,0.333333,"F_negative_affect(0.333), T_repair_apology(0.333), B_mutual_intimacy(0.333)"
274,Exclusive Gentlemen's Club,"clubs, members, exclusive, stag, wilder, restaurants, member, strip, whores, frequent",Z_noise_oog,1.000000,Z_noise_oog(1.000)
275,Compatibility and Past Hurdles,"lives, compatible, better, synapses, pasts, buffer, decorum, inseparable, limbo, trials",Z_noise_oog,1.000000,Z_noise_oog(1.000)
276,Angry Confrontation,"anger, rage, furious, dense, disrespectful, temper, thrums, bitterness, surface, depths",F_negative_affect,1.000000,F_negative_affect(1.000)
277,Business Acquisitions,"company, buy, profits, business, companies, funds, businesses, successes, millions, leech",K_work_corporate,1.000000,K_work_corporate(1.000)
278,Medical Emergency and Rescue,"east, ways, enlisted, preface, welfare, aneurysm, preview, paddles, upper, paramedic",M_health_recovery,1.000000,M_health_recovery(1.000)
279,Adventurous Trek with Precautions,"mile, pilot, precautions, wolves, trek, booking, competitors, visitors, yards, stammers",Z_noise_oog,1.000000,Z_noise_oog(1.000)
280,Animalistic Alpha Male,"growls, groans, growl, growling, rips, low, grunts, ears, deep, throaty",Z_noise_oog,1.000000,Z_noise_oog(1.000)
281,Nighttime Routines and Sleep,"sleep, asleep, night, bed, inertia, exhausted, hours, nights, slumber, nephew",H_domestic_nesting,1.000000,H_domestic_nesting(1.000)
282,Marital Struggles and Sweet Reconciliations,"respect, mortgage, exceptions, utmost, grandkids, bathrobe, album, impossible, rougher, sweeter",J_family_support,1.000000,J_family_support(1.000)
284,Unpredictable Pet and Owner,"bounds, wriggles, perplexed, barks, extremes, ability, client, mustards, novelty, diabolical",Z_noise_oog,1.000000,Z_noise_oog(1.000)
285,Size Matters,"bigger, huge, size, solid, heavy, geometry, massive, inch, large, larger",Z_noise_oog,1.000000,Z_noise_oog(1.000)
286,Religious Dispute and Confrontation,"supreme, glare, priest, crew, fight, obdurate, conjecture, referee, unpunished, reticence",Z_noise_oog,1.000000,Z_noise_oog(1.000)
287,Legendary Rivalry and Certainty,"course, gloating, omen, seams, legend, instrument, trepidation, certainty, resources, turkey",Z_noise_oog,1.000000,Z_noise_oog(1.000)
288,Weekday Routines and Workweek Blues,"mornings, omg, routine, noon, tomorrow, inspirational, workweek, horrendous, mondays, appalling",K_work_corporate,1.000000,K_work_corporate(1.000)
289,Musical Romance,"music, band, song, musicians, classical, jazz, speakers, songs, instrumental, quartet",Z_noise_oog,1.000000,Z_noise_oog(1.000)
290,Erotic Encounter,"nipples, nipple, breasts, pebble, fabric, firm, erect, lace, clamps, nubs",C_explicit,1.000000,C_explicit(1.000)
291,Labored Breaths in Tension,"breath, breathing, deep, ragged, intake, inhales, breaths, labored, heavy, exhale",B_mutual_intimacy,1.000000,B_mutual_intimacy(1.000)
292,Intimate Bathroom Encounters,"shower, bathroom, towel, bath, tub, restroom, toilet, towels, shirt, washing",H_domestic_nesting,1.000000,H_domestic_nesting(1.000)
293,Career-Damaging Secrets,"fixer, total, pained, adviser, elimination, dissertation, charity, forte, damaging, talk",F_negative_affect,0.750000,"F_negative_affect(0.750), S_scene_anchor(0.250)"
294,Humiliated and Ashamed,"embarrassing, embarrassed, humiliating, shame, embarrassment, ashamed, pity, disgust, glutton, abject",F_negative_affect,1.000000,F_negative_affect(1.000)
295,Magical Romance with Grateful Friend,"spell, bookcrazy, spells, explosion, grateful, friend, scrooge, sheer, command, muck",Z_noise_oog,1.000000,Z_noise_oog(1.000)
296,Office Romance,"meeting, office, meetings, board, offices, conference, tomorrow, engineering, noon, business",K_work_corporate,1.000000,K_work_corporate(1.000)
297,Arrogant Jerk Heroes,"arrogance, cocky, smack, insufferable, jerks, pompous, jerky, sleazebag, prick, stubborn",Z_noise_oog,1.000000,Z_noise_oog(1.000)
298,Edgy Nightlife and Family Secrets,"jail, nightlife, fatherless, haired, lizards, undisclosed, subsidiary, derision, edgier, stocky",J_family_support,1.000000,J_family_support(1.000)
299,Expressions of Gratitude and Happiness,"glad, grateful, proud, thrilled, thankful, excited, gratitude, item, happier, readiness",Z_noise_oog,1.000000,Z_noise_oog(1.000)
300,Business Negotiations,"buts, arguments, contracts, central, argument, success, matter, eye, need",K_work_corporate,1.000000,K_work_corporate(1.000)
301,Sensual Burlesque Encounters,"erotic, sexytimes, unnatural, alluring, attractive, seductive, sensual, lingerie, twig, burlesque",O_appearance_aesthetics,1.000000,O_appearance_aesthetics(1.000)
302,Armed Danger,"gun, weapon, bullets, pistol, guns, barrel, rifle, gunshot, shotgun, trigger",F_negative_affect,0.500000,"F_negative_affect(0.500), E_threat_danger(0.500)"
303,Life Goals and Personal Motto,"fullest, motto, occasion, cartoonish, lives, lifetime, adult, goal, purgatory, personal",S_scene_anchor,1.000000,S_scene_anchor(1.000)
304,Coffee Shop Romance,"jar, barista, trance, taffy, saltwater, supplement, local, mileage, recycling, monkeys",Z_noise_oog,1.000000,Z_noise_oog(1.000)
305,Quiet Strength: Mannered Ruler,"best, thing, recommend, quietest, sign, cause, mannered, trait, ruler, commentary",Z_noise_oog,1.000000,Z_noise_oog(1.000)
306,Humorous Holiday Dates,"laughs, laugh, laughter, grins, holidays, giggles, amphitheater, humorous, funniest, khaki",I_humor_lightness,0.500000,"I_humor_lightness(0.500), G_rituals_gifts(0.500)"
307,Color Preferences and Decor,"colors, favorite, yellow, scheme, bright, ones, shade, primary, packets, burgundy",E_threat_danger,1.000000,E_threat_danger(1.000)
308,Reclusive Hero's Redemption,"confidence, jugular, truest, correct, mcs, reclusive, canal, wrong, proverbial, bobs",Q_miscommunication,1.000000,Q_miscommunication(1.000)
309,Business Contract Negotiations,"contract, contracts, clause, promissory, dalliances, supplier, terms, agreement, semantics, nondisclosure",K_work_corporate,1.000000,K_work_corporate(1.000)
310,Feminist Ladies' Empowerment,"feminine, ladies, feminist, conscious, godawful, experience, needier, calcium, rarer, demographic",Z_noise_oog,1.000000,Z_noise_oog(1.000)
311,Long-Term Relationship Restoration,"downs, cycle, yearlong, years, thousands, holiday, times, restoration, chemists, phases",G_rituals_gifts,1.000000,G_rituals_gifts(1.000)
312,Grooming and Appearance,"hair, stubble, forehead, tousled, shaven, scruff, shadow, usual, comb, collar",O_appearance_aesthetics,1.000000,O_appearance_aesthetics(1.000)
313,Horse Racing and Adrenaline Rush,"race, racing, races, deluge, prebuyers, thoroughbred, adrenaline, runners, armpits, downs",Z_noise_oog,1.000000,Z_noise_oog(1.000)
314,Vague Setup and Wise Advice,"thing, humane, percent, winner, vague, hunch, setup, wise, assholes, suggestion",Z_noise_oog,1.000000,Z_noise_oog(1.000)
315,Controlling Gardener,"heck, meaner, gardener, instrumental, controller, treasures, tuxes, trail, dang, combo",Z_noise_oog,1.000000,Z_noise_oog(1.000)
316,Office Work,"desk, papers, office, chair, monitor, screen, files, paper, stack, seat",K_work_corporate,0.500000,"K_work_corporate(0.500), P_tech_media(0.500)"
317,Scented Intimacy,"scent, smell, perfume, nostrils, shampoo, coconut, lavender, flowers, flowery, sweetness",G_rituals_gifts,0.500000,"G_rituals_gifts(0.500), O_appearance_aesthetics(0.500)"
318,Legal Drama and Mutual Intimacy,"sign, marvelous, bloodthirsty, jury, blowjob, productive, heavens, feeling, accomplished, mutual",K_work_corporate,1.000000,K_work_corporate(1.000)
319,Ice-Cold Jealousy and Late-Night Reunions,"penguins, buildup, cabs, nightie, carousel, bass, devotion, dent, recipe, device",S_scene_anchor,0.250000,"S_scene_anchor(0.250), A_commitment_hea(0.188), N_separation_reunion(0.188), R2_jealousy(0.188), P_tech_media(0.188)"
320,Emotional Turmoil and Self-Discovery,"better, feeling, queasy, shittier, delusion, energized, feelings, corset, devastation, liberating",Z_noise_oog,1.000000,Z_noise_oog(1.000)
321,Celebrity Protection and Endorsement,"antidote, maine, entertainment, tolerant, dala, terrorist, endorsement, groupies, buffer, nines",R1_protectiveness,1.000000,R1_protectiveness(1.000)
322,Scornful Lockdown Behavior,"head, scornful, lockdown, behavior, fuzz, vulgar, problem, melancholy, road, whiskers",Z_noise_oog,1.000000,Z_noise_oog(1.000)
323,Photo Shoot and Memories,"cameras, photos, pictures, photographers, camera, photo, photoshoot, note, images, shoot",Z_noise_oog,1.000000,Z_noise_oog(1.000)
324,Overwhelmed by Cultural Sensory Overload,"sensory, discussion, overreaction, overeager, cultural, overdone, overkill, trials, vu, overload",Z_noise_oog,1.000000,Z_noise_oog(1.000)
325,Hopeless Love Triangle,"owl, repeats, alternatives, hopelessness, presentable, watercolor, glum, passageway, instructs, prod",Z_noise_oog,1.000000,Z_noise_oog(1.000)
326,Formal Dinner Date,"earliest, calls, convenience, alright, callers, formalities, caviar, class, booty, help",H_domestic_nesting,0.500000,"H_domestic_nesting(0.500), P_tech_media(0.500)"
327,Undeniable Attraction and Guarded Conversations,"nod, prompt, undeniable, guards, reply, agreement, response, chin, conversation, head",Z_noise_oog,1.000000,Z_noise_oog(1.000)
328,Explicit Intimacy and Frustration,"moan, whimper, moans, loud, moaning, fray, unintelligible, frustration, salvation, unattractive",F_negative_affect,0.500000,"F_negative_affect(0.500), O_appearance_aesthetics(0.500)"
329,Caring Guardian Parent,"dependable, coos, wails, parenting, competent, guardian, formula, squeals, faking, diaper",J_family_support,0.375000,"J_family_support(0.375), R1_protectiveness(0.375), S_scene_anchor(0.250)"
330,Nervous Stylist's Glance,"confidante, splutters, pleads, stylist, glance, worker, smiles, exhales, giggles, arab",I_humor_lightness,0.333333,"I_humor_lightness(0.333), K_work_corporate(0.333), J_family_support(0.333)"
331,Arrogant Heir's Vow,"jambalaya, tremulous, egotistical, presumptuous, shark, vows, cocky, ass, birthright, shitty",A_commitment_hea,1.000000,A_commitment_hea(1.000)
332,Hidden Identities,"secrets, confidential, secrecy, secretive, discreet, identity, sneaking, sandcastle, kinds, closest",Z_noise_oog,1.000000,Z_noise_oog(1.000)
333,Threatening Office Affair,"weapons, threats, cubicle, affair, conscious, spat, prima, ex, threat, similarities",K_work_corporate,0.500000,"K_work_corporate(0.500), E_threat_danger(0.500)"
334,Resolute Vows and Protests,"perfunctory, declarations, objection, resolute, prolonged, expectation, head, salute, iced, earnest",A_commitment_hea,1.000000,A_commitment_hea(1.000)
335,Bar Brawl and Intervention,"cries, redder, yells, sardine, moot, mutters, aide, fistfight, ale, orders",S_scene_anchor,1.000000,S_scene_anchor(1.000)
336,Seeking Answers,"alternatives, thanks, answer, way",Z_noise_oog,1.000000,Z_noise_oog(1.000)
337,Rushed Study Session,"pointers, metaphor, hasty, boards, deed, lemonade, homework, question, results, presentation",K_work_corporate,1.000000,K_work_corporate(1.000)
338,College Roommates and Awakening,"freshman, roommate, earful, shrine, messages, awakening, losers, path, standalone, indecent",P_tech_media,1.000000,P_tech_media(1.000)
339,Anticipatory Romance and Tension,"ipo, waits, pumps, elections, beat, tandem, bated, cucumber, complimentary, displeased",K_work_corporate,1.000000,K_work_corporate(1.000)
340,Office Romantic Tension,"mouths, denial, woes, impropriety, tolerant, hypocrisy, cringes, employers, safest, static",K_work_corporate,1.000000,K_work_corporate(1.000)
341,Realizing Mistakes and Seeking Reunion,"leaving, disrespectful, replacement, reunion, realizations, supplication, threat, coquettish, irritation, issue",N_separation_reunion,0.333333,"N_separation_reunion(0.333), E_threat_danger(0.333), A_commitment_hea(0.333)"
342,Mistaken Identity and Criticism,"wrong, wrongs, harbinger, critics, uncharacteristic, peculiar, event, gentlemen, levels, mistaken",Q_miscommunication,1.000000,Q_miscommunication(1.000)
343,Businessman in Formal Attire,"navy, tie, crisp, shirt, tailored, charcoal, suits, expensive, necktie, usual",K_work_corporate,0.500000,"K_work_corporate(0.500), D_luxury_wealth_status(0.500)"
