topic_id,label,keywords,scene_summary,label_is_noise,taxonomy_main_group,taxonomy_main_name,taxonomy_confidence,taxonomy_is_noise,taxonomy_secondary_group,taxonomy_secondary_name,radway_phase_name,radway_phase,radway_main_name,radway_confidence,radway_is_none,gate3_pass,mapping_notes,is_other,is_paratext,is_unmapped,is_low_coverage,is_author_dominant_high,is_author_dominant_med
84,Emotional Burden About Marriage,"didn, wasn, nicka, couldn, wouldn, flinched, doesn, frowned, struggled, shook","She sat alone, afraid and unsure about her marriage.",False,"Conflict, Risk & Harm","Violence, Threats & Coercion",high,False,"Emotions, Cognition & Inner Life",Negative Emotions & Distress,Initial Conflict & Isolation,I,Heroine reacts antagonistically to the hero,medium,False,False,,False,False,False,False,False,False
85,Pride In Accomplishments,"did, tried, thought, try, trya, course, dida, really, wona, hoped",She proudly reflects on her achievements.,False,"Emotions, Cognition & Inner Life",Positive Emotions & Security,high,False,,,Commitment & Restoration,III,Heroine's identity is restored,high,False,False,,False,False,False,False,False,False
86,City Apartment Lease Negotiation,"york, rent, lease, city, rental, pay, live, monthly, renting, montha","The couple sits around a table in their New York City rental, discussing the terms of their lease with their landlord.",False,"Work, Wealth, Status & Institutions","Money, Housing & Economic Security",high,False,"Spaces, Time, Activities & Objects",Domestic Spaces & Routines,Not a narrative function,NA,None of the above,high,True,False,,False,False,False,False,False,False
87,Unclear Relationship Feelings,"leave, leaving, walk, left, need, leta, run, needed, fleeing, unscathed",The couple argues about their relationship status in the kitchen.,False,Relationship Trajectory (Main Couple),"Conflict, Distance & Breakup Threats",high,False,,,Initial Conflict & Isolation,I,Hero and heroine are physically or emotionally separated,high,False,False,,False,False,False,False,False,False
88,Missed Opportunity Regret,"missed, misses, missing, forgot, performance, sorry, did, ia, train, memo","She laments, 'I missed it.'",False,"Emotions, Cognition & Inner Life",Negative Emotions & Distress,high,False,,,Initial Conflict & Isolation,I,Heroine responds with anger or coldness,medium,False,False,,False,False,False,False,False,False
89,Emotional Argument,"hate, hated, loathe, hating, hates, loathed, dislike, shopping, method, survival",The couple argues heatedly in their living room.,False,Relationship Trajectory (Main Couple),"Conflict, Distance & Breakup Threats",high,False,,,Initial Conflict & Isolation,I,Hero and heroine are physically or emotionally separated,medium,False,False,,False,False,False,False,False,False
90,Medical Appointment At Hospital,"hospital, surgeon, surgery, doctors, trauma, doctora, medical, appointment, er, clinic","The couple finds themselves in the hospital, discussing their medical appointment.",False,"Work, Wealth, Status & Institutions","Law, Medicine, Education & Formal Institutions",high,False,,,Not a narrative function,NA,None of the above,high,True,False,,False,False,False,False,False,False
91,Vivid Childhood Memories,"memories, remember, memory, remembered, remembering, childhood, amnesia, vivid, recall, ones","She recalled vivid memories of her childhood, reliving past events that had been repressed for years.",False,"Emotions, Cognition & Inner Life",Negative Emotions & Distress,high,False,,,Initial Conflict & Isolation,I,Heroine's social identity is destroyed,medium,False,False,,False,False,False,False,False,False
92,Luxury Hotel Suite,"furniture, fireplace, ceiling, windows, chairs, floors, wood, walls, floor, ceilings","The couple explores a lavish hotel suite, admiring the beige furniture, brown wood tables, and floor-to-ceiling windows.",False,"Spaces, Time, Activities & Objects",Domestic Spaces & Routines,high,False,,,Not a narrative function,NA,None of the above,high,True,False,,False,False,False,False,False,False
93,Family Apologies And Reconciliation,"parents, apologies, died, sister, ex, dada, brogue, pleasure, woozy, daughter","The family gathers around the table, with parents and siblings present, as apologies are exchanged and past faults are addressed.",False,Social World Outside Couple,Family & Kinship,high,False,Relationship Trajectory (Main Couple),"Reconciliation, Commitments & HEA",Commitment & Restoration,III,Heroine's identity is restored,medium,False,False,,False,False,False,False,False,False
94,Anger Management In Relationship,"anger, rage, simmering, blood, frustration, enraged, temper, veins, boiled, surges",The couple struggles with managing their anger towards each other during an argument.,False,"Conflict, Risk & Harm","Violence, Threats & Coercion",high,False,Relationship Trajectory (Main Couple),"Conflict, Distance & Breakup Threats",Initial Conflict & Isolation,I,Heroine reacts antagonistically to the hero,medium,False,False,,False,False,False,False,False,False
95,Work-related Evening Call,"harpera, spoke, worlds, asked, spending, personal, client, consult, consolidate, fib",She makes a work-related call in the evening.,False,"Work, Wealth, Status & Institutions","Money, Housing & Economic Security",medium,False,,,Not a narrative function,NA,None of the above,high,True,False,,False,False,False,False,False,False
96,Whispered Love Confessions,"whispers, whispered, whisper, softly, breaking, ear, plea, murmured, soft, someday",She whispers her love in his ear.,False,Relationship Trajectory (Main Couple),"Bonding, Everyday Intimacy & Growth",high,False,,,Turning Point & Recognition,II,Heroine responds warmly to hero's tenderness,medium,False,False,,False,False,False,False,False,False
97,Eyes Closed In Intimacy,"closed, eyelids, shut, sockets, squeeze, vision, fluttered, narrow, bulge, nearly",She closed her eyes as he leaned in for a kiss.,False,"Sexuality, Attraction & Intimacy",Kissing & Non-Explicit Affection,high,False,,,Turning Point & Recognition,II,Hero treats heroine tenderly,low,False,False,,False,False,False,False,False,False
98,Parental Warning About Engagement,"dantea, engagement, pudding, glinted, granite, excused, growled, parents, assault, warning","Dante's parents warn him about his engagement, expressing their concerns.",False,Social World Outside Couple,Family & Kinship,high,False,Relationship Trajectory (Main Couple),"Secrets, Misunderstandings & Hidden Information",Not a narrative function,NA,None of the above,high,True,False,,False,False,False,False,False,False
99,Desire And Regret Conversation,"loved, loves, adored, utterly, madly, vacuum, told, despite, desperately, falling","The couple, sitting at the table, discusses their feelings of desire and regret from the past.",False,"Emotions, Cognition & Inner Life",Negative Emotions & Distress,medium,False,,,Not a narrative function,NA,None of the above,high,True,False,,False,False,False,False,False,False
100,Gifting White Roses,"roses, flowers, bouquet, florist, petals, yellow, lilies, vase, daisies, dozen","He presents her with a bouquet of white roses, her favorite.",False,Relationship Trajectory (Main Couple),"Bonding, Everyday Intimacy & Growth",high,False,,,Turning Point & Recognition,II,Hero treats heroine tenderly,medium,False,False,,False,False,False,False,False,False
101,Sister's Tragic Letters,"gretchena, bronta, library, letter, letters, kleenex, headed, writer, gave, racked",The writer reads his sister's tragic letters in the library.,False,Social World Outside Couple,Family & Kinship,high,False,,,Not a narrative function,NA,None of the above,high,True,False,,False,False,False,False,False,False
102,Hair Tugging During game,"hair, strands, brushes, grip, strand, handful, hand, runs, threads, gently","He grips her hair, tugging gently as they kiss passionately.",False,"Sexuality, Attraction & Intimacy",Explicit Sexual Acts,high,False,,,Commitment & Restoration,III,Heroine responds sexually and emotionally,high,False,False,,False,False,False,False,False,False
103,Nude Bed Scene,"nude, nudes, seen, completely, nakedness, standing, stark, gloriously, wet, half","She stands naked in the bedroom, her body glistening with sweat.",False,"Sexuality, Attraction & Intimacy",Explicit Sexual Acts,high,False,"Spaces, Time, Activities & Objects",Domestic Spaces & Routines,Commitment & Restoration,III,Heroine responds sexually and emotionally,high,False,False,,False,False,False,False,False,False
104,Sister's Confusing Admissions,"kelseya, asks, says, pigeon, uh, helpful, sustainable, excited, cork, answers","Kelsea struggles to understand her sister's cryptic, emotional admissions.",False,Social World Outside Couple,Family & Kinship,medium,False,"Emotions, Cognition & Inner Life",Negative Emotions & Distress,Not a narrative function,NA,None of the above,high,True,False,,False,False,False,False,False,False
105,Hurried Conversations,"hurry, going, live, trippy, goes, pro, prepared, bring, trade, location",The couple hurriedly discusses their plans in a car.,False,Relationship Trajectory (Main Couple),"Bonding, Everyday Intimacy & Growth",medium,False,,,Turning Point & Recognition,II,Heroine responds warmly to hero's tenderness,low,False,False,,False,False,False,False,False,False
106,Nighttime Conversations,"wasa, thata, likea, sa, wella, uha, meana, alsoa, thisa, oha","The couple sits together in the dimly lit bedroom, discussing their feelings late into the night.",False,Relationship Trajectory (Main Couple),"Bonding, Everyday Intimacy & Growth",high,False,,,Turning Point & Recognition,II,Heroine responds warmly to hero's tenderness,low,False,False,,False,False,False,False,False,False
107,Unclear Relationship Feelings,"wasna, didna, matter, sense, true, couldna, happen, happening, hadna, mattered","The couple sits at the table, struggling to express their true feelings.",False,Relationship Trajectory (Main Couple),"Conflict, Distance & Breakup Threats",medium,False,,,Initial Conflict & Isolation,I,Hero and heroine are physically or emotionally separated,medium,False,False,,False,False,False,False,False,False
108,Epic Love Confessions,"loved, fall, falling, believe, consuming, isna, true, fickle, kind, loves","The couple, in a quiet moment, confesses their deep, long-standing love for each other.",False,Relationship Trajectory (Main Couple),"Bonding, Everyday Intimacy & Growth",high,False,,,Turning Point & Recognition,II,Heroine reinterprets hero's behaviour as result of previous hurt,medium,False,False,,False,False,False,False,False,False
109,Wealthy Businessman's Lifestyle,"wealthy, richest, millionaire, eligible, billionairea, wealthiest, wealth, worlda, billion, world",The wealthy businessman discusses business deals over dinner at an upscale restaurant.,False,"Work, Wealth, Status & Institutions",Hero's Elite Work & Business World,high,False,,,Not a narrative function,NA,None of the above,high,True,False,,False,False,False,False,False,False
110,Intense Listening Conversation,"listen, asked, listening, demanded, replied, heard, whata, downplay, reply, everythinga","The couple sits unblinking, feverishly listening to each other's confessions in a quiet room.",False,Relationship Trajectory (Main Couple),"Bonding, Everyday Intimacy & Growth",high,False,,,Turning Point & Recognition,II,Hero treats heroine tenderly,low,False,False,,False,False,False,False,False,False
111,Nightmare Confessions,"dreams, nightmare, dreamed, dreaming, nightmares, true, wake, worst, vivid, fantasies",The couple shares their deepest fears and insecurities while lying in bed at night.,False,"Emotions, Cognition & Inner Life",Negative Emotions & Distress,high,False,,,Initial Conflict & Isolation,I,Heroine reacts antagonistically to the hero,medium,False,False,,False,False,False,False,False,False
112,Snowy Winter Walk,"rain, winter, wet, raining, chilly, icy, snowing, rained, flakes, freezing","The couple walks through the snowy streets, flakes falling around them.",False,"Spaces, Time, Activities & Objects",Public & Leisure Spaces,high,False,,,Not a narrative function,NA,None of the above,high,True,False,,False,False,False,False,False,False
113,Sister's Drug Struggle,"daphnea, audreya, drugs, curious, sister, shrugged, volunteer, continued, suspected, labela","The sister, determined to help, visits Daphne in her apartment.",False,Social World Outside Couple,Family & Kinship,medium,False,,,Not a narrative function,NA,None of the above,high,True,False,,False,False,False,False,False,False
114,Reluctant Relationship Choices,"taga, asked, drewa, wasna, replied, enthralled, hadna, kadea, choices, deter","Isa hesitates to share her top choices for Eli's new PA, causing tension with Melanie.",False,Relationship Trajectory (Main Couple),"Secrets, Misunderstandings & Hidden Information",medium,False,Social World Outside Couple,Friends & Social Circles,Initial Conflict & Isolation,I,Hero and heroine are physically or emotionally separated,medium,False,False,,False,False,False,False,False,False
115,Golfing Couple's Weekend,"landona, asked, glanced, golf, sighed, years, hadna, justa, talk, winced","The couple, thoughtful about their relationship, spends a weekend playing golf and discussing their problems.",False,Relationship Trajectory (Main Couple),"Bonding, Everyday Intimacy & Growth",medium,False,"Spaces, Time, Activities & Objects",Public & Leisure Spaces,Turning Point & Recognition,II,Heroine responds warmly to hero's tenderness,low,False,False,,False,False,False,False,False,False
116,Important Conversation,"important, condition, just, plenty, second, ways, grated, dependent, thing, morea","The couple discusses a crucial matter, emphasizing its importance.",False,Relationship Trajectory (Main Couple),"Bonding, Everyday Intimacy & Growth",high,False,,,Turning Point & Recognition,II,Heroine responds warmly to hero's tenderness,low,False,False,,False,False,False,False,False,False
117,Constant Hate And Dislike,"hated, hate, hates, hating, despised, loathe, loathed, dislike, disliked, hatred",He constantly expresses his hatred and dislike for something or someone.,False,Relationship Trajectory (Main Couple),"Conflict, Distance & Breakup Threats",high,False,,,Initial Conflict & Isolation,I,Hero and heroine are physically or emotionally separated,medium,False,False,,False,False,False,False,False,False
118,Boardroom Negotiation,"holta, donovana, doesna, zullya, addressing, lets, publicity, finds, knows, forthcoming","The couple sits across from each other at a boardroom table, discussing a business deal.",False,"Work, Wealth, Status & Institutions",Hero's Elite Work & Business World,high,False,,,Not a narrative function,NA,None of the above,high,True,False,,False,False,False,False,False,False
119,Whispered Secrets Between Lovers,"elliota, snaps, glares, replies, daniela, epitome, goes, gives, billya, takes","In a quiet moment, a couple exchanges hushed confessions and secrets, their eyes locked and smiles subtle.",False,Relationship Trajectory (Main Couple),"Bonding, Everyday Intimacy & Growth",high,False,,,Turning Point & Recognition,II,Hero treats heroine tenderly,low,False,False,,False,False,False,False,False,False
120,Repeated Affirmations,"aye, string, parts, fianca, yesterday, unable, sounds, word, having, theya",She repeatedly affirms her love and commitment to him.,False,Relationship Trajectory (Main Couple),"Bonding, Everyday Intimacy & Growth",high,False,,,Turning Point & Recognition,II,Heroine responds warmly to hero's tenderness,low,False,False,,False,False,False,False,False,False
121,Convenient Travel Options,"better, easier, vossameera, possibly, probably, smoother, suppose, sakes, option, ideal",The couple discusses better and more convenient travel options for their future trips together.,False,Relationship Trajectory (Main Couple),"Bonding, Everyday Intimacy & Growth",high,False,,,Turning Point & Recognition,II,Heroine responds warmly to hero's tenderness,medium,False,False,,False,False,False,False,False,False
122,Serious Conversation About Relationship,"lewisa, mission, asked, information, hunting, informant, descriptions, saved, friend, helping","She looked into his eyes, ready to discuss their uncertain relationship.",False,"Conflict, Risk & Harm","Violence, Threats & Coercion",high,False,Relationship Trajectory (Main Couple),"Conflict, Distance & Breakup Threats",Initial Conflict & Isolation,I,Hero and heroine are physically or emotionally separated,medium,False,False,,False,False,False,False,False,False
123,Police Involvement,"police, cops, guard, cop, ambulance, guards, paramedics, station, officers, uniform",The couple considers or involves the police in their situation.,False,"Conflict, Risk & Harm",Interpersonal Non-Romantic Conflict,high,False,,,Initial Conflict & Isolation,I,Heroine reacts antagonistically to the hero,medium,False,False,,False,False,False,False,False,False
124,Engagement Surprise,"viviana, shallowed, ante, returned, engagement, stunt, instances, cheeks, ex, flushed","The couple's parents, surprised, learn about their engagement.",False,Social World Outside Couple,Family & Kinship,high,False,,,Not a narrative function,NA,None of the above,high,True,False,,False,False,False,False,False,False
125,Mid-flight Makeout,"flight, plane, jet, airport, helicopter, pilot, runway, flying, fly, jfk",The couple passionately kisses throughout their flight.,False,"Sexuality, Attraction & Intimacy",Kissing & Non-Explicit Affection,high,False,"Spaces, Time, Activities & Objects",Public & Leisure Spaces,Turning Point & Recognition,II,Heroine responds warmly to hero's tenderness,medium,False,False,,False,False,False,False,False,False
126,Sardonic Glances During Argument,"murmured, replied, wouldn, jackass, glanced, hog, easily, informed, sardonic, ruefully","The couple, seated at a table, exchanges sardonic glances during an intense argument.",False,Relationship Trajectory (Main Couple),"Conflict, Distance & Breakup Threats",high,False,,,Initial Conflict & Isolation,I,Hero and heroine are physically or emotionally separated,medium,False,False,,False,False,False,False,False,False
127,Emotional Panic Attacks,"panic, emotions, emotional, attack, emotionally, attacks, hysteria, unease, excited, panicking","She struggles with sudden, intense feelings of panic and dread.",False,"Conflict, Risk & Harm","Violence, Threats & Coercion",high,False,"Emotions, Cognition & Inner Life",Negative Emotions & Distress,Initial Conflict & Isolation,I,Heroine reacts antagonistically to the hero,medium,False,False,,False,False,False,False,False,False
128,Easy Conversations,"easy, simple, straightforward, peasy, natural, surprisingly, ita, easiest, comparison, target","The couple engages in casual, relaxed conversations while spending time together.",False,Relationship Trajectory (Main Couple),"Bonding, Everyday Intimacy & Growth",high,False,,,Turning Point & Recognition,II,Heroine responds warmly to hero's tenderness,low,False,False,,False,False,False,False,False,False
129,Condom Check Before Sex,"condom, condoms, wrapper, packet, wallet, nightstand, expired, drawer, pocket, rolled","He reaches into his wallet, pulling out a condom packet to check its expiration before they proceed.",False,"Sexuality, Attraction & Intimacy",Attraction & Sexual Tension,high,False,,,Initial Conflict & Isolation,I,Heroine interprets hero's behaviour as purely sexual interest,medium,False,False,,False,False,False,False,False,False
130,Sister's Confusing Admissions,"says, told, argues, replied, offered, asked, promised, prospect, unconvinced, panted","The sister confesses her struggles and secrets to her sibling in a quiet, intense conversation.",False,Social World Outside Couple,Family & Kinship,medium,False,,,Not a narrative function,NA,None of the above,high,True,False,,False,False,False,False,False,False
131,Honest Emotional Conversation,"aresa, grunts, walks, wraps, says, lose, ravena, tenses, entwining, inhales","The couple, their eyes locked, honestly discusses their feelings and values in a tense moment.",False,Relationship Trajectory (Main Couple),"Conflict, Distance & Breakup Threats",high,False,,,Initial Conflict & Isolation,I,Hero and heroine are physically or emotionally separated,medium,False,False,,False,False,False,False,False,False
132,132____,", , , , , , , , , ",,,,,,False,,,,NA,,,False,False,,False,False,True,False,False,False
133,Breast And Nipple Play,"nipple, nipples, breasts, breast, cups, pinches, sucking, thumbs, tongue, thumb",He teases her nipples with his thumbs and tongue.,False,"Sexuality, Attraction & Intimacy",Explicit Sexual Acts,high,False,,,Commitment & Restoration,III,Heroine responds sexually and emotionally,high,False,False,,False,False,False,False,False,False
134,Sister's Confusing Admissions,"cadea, audreya, archera, necks, daphnea, glanced, told, curious, breakthroughs, campus",The sister confesses her feelings and secrets to her player sibling in a private conversation.,False,Social World Outside Couple,Family & Kinship,medium,False,Relationship Trajectory (Main Couple),"Secrets, Misunderstandings & Hidden Information",Initial Conflict & Isolation,I,Hero and heroine are physically or emotionally separated,medium,False,False,,False,False,False,False,False,False
135,Sunset Beach Walk,"sun, sky, beach, clouds, horizon, sand, ocean, sunset, orange, cloud","The couple walks along the beach, watching the sun set over the ocean.",False,"Spaces, Time, Activities & Objects",Public & Leisure Spaces,high,False,,,Not a narrative function,NA,None of the above,high,True,False,,False,False,False,False,False,False
136,Excited Diversion,"fun, excited, excitement, entertaining, having, sounds, uncomplicated, goad, diversion, funa","The couple, excited and thrill-seeking, plans a fun activity together.",False,Relationship Trajectory (Main Couple),"Bonding, Everyday Intimacy & Growth",high,False,,,Turning Point & Recognition,II,Hero treats heroine tenderly,low,False,False,,False,False,False,False,False,False
137,Generous Offspring Circumstances,"knows, understood, surely, means, did, goes, understanding, understanda, offspring, reynarda",The couple discusses their generous offspring and the apparent circumstances around them.,False,Social World Outside Couple,Family & Kinship,medium,False,,,Not a narrative function,NA,None of the above,high,True,False,,False,False,False,False,False,False
138,Archery Practice,"sailora, sailors, archery, promised, sparrowa, cards, tapes, arrows, broccoli, pact",The couple practices archery together at a range.,False,Embodied & Sensory Experience,Exercise & Physical Activity,high,False,,,Not a narrative function,NA,None of the above,high,True,False,,False,False,False,False,False,False
139,Awkward Questions At Door,"asked, asks, doing, replied, whata, demanded, prompted, says, suspiciously, uh","She hesitates at the door, asking him 'What is it?' with a stammer.",False,Relationship Trajectory (Main Couple),"Conflict, Distance & Breakup Threats",medium,False,,,Initial Conflict & Isolation,I,Hero and heroine are physically or emotionally separated,medium,False,False,,False,False,False,False,False,False
140,Silent Staring Conversation,"jamesona, milesa, proves, stammers, stares, rolls, sits, imagine, transferring, laughs","Across the room, their eyes meet and hold, conveying unspoken emotions.",False,Relationship Trajectory (Main Couple),"Bonding, Everyday Intimacy & Growth",high,False,,,Turning Point & Recognition,II,Hero treats heroine tenderly,medium,False,False,,False,False,False,False,False,False
141,Hurried Conversations,"rush, , , , , , , , , ","The couple, in a hurry, has a brief, intense conversation in the doorway.",False,Relationship Trajectory (Main Couple),"Bonding, Everyday Intimacy & Growth",medium,False,,,Initial Conflict & Isolation,I,Heroine responds with anger or coldness,medium,False,False,,False,False,False,False,False,False
142,Kitchen Conversation,"kitchen, fridge, cabinets, appliances, counter, stocked, stainless, countertops, dishes, kitchens","The couple stands in the kitchen, discussing their day while she leans against the counter.",False,Relationship Trajectory (Main Couple),"Bonding, Everyday Intimacy & Growth",high,False,,,Turning Point & Recognition,II,Hero treats heroine tenderly,low,False,False,,False,False,False,False,False,False
143,Casual Conversations,"conversation, talk, conversations, discuss, need, chat, talked, later, having, discussion","The couple engages in light, informal discussions while spending time together.",False,Relationship Trajectory (Main Couple),"Bonding, Everyday Intimacy & Growth",high,False,,,Turning Point & Recognition,II,Hero treats heroine tenderly,medium,False,False,,False,False,False,False,False,False
144,Dates And Calendar Confusion,"dates, datea, dated, isna, official, started, service, bring, apps, canceling","She struggles to manage her calendar, trying to fit in dates with him.",False,Relationship Trajectory (Main Couple),"Bonding, Everyday Intimacy & Growth",medium,False,"Work, Wealth, Status & Institutions","Money, Housing & Economic Security",Turning Point & Recognition,II,Hero treats heroine tenderly,medium,False,False,,False,False,False,False,False,False
145,Knowing Glance Conversation,"knows, course, doing, options, wants, did, hea, somethinga, needed, supplication","He knows something, and she knows he knows.",False,Relationship Trajectory (Main Couple),"Secrets, Misunderstandings & Hidden Information",medium,False,,,Initial Conflict & Isolation,I,Hero and heroine are physically or emotionally separated,medium,False,False,,False,False,False,False,False,False
146,Bedtime Routine,"bed, mattress, bedroom, sheets, covers, climb, lay, edge, blankets, pillow","She gets into her own bed, turning right around after a long day.",False,"Spaces, Time, Activities & Objects",Domestic Spaces & Routines,high,False,,,Not a narrative function,NA,None of the above,high,True,False,,False,False,False,False,False,False
147,Good Luck Wishes,"luck, luckiest, perfection, perfectly, fortunate, fit, solution, unlucky, today, miracle",Friends or family members wish someone good luck before an important event.,False,Social World Outside Couple,Friends & Social Circles,high,False,,,Not a narrative function,NA,None of the above,high,True,False,,False,False,False,False,False,False
148,Holiday Celebration,"merry, holiday, parties, holidays, yeara, partya, december, partying, presents, christmases",The couple enjoys a festive holiday party together.,False,Social World Outside Couple,"Community, Norms & Social Events",high,False,,,Not a narrative function,NA,None of the above,high,True,False,,False,False,False,False,False,False
149,Manager's Disappointed Moment,"logana, bronta, grunted, suspected, manager, pursued, recall, populara, manya, buddies","The manager, dejected, frowns at a gathering of friends who seem distracted.",False,Relationship Trajectory (Main Couple),"Conflict, Distance & Breakup Threats",medium,False,,,Initial Conflict & Isolation,I,Hero and heroine are physically or emotionally separated,medium,False,False,,False,False,False,False,False,False
150,Deflecting Blame,"industries, fault, dona, anythinga, avaa, aa, shoulda, dramatic, stop, consented","He tries to deflect blame for a past mistake, but she insists it's not his fault.",False,Relationship Trajectory (Main Couple),"Conflict, Distance & Breakup Threats",medium,False,,,Initial Conflict & Isolation,I,Hero and heroine are physically or emotionally separated,medium,False,False,,False,False,False,False,False,False
151,Negotiating Business Deal,"leta, shall, suggested, leave, says, talk, walk, outside, trickle, technique","The couple sits around a table, discussing strategies and terms for a business deal.",False,"Work, Wealth, Status & Institutions",Hero's Elite Work & Business World,high,False,,,Not a narrative function,NA,None of the above,high,True,False,,False,False,False,False,False,False
152,Hesitant Glances At Market,"valentinaa, valentinoa, looks, smiles, gaze, hesitates, nod, grandmother, stares, market","She hesitates, her gaze lingering on him as he walks away from the market.",False,Relationship Trajectory (Main Couple),"Bonding, Everyday Intimacy & Growth",medium,False,,,Initial Conflict & Isolation,I,Heroine reacts antagonistically to the hero,medium,False,False,,False,False,False,False,False,False
153,Confusing Conversations,"odd, confusing, complicated, weirdest, creepy, surprising, feels, strangest, weirdo, peculiar","The couple struggles to understand each other in a series of odd, confusing conversations.",False,Relationship Trajectory (Main Couple),"Conflict, Distance & Breakup Threats",medium,False,,,Initial Conflict & Isolation,I,Hero and heroine are physically or emotionally separated,medium,False,False,,False,False,False,False,False,False
154,Unexpected Pregnancy,"pregnancy, test, unplanned, weeks, months, fianca, birth, conception, injection, childbirth","She realizes she's pregnant, grappling with the unplanned news.",False,Social World Outside Couple,Family & Kinship,high,False,"Emotions, Cognition & Inner Life",Negative Emotions & Distress,Not a narrative function,NA,None of the above,high,True,False,,False,False,False,False,False,False
155,Whispered Secrets Between Lovers,"whispers, whispered, whisper, ear, hoarsely, darkly, softly, angrily, hear, husky","In a dimly lit room, a couple leans in close, their breaths mingling as they whisper secrets to each other.",False,Relationship Trajectory (Main Couple),"Bonding, Everyday Intimacy & Growth",high,False,,,Turning Point & Recognition,II,Hero treats heroine tenderly,medium,False,False,,False,False,False,False,False,False
156,Trust Assurance Conversation,"trust, trusted, trustworthy, issues, forgave, able, instincts, circle, gut, cana","The couple, sitting at a table, reassures each other about their trust and commitment.",False,Relationship Trajectory (Main Couple),"Bonding, Everyday Intimacy & Growth",high,False,,,Turning Point & Recognition,II,Hero treats heroine tenderly,low,False,False,,False,False,False,False,False,False
157,Unexpected Barroom Moment,"trinitya, didn, couldn, inquired, muttered, segue, exclaimed, wordless, debated, sudden","In the midst of a lively barroom, a sudden, wordless moment of warmth passes between Trinity and Sam.",False,Relationship Trajectory (Main Couple),"Bonding, Everyday Intimacy & Growth",high,False,"Spaces, Time, Activities & Objects",Public & Leisure Spaces,Turning Point & Recognition,II,Hero treats heroine tenderly,medium,False,False,,False,False,False,False,False,False
158,Road Trip Flirtation,"murmured, smirked, saraa, liaa, laughed, humorously, watched, soa, grinned, thoroughly","She and Lukas shared breathless, unblinking moments in the car, his murmurs and intense looks hinting at something more.",False,"Sexuality, Attraction & Intimacy",Kissing & Non-Explicit Affection,medium,False,Relationship Trajectory (Main Couple),"Meeting, First Impressions & Setup",Turning Point & Recognition,II,Hero treats heroine tenderly,medium,False,False,,False,False,False,False,False,False
159,Casual Conversations,"yeah, reply, agreed, answered, agree, answer, yesa, plea, eagerly, admitted",The couple exchanges light-hearted remarks while walking through a colorful market.,False,Relationship Trajectory (Main Couple),"Bonding, Everyday Intimacy & Growth",medium,False,,,Turning Point & Recognition,II,Hero treats heroine tenderly,low,False,False,,False,False,False,False,False,False
160,Emotional Panic Attack,"gasped, tears, panic, cheeks, stomach, tear, hips, winced, wiped, belly","She gasps repeatedly, tears streaming down her cheeks, as panic surges through her body.",False,"Emotions, Cognition & Inner Life",Negative Emotions & Distress,high,False,,,Not a narrative function,NA,None of the above,high,True,False,,False,False,False,False,False,False
161,Admiring Qualities,"liked, likes, hea, really, aggressively, actor, nicest, qualities, enjoy, intelligent",He admires her excellent qualities in the kitchen.,False,Relationship Trajectory (Main Couple),"Bonding, Everyday Intimacy & Growth",high,False,,,Turning Point & Recognition,II,Heroine responds warmly to hero's tenderness,medium,False,False,,False,False,False,False,False,False
162,Breast And Nipple Foreplay,"skirt, dress, breasts, nipples, curves, fabric, wore, panties, lace, blouse","She teasingly caresses her breasts and nipples, her partner watching intently.",False,"Sexuality, Attraction & Intimacy",Explicit Sexual Acts,high,False,,,Commitment & Restoration,III,Heroine responds sexually and emotionally,high,False,False,,False,False,False,False,False,False
163,Redemption Pursuit,"yoursa, youa, whata, redemption, contemporary, blur, favorite, covet, steal, tylera","He returns, determined to win her back, no matter what it takes.",False,Relationship Trajectory (Main Couple),"Reconciliation, Commitments & HEA",high,False,,,Commitment & Restoration,III,Hero declares love and demonstrates commitment,high,False,False,,False,False,False,False,False,False
164,Eye Contact And Connection,"locked, stare, gazes, stared, lock, othera, moment, staring, meet, air","The couple's gazes lock, creating a moment of intense connection.",False,"Sexuality, Attraction & Intimacy",Kissing & Non-Explicit Affection,high,False,,,Turning Point & Recognition,II,Hero treats heroine tenderly,medium,False,False,,False,False,False,False,False,False
165,Emotional Voice Cracks,"cracks, trails, muffled, murmur, shaky, sounds, soft, intended, breaking, strangled","She struggles to hold back tears, her voice cracking with emotion.",False,"Emotions, Cognition & Inner Life",Negative Emotions & Distress,high,False,,,Initial Conflict & Isolation,I,Heroine responds with anger or coldness,medium,False,False,,False,False,False,False,False,False
166,Angry Shouting Match,"shouted, yelled, yell, yells, yelling, bellowed, shouting, exasperation, jump, shouts","She shouts in exasperation, her voice echoing in the bathroom as he stands there, unmoved.",False,Relationship Trajectory (Main Couple),"Conflict, Distance & Breakup Threats",high,False,,,Initial Conflict & Isolation,I,Hero and heroine are physically or emotionally separated,medium,False,False,,False,False,False,False,False,False
167,Intense Orgasmic Waves,"orgasms, climax, rips, orgasmic, orgasmed, body, intense, wave, explodes, orgasma",She experiences intense orgasmic waves throughout their passionate encounter.,False,"Sexuality, Attraction & Intimacy",Explicit Sexual Acts,high,False,,,Commitment & Restoration,III,Heroine responds sexually and emotionally,high,False,False,,False,False,False,False,False,False
