topic_id,keywords,num_keywords,label,taxonomy_main_id,taxonomy_main_name,taxonomy_main_group,taxonomy_secondary_id,taxonomy_secondary_name,taxonomy_secondary_group,taxonomy_confidence,taxonomy_is_noise,radway_main_id,radway_main_name,radway_secondary_id,radway_phase,radway_phase_name,radway_is_none,radway_confidence,radway_rationale
97,"closed, eyelids, shut, sockets, squeeze, vision, fluttered, narrow, bulge, nearly",27,97_closed_eyelids_shut_sockets,2.2,Kissing & Non-Explicit Affection,"Sexuality, Attraction & Intimacy",,,,high,False,R8,Hero treats heroine tenderly,,II,Turning Point & Recognition,False,low,"The topic's focus on closing eyes could suggest a moment of vulnerability or intimacy, which is common in Phase II when the hero starts to show tenderness towards the heroine."
98,"dantea, engagement, pudding, glinted, granite, excused, growled, parents, assault, warning",27,98_dantea_engagement_pudding_glinted,5.1,Family & Kinship,Social World Outside Couple,4.3,"Secrets, Misunderstandings & Hidden Information",Relationship Trajectory (Main Couple),high,False,none,None of the above,,NA,Not a narrative function,True,high,"The topic keywords and representative snippets focus on characters outside the main couple (Dante's mother, his butler), and the main taxonomy category is 'Family & Kinship (Social World Outside Couple)', indicating that this topic does not primarily realise any of Radway's 13 functions in the heroine–hero romance arc."
99,"loved, loves, adored, utterly, madly, vacuum, told, despite, desperately, falling",27,99_loved_loves_adored_utterly,3.2,Negative Emotions & Distress,"Emotions, Cognition & Inner Life",,,,medium,False,none,None of the above,,NA,Not a narrative function,True,high,"The topic has no keywords, label, or scene summary, and it's not categorized under romance_core or relationship dynamics. It's about general emotions, not specifically related to the heroine–hero arc."
100,"roses, flowers, bouquet, florist, petals, yellow, lilies, vase, daisies, dozen",27,100_roses_flowers_bouquet_florist,4.2,"Bonding, Everyday Intimacy & Growth",Relationship Trajectory (Main Couple),,,,high,False,R8,Hero treats heroine tenderly,,II,Turning Point & Recognition,False,medium,"The topic revolves around the hero remembering and acting on the heroine's favorite flowers, indicating tender and caring behavior towards her, which aligns with Radway's function R8."
101,"gretchena, bronta, library, letter, letters, kleenex, headed, writer, gave, racked",27,101_gretchena_bronta_library_letter,5.1,Family & Kinship,Social World Outside Couple,,,,high,False,none,None of the above,,NA,Not a narrative function,True,high,"The topic has no keywords, label, or scene summary, and it's not assigned any primary or secondary categories. It's not part of the 'Relationship Trajectory (Main Couple)' or 'Sexuality, Attraction & Intimacy' taxonomy groups, so it doesn't primarily realise any of Radway's 13 functions in the heroine–hero romance arc."
102,"hair, strands, brushes, grip, strand, handful, hand, runs, threads, gently",27,102_hair_strands_brushes_grip,2.3,Explicit Sexual Acts,"Sexuality, Attraction & Intimacy",,,,high,False,R12,Heroine responds sexually and emotionally,,III,Commitment & Restoration,False,high,"The topic's main category of 'Explicit Sexual Acts' directly corresponds to Radway's function R12, which involves explicit sexual and emotional union between the hero and heroine. The representative snippets, such as 'his hands were in my hair again, and his lips were on mine', clearly depict a sexual encounter, making R12 the most fitting function."
103,"nude, nudes, seen, completely, nakedness, standing, stark, gloriously, wet, half",27,103_nude_nudes_seen_completely,2.3,Explicit Sexual Acts,"Sexuality, Attraction & Intimacy",8.1,Domestic Spaces & Routines,"Spaces, Time, Activities & Objects",high,False,R12,Heroine responds sexually and emotionally,,III,Commitment & Restoration,False,high,"The topic's keywords and representative snippets ('nude', 'pleasure-filled nude', 'beautiful nude body') explicitly describe sexual acts and the heroine's body, indicating a union scene (R12). The main taxonomy category 'Explicit Sexual Acts' further supports this. There's no indication of early attraction or conflict, making R4 less suitable."
104,"kelseya, asks, says, pigeon, uh, helpful, sustainable, excited, cork, answers",27,104_kelseya_asks_says_pigeon,5.1,Family & Kinship,Social World Outside Couple,3.2,Negative Emotions & Distress,"Emotions, Cognition & Inner Life",medium,False,none,None of the above,,NA,Not a narrative function,True,high,"This topic lacks keywords, label, or scene summary, and its Stage 1 categories are empty. The Stage 2 taxonomy places it in 'Family & Kinship' and 'Negative Emotions & Distress', which are not central to the heroine–hero romance arc. The snippets do not suggest any clear narrative function between the heroine and hero."
105,"hurry, going, live, trippy, goes, pro, prepared, bring, trade, location",27,105_hurry_going_live_trippy,4.2,"Bonding, Everyday Intimacy & Growth",Relationship Trajectory (Main Couple),,,,medium,False,R9,Heroine responds warmly to hero's tenderness,,II,Turning Point & Recognition,False,low,"Heuristic fallback: original classification was 'none', but taxonomy and primary_categories indicate a romance-core topic in group 'Relationship Trajectory (Main Couple)'. Reassigned to R9 (Heroine responds warmly to hero's tenderness)."
106,"wasa, thata, likea, sa, wella, uha, meana, alsoa, thisa, oha",27,106_wasa_thata_likea_sa,4.2,"Bonding, Everyday Intimacy & Growth",Relationship Trajectory (Main Couple),,,,high,False,R9,Heroine responds warmly to hero's tenderness,,II,Turning Point & Recognition,False,low,"Heuristic fallback: original classification was 'none', but taxonomy and primary_categories indicate a romance-core topic in group 'Relationship Trajectory (Main Couple)'. Reassigned to R9 (Heroine responds warmly to hero's tenderness)."
107,"wasna, didna, matter, sense, true, couldna, happen, happening, hadna, mattered",27,107_wasna_didna_matter_sense,4.4,"Conflict, Distance & Breakup Threats",Relationship Trajectory (Main Couple),,,,medium,False,R7,Hero and heroine are physically or emotionally separated,,I,Initial Conflict & Isolation,False,medium,"The topic's keywords and representative snippets ('wasnat', 'until it wasnat', 'still wasnat close enough') suggest a physical or emotional separation between the hero and heroine. The Stage 2 taxonomy group 'Conflict, Distance & Breakup Threats' further supports this interpretation, indicating that the topic typically realises Radway's function R7 in the romance narrative."
108,"loved, fall, falling, believe, consuming, isna, true, fickle, kind, loves",27,108_loved_fall_falling_believe,4.2,"Bonding, Everyday Intimacy & Growth",Relationship Trajectory (Main Couple),,,,high,False,R10,Heroine reinterprets hero's behaviour as result of previous hurt,,II,Turning Point & Recognition,False,medium,"The topic's keywords and representative snippets suggest a focus on emotional connection and past love, which aligns with the heroine reinterpreting the hero's behavior as a result of previous hurt (R10). The main taxonomy group 'Bonding, Everyday Intimacy & Growth' also supports this interpretation."
109,"wealthy, richest, millionaire, eligible, billionairea, wealthiest, wealth, worlda, billion, world",27,109_wealthy_richest_millionaire_eligible,6.1,Hero's Elite Work & Business World,"Work, Wealth, Status & Institutions",,,,high,False,none,None of the above,,NA,Not a narrative function,True,high,"The topic keywords and representative snippets focus on wealth and status, which are not central to the heroine–hero relationship arc. They do not primarily realise any of Radway's 13 functions."
110,"listen, asked, listening, demanded, replied, heard, whata, downplay, reply, everythinga",27,110_listen_asked_listening_demanded,4.2,"Bonding, Everyday Intimacy & Growth",Relationship Trajectory (Main Couple),,,,high,False,R8,Hero treats heroine tenderly,,II,Turning Point & Recognition,False,low,"The topic's keywords and representative snippets suggest a focus on active listening, which is a form of tender behavior often exhibited by the hero towards the heroine in Phase II of the romance narrative, as described in Radway's function R8."
111,"dreams, nightmare, dreamed, dreaming, nightmares, true, wake, worst, vivid, fantasies",27,111_dreams_nightmare_dreamed_dreaming,3.2,Negative Emotions & Distress,"Emotions, Cognition & Inner Life",,,,high,False,R2,Heroine reacts antagonistically to the hero,,I,Initial Conflict & Isolation,False,medium,"The topic revolves around the heroine's distress and anger, expressed through accusations and blame ('why are you ruining my dreams?'), which aligns with Radway's R2 function of the heroine reacting antagonistically to the hero."
112,"rain, winter, wet, raining, chilly, icy, snowing, rained, flakes, freezing",27,112_rain_winter_wet_raining,8.2,Public & Leisure Spaces,"Spaces, Time, Activities & Objects",,,,high,False,none,None of the above,,NA,Not a narrative function,True,high,"The topic keywords and representative snippets ('rain.', 'make it rain.', 'the [NAME] i ask.') do not contain any direct references to the heroine, hero, or their relationship. The main taxonomy category 'Public & Leisure Spaces' further supports this, as it indicates the topic is about general environments or activities, not the core romance narrative."
113,"daphnea, audreya, drugs, curious, sister, shrugged, volunteer, continued, suspected, labela",27,113_daphnea_audreya_drugs_curious,5.1,Family & Kinship,Social World Outside Couple,,,,medium,False,none,None of the above,,NA,Not a narrative function,True,high,"The topic keywords and representative snippets indicate that this topic is about the heroine's relationship with her family or friends, not her romantic partner. It does not primarily realise any of Radway's 13 functions in the heroine–hero romance arc."
114,"taga, asked, drewa, wasna, replied, enthralled, hadna, kadea, choices, deter",27,114_taga_asked_drewa_wasna,4.3,"Secrets, Misunderstandings & Hidden Information",Relationship Trajectory (Main Couple),5.2,Friends & Social Circles,Social World Outside Couple,medium,False,R7,Hero and heroine are physically or emotionally separated,,I,Initial Conflict & Isolation,False,medium,"The topic revolves around a promise made by the hero (Isa) to the heroine (Melanie) regarding their child's nanny, which is later revealed to be broken. This revelation leads to a separation or misunderstanding between the couple, fitting R7 (separation). The topic's placement under 'Secrets, Misunderstandings & Hidden Information' in the taxonomy further supports this interpretation."
115,"landona, asked, glanced, golf, sighed, years, hadna, justa, talk, winced",27,115_landona_asked_glanced_golf,4.2,"Bonding, Everyday Intimacy & Growth",Relationship Trajectory (Main Couple),8.2,Public & Leisure Spaces,"Spaces, Time, Activities & Objects",medium,False,R9,Heroine responds warmly to hero's tenderness,,II,Turning Point & Recognition,False,low,"Heuristic fallback: original classification was 'none', but taxonomy and primary_categories indicate a romance-core topic in group 'Relationship Trajectory (Main Couple)'. Reassigned to R9 (Heroine responds warmly to hero's tenderness)."
116,"important, condition, just, plenty, second, ways, grated, dependent, thing, morea",27,116_important_condition_just_plenty,4.2,"Bonding, Everyday Intimacy & Growth",Relationship Trajectory (Main Couple),,,,high,False,R9,Heroine responds warmly to hero's tenderness,,II,Turning Point & Recognition,False,low,"Heuristic fallback: original classification was 'none', but taxonomy and primary_categories indicate a romance-core topic in group 'Relationship Trajectory (Main Couple)'. Reassigned to R9 (Heroine responds warmly to hero's tenderness)."
117,"hated, hate, hates, hating, despised, loathe, loathed, dislike, disliked, hatred",27,117_hated_hate_hates_hating,4.4,"Conflict, Distance & Breakup Threats",Relationship Trajectory (Main Couple),,,,high,False,R7,Hero and heroine are physically or emotionally separated,,I,Initial Conflict & Isolation,False,medium,"The topic revolves around the hero's hatred, which could be directed at the heroine or their situation, creating conflict and distance. This typically leads to separation or breakup threats, fitting R7."
118,"holta, donovana, doesna, zullya, addressing, lets, publicity, finds, knows, forthcoming",27,118_holta_donovana_doesna_zullya,6.1,Hero's Elite Work & Business World,"Work, Wealth, Status & Institutions",,,,high,False,none,None of the above,,NA,Not a narrative function,True,high,"The topic keywords and representative snippets focus on the hero's work and family background, which is peripheral to the heroine–hero relationship. It does not primarily realise any of Radway's 13 functions."
119,"elliota, snaps, glares, replies, daniela, epitome, goes, gives, billya, takes",27,119_elliota_snaps_glares_replies,4.2,"Bonding, Everyday Intimacy & Growth",Relationship Trajectory (Main Couple),,,,high,False,R8,Hero treats heroine tenderly,,II,Turning Point & Recognition,False,low,"The topic's keywords and snippets suggest a moment of connection or recognition between characters, which is typical of Radway's Phase II functions. The lack of explicit tenderness or warmth makes it less suitable for R9, so R8 (tender behavior) is the best fit."
120,"aye, string, parts, fianca, yesterday, unable, sounds, word, having, theya",27,120_aye_string_parts_fianca,4.2,"Bonding, Everyday Intimacy & Growth",Relationship Trajectory (Main Couple),,,,high,False,R9,Heroine responds warmly to hero's tenderness,,II,Turning Point & Recognition,False,low,"The topic's keywords and snippets suggest a warm response from the heroine, indicated by the repeated 'yes' and 'aye' responses. This aligns with Radway's function R9, where the heroine responds warmly to the hero's tenderness. However, the lack of other keywords or a clear scene summary makes the confidence low."
121,"better, easier, vossameera, possibly, probably, smoother, suppose, sakes, option, ideal",27,121_better_easier_vossameera_possibly,4.2,"Bonding, Everyday Intimacy & Growth",Relationship Trajectory (Main Couple),,,,high,False,R9,Heroine responds warmly to hero's tenderness,,II,Turning Point & Recognition,False,medium,"The topic's keywords and representative snippets ('better', 'better than ever', 'so much better') suggest a positive change or improvement in the relationship, which aligns with the heroine responding warmly to the hero's tenderness (R9) in Phase II of the romance narrative."
122,"lewisa, mission, asked, information, hunting, informant, descriptions, saved, friend, helping",27,122_lewisa_mission_asked_information,7.2,"Violence, Threats & Coercion","Conflict, Risk & Harm",4.4,"Conflict, Distance & Breakup Threats",Relationship Trajectory (Main Couple),high,False,R7,Hero and heroine are physically or emotionally separated,,I,Initial Conflict & Isolation,False,medium,"The topic revolves around Mandy's decision to stay with Lewis, indicating a physical separation or distance between them. The serious tone of Lewis's voice in the last snippet suggests a potential breakup threat, which aligns with R7."
123,"police, cops, guard, cop, ambulance, guards, paramedics, station, officers, uniform",27,123_police_cops_guard_cop,7.1,Interpersonal Non-Romantic Conflict,"Conflict, Risk & Harm",,,,high,False,R2,Heroine reacts antagonistically to the hero,,I,Initial Conflict & Isolation,False,medium,"The topic's keywords and snippets revolve around conflict and threat, suggesting the heroine's antagonistic reaction to the hero or a threat, fitting R2. The main taxonomy category of Interpersonal Non-Romantic Conflict further supports this interpretation."
124,"viviana, shallowed, ante, returned, engagement, stunt, instances, cheeks, ex, flushed",27,124_viviana_shallowed_ante_returned,5.1,Family & Kinship,Social World Outside Couple,,,,high,False,none,None of the above,,NA,Not a narrative function,True,high,"The topic is about the heroine's parents and does not directly involve the heroine-hero relationship, making it background context rather than a narrative function in the romance arc."
125,"flight, plane, jet, airport, helicopter, pilot, runway, flying, fly, jfk",27,125_flight_plane_jet_airport,2.2,Kissing & Non-Explicit Affection,"Sexuality, Attraction & Intimacy",8.2,Public & Leisure Spaces,"Spaces, Time, Activities & Objects",high,False,R9,Heroine responds warmly to hero's tenderness,,II,Turning Point & Recognition,False,medium,"The topic revolves around a public display of affection (kissing) between the hero and heroine on a flight, indicating a warm response from the heroine towards the hero's tenderness. This aligns with Radway's function R9."
126,"murmured, replied, wouldn, jackass, glanced, hog, easily, informed, sardonic, ruefully",27,126_murmured_replied_wouldn_jackass,4.4,"Conflict, Distance & Breakup Threats",Relationship Trajectory (Main Couple),,,,high,False,R7,Hero and heroine are physically or emotionally separated,,I,Initial Conflict & Isolation,False,medium,"The topic's main category 'Conflict, Distance & Breakup Threats' and the representative snippets ('let me, [NAME], and came to my side of the table.', 'go on, then, [NAME].') suggest a physical or emotional separation between the hero and heroine, fitting R7."
127,"panic, emotions, emotional, attack, emotionally, attacks, hysteria, unease, excited, panicking",27,127_panic_emotions_emotional_attack,7.2,"Violence, Threats & Coercion","Conflict, Risk & Harm",3.2,Negative Emotions & Distress,"Emotions, Cognition & Inner Life",high,False,R2,Heroine reacts antagonistically to the hero,,I,Initial Conflict & Isolation,False,medium,"The topic's focus on 'panic' suggests a state of distress or fear, which could be a reaction to the hero's actions, indicating a conflict or misunderstanding between the heroine and the hero, fitting R2."
128,"easy, simple, straightforward, peasy, natural, surprisingly, ita, easiest, comparison, target",27,128_easy_simple_straightforward_peasy,4.2,"Bonding, Everyday Intimacy & Growth",Relationship Trajectory (Main Couple),,,,high,False,R9,Heroine responds warmly to hero's tenderness,,II,Turning Point & Recognition,False,low,"Heuristic fallback: original classification was 'none', but taxonomy and primary_categories indicate a romance-core topic in group 'Relationship Trajectory (Main Couple)'. Reassigned to R9 (Heroine responds warmly to hero's tenderness)."
129,"condom, condoms, wrapper, packet, wallet, nightstand, expired, drawer, pocket, rolled",27,129_condom_condoms_wrapper_packet,2.1,Attraction & Sexual Tension,"Sexuality, Attraction & Intimacy",,,,high,False,R4,Heroine interprets hero's behaviour as purely sexual interest,,I,Initial Conflict & Isolation,False,medium,"The topic revolves around the heroine's concern about safe sex, which is often a source of tension or misunderstanding in the early stages of a romance. This topic typically realises Radway's function R4, where the heroine interprets the hero's behaviour as purely sexual interest, focusing on physical attraction and tension."
130,"says, told, argues, replied, offered, asked, promised, prospect, unconvinced, panted",27,130_says_told_argues_replied,5.1,Family & Kinship,Social World Outside Couple,,,,medium,False,none,None of the above,,NA,Not a narrative function,True,high,"The topic has no keywords, label, or scene summary, and it's not categorized under any romance-related stage 1 or stage 2 categories. Therefore, it does not primarily realize any of Radway's 13 functions in the heroine–hero romance arc."
131,"aresa, grunts, walks, wraps, says, lose, ravena, tenses, entwining, inhales",27,131_aresa_grunts_walks_wraps,4.4,"Conflict, Distance & Breakup Threats",Relationship Trajectory (Main Couple),,,,high,False,R7,Hero and heroine are physically or emotionally separated,,I,Initial Conflict & Isolation,False,medium,"The topic revolves around conflict and distance in the relationship, as indicated by the main taxonomy category. The snippets suggest a separation or threat of separation ('aresa's words', 'aresa's eyes are heated as he reaches for me'), which aligns with R7."
132,", , , , , , , , , ",27,132____,,,,,,,,False,,,,NA,,False,,
133,"nipple, nipples, breasts, breast, cups, pinches, sucking, thumbs, tongue, thumb",27,133_nipple_nipples_breasts_breast,2.3,Explicit Sexual Acts,"Sexuality, Attraction & Intimacy",,,,high,False,R12,Heroine responds sexually and emotionally,,III,Commitment & Restoration,False,high,"The topic keywords and representative snippets explicitly describe sexual acts (biting, pinching nipples), which align with Radway's function R12 - Heroine responds sexually and emotionally. The main taxonomy category 'Explicit Sexual Acts' further supports this classification."
134,"cadea, audreya, archera, necks, daphnea, glanced, told, curious, breakthroughs, campus",27,134_cadea_audreya_archera_necks,5.1,Family & Kinship,Social World Outside Couple,4.3,"Secrets, Misunderstandings & Hidden Information",Relationship Trajectory (Main Couple),medium,False,R7,Hero and heroine are physically or emotionally separated,,I,Initial Conflict & Isolation,False,medium,"The topic revolves around the mention of 'cade's name and his reaction, suggesting a separation or distance between him and Audrey. This aligns with R7, as it indicates a physical or emotional separation between the hero and heroine."
135,"sun, sky, beach, clouds, horizon, sand, ocean, sunset, orange, cloud",27,135_sun_sky_beach_clouds,8.2,Public & Leisure Spaces,"Spaces, Time, Activities & Objects",,,,high,False,none,None of the above,,NA,Not a narrative function,True,high,"The topic keywords and representative snippets do not relate to the heroine–hero relationship or any of Radway's 13 functions. They are about the sun, which is a public and leisure space, fitting the main taxonomy category. Therefore, this topic is 'none of the above'."
136,"fun, excited, excitement, entertaining, having, sounds, uncomplicated, goad, diversion, funa",27,136_fun_excited_excitement_entertaining,4.2,"Bonding, Everyday Intimacy & Growth",Relationship Trajectory (Main Couple),,,,high,False,R8,Hero treats heroine tenderly,,II,Turning Point & Recognition,False,low,"The topic's keywords and snippets suggest a lighthearted, fun atmosphere, which could be interpreted as the hero treating the heroine tenderly (R8) by creating a enjoyable, stress-free environment. However, the lack of explicit tenderness or care makes this a low confidence match."
137,"knows, understood, surely, means, did, goes, understanding, understanda, offspring, reynarda",27,137_knows_understood_surely_means,5.1,Family & Kinship,Social World Outside Couple,,,,medium,False,none,None of the above,,NA,Not a narrative function,True,high,"The topic has no keywords, label, or scene summary, and it's not assigned any categories in Stage 1. Its Stage 2 taxonomy places it in 'Family & Kinship', which is not a central part of the heroine–hero romance arc. Therefore, it does not primarily realise any of Radway's 13 functions."
138,"sailora, sailors, archery, promised, sparrowa, cards, tapes, arrows, broccoli, pact",27,138_sailora_sailors_archery_promised,1.5,Exercise & Physical Activity,Embodied & Sensory Experience,,,,high,False,none,None of the above,,NA,Not a narrative function,True,high,"The topic keywords and representative snippets do not contain any elements related to the heroine–hero relationship, romance, or the heroine's personal growth. Instead, they focus on physical appearance and sensory experiences, which are not central to the heroine–hero narrative arc."
139,"asked, asks, doing, replied, whata, demanded, prompted, says, suspiciously, uh",27,139_asked_asks_doing_replied,4.4,"Conflict, Distance & Breakup Threats",Relationship Trajectory (Main Couple),,,,medium,False,R7,Hero and heroine are physically or emotionally separated,,I,Initial Conflict & Isolation,False,medium,"The topic's main category 'Conflict, Distance & Breakup Threats' and the representative snippets ('she asked', 'what is it?') suggest a conversation leading to conflict or separation, fitting R7."
140,"jamesona, milesa, proves, stammers, stares, rolls, sits, imagine, transferring, laughs",27,140_jamesona_milesa_proves_stammers,4.2,"Bonding, Everyday Intimacy & Growth",Relationship Trajectory (Main Couple),,,,high,False,R8,Hero treats heroine tenderly,,II,Turning Point & Recognition,False,medium,"The topic's keywords and snippets suggest a focus on the heroine's gaze finding the hero's, indicating a moment of connection or recognition. This aligns with Radway's function R8, where the hero offers care, protection, or tenderness, fostering a turning point in the relationship."
141,"rush, , , , , , , , , ",27,141_rush___,4.2,"Bonding, Everyday Intimacy & Growth",Relationship Trajectory (Main Couple),,,,medium,False,R5,Heroine responds with anger or coldness,,I,Initial Conflict & Isolation,False,medium,"The topic's representative snippets ('no.', 'no rush.') suggest the heroine is expressing resistance or coldness towards the hero, fitting Radway's function R5. The main taxonomy group 'Bonding, Everyday Intimacy & Growth' also supports this, as it often involves the heroine setting boundaries or expressing her feelings."
142,"kitchen, fridge, cabinets, appliances, counter, stocked, stainless, countertops, dishes, kitchens",27,142_kitchen_fridge_cabinets_appliances,4.2,"Bonding, Everyday Intimacy & Growth",Relationship Trajectory (Main Couple),,,,high,False,R8,Hero treats heroine tenderly,,II,Turning Point & Recognition,False,low,"The topic's keywords and snippets suggest a tender, intimate moment between the hero and heroine in the kitchen, which aligns with R8 (Hero treats heroine tenderly). However, the lack of explicit keywords and the ambiguity of the snippets make the confidence level low."
143,"conversation, talk, conversations, discuss, need, chat, talked, later, having, discussion",27,143_conversation_talk_conversations_discuss,4.2,"Bonding, Everyday Intimacy & Growth",Relationship Trajectory (Main Couple),,,,high,False,R8,Hero treats heroine tenderly,,II,Turning Point & Recognition,False,medium,"The topic revolves around conversation, which often serves as a means for the hero to show tenderness and care towards the heroine, thus fitting Radway's function R8 (Hero treats heroine tenderly)."
144,"dates, datea, dated, isna, official, started, service, bring, apps, canceling",27,144_dates_datea_dated_isna,4.2,"Bonding, Everyday Intimacy & Growth",Relationship Trajectory (Main Couple),6.4,"Money, Housing & Economic Security","Work, Wealth, Status & Institutions",medium,False,R8,Hero treats heroine tenderly,,II,Turning Point & Recognition,False,medium,"The topic's focus on 'dates' suggests a growing intimacy and bonding between the heroine and hero, which aligns with the tender care and protection offered by the hero in Radway's R8 function. The lack of keywords and the secondary category of 'Money, Housing & Economic Security' do not contradict this interpretation."
145,"knows, course, doing, options, wants, did, hea, somethinga, needed, supplication",27,145_knows_course_doing_options,4.3,"Secrets, Misunderstandings & Hidden Information",Relationship Trajectory (Main Couple),,,,medium,False,R7,Hero and heroine are physically or emotionally separated,,I,Initial Conflict & Isolation,False,medium,"The topic revolves around the hero knowing something, which could be a secret that creates distance or misunderstanding between the hero and heroine. This often leads to separation or tension in the relationship, fitting R7. The lack of keywords and previous label/summary makes the confidence medium."
146,"bed, mattress, bedroom, sheets, covers, climb, lay, edge, blankets, pillow",27,146_bed_mattress_bedroom_sheets,8.1,Domestic Spaces & Routines,"Spaces, Time, Activities & Objects",,,,high,False,none,None of the above,,NA,Not a narrative function,True,high,"The topic is about the heroine's bed and sleep, which is a domestic space and routine but does not directly relate to the heroine–hero relationship or their narrative arc."
147,"luck, luckiest, perfection, perfectly, fortunate, fit, solution, unlucky, today, miracle",27,147_luck_luckiest_perfection_perfectly,5.2,Friends & Social Circles,Social World Outside Couple,,,,high,False,none,None of the above,,NA,Not a narrative function,True,high,"The topic keywords and representative snippets ('good luck', 'well, good luck') suggest a general expression of well-wishing, not tied to any specific romantic narrative function. The Stage 2 taxonomy group 'Friends & Social Circles' further supports this, as it's about social interactions outside the main couple's relationship."
148,"merry, holiday, parties, holidays, yeara, partya, december, partying, presents, christmases",27,148_merry_holiday_parties_holidays,5.3,"Community, Norms & Social Events",Social World Outside Couple,,,,high,False,none,None of the above,,NA,Not a narrative function,True,high,"The topic keywords and representative snippets focus on general conversations about holidays, which is not directly related to the heroine–hero relationship or its narrative arc. It belongs to the 'Community, Norms & Social Events' category, further emphasizing its peripheral role in the romance narrative."
149,"logana, bronta, grunted, suspected, manager, pursued, recall, populara, manya, buddies",27,149_logana_bronta_grunted_suspected,4.4,"Conflict, Distance & Breakup Threats",Relationship Trajectory (Main Couple),,,,medium,False,R7,Hero and heroine are physically or emotionally separated,,I,Initial Conflict & Isolation,False,medium,"The topic's main category 'Conflict, Distance & Breakup Threats' and the representative snippets suggesting a lack of communication ('you?') and heartbreak ('her heart was complete now that') indicate a separation or breakup threat, fitting R7."
150,"industries, fault, dona, anythinga, avaa, aa, shoulda, dramatic, stop, consented",27,150_industries_fault_dona_anythinga,4.4,"Conflict, Distance & Breakup Threats",Relationship Trajectory (Main Couple),,,,medium,False,R7,Hero and heroine are physically or emotionally separated,,I,Initial Conflict & Isolation,False,medium,"The topic's main category 'Conflict, Distance & Breakup Threats' and the representative snippets ('sorry', 'not your fault', 'don't see anything', 'dogshit') suggest a conflict or separation between the hero and heroine, fitting Radway's R7 function."
151,"leta, shall, suggested, leave, says, talk, walk, outside, trickle, technique",27,151_leta_shall_suggested_leave,6.1,Hero's Elite Work & Business World,"Work, Wealth, Status & Institutions",,,,high,False,none,None of the above,,NA,Not a narrative function,True,high,"The topic keywords and representative snippets ('leta's go') do not contain any romantic or relationship-related content, and the Stage 2 taxonomy places it in the 'Hero's Elite Work & Business World'. Therefore, this topic does not primarily realise any of Radway's 13 functions and is best classified as 'none of the above'."
152,"valentinaa, valentinoa, looks, smiles, gaze, hesitates, nod, grandmother, stares, market",27,152_valentinaa_valentinoa_looks_smiles,4.2,"Bonding, Everyday Intimacy & Growth",Relationship Trajectory (Main Couple),,,,medium,False,R2,Heroine reacts antagonistically to the hero,,I,Initial Conflict & Isolation,False,medium,"The topic's snippets show the heroine's cold or distant behavior towards the hero, which is characteristic of R2. Her eyes following the hero and her smile melting off suggest antagonism or withdrawal, fitting Phase I of the romance arc."
153,"odd, confusing, complicated, weirdest, creepy, surprising, feels, strangest, weirdo, peculiar",27,153_odd_confusing_complicated_weirdest,4.4,"Conflict, Distance & Breakup Threats",Relationship Trajectory (Main Couple),,,,medium,False,R7,Hero and heroine are physically or emotionally separated,,I,Initial Conflict & Isolation,False,medium,"The topic's main category 'Conflict, Distance & Breakup Threats' and the representative snippets ('odd', 'duality') suggest a sense of unease or tension in the relationship, which is characteristic of R7 (separation). The lack of keywords and previous LLM label/summary makes it difficult to be more specific, but the topic's placement in the 'Relationship Trajectory (Main Couple)' taxonomy group confirms its relevance to the heroine–hero arc."
154,"pregnancy, test, unplanned, weeks, months, fianca, birth, conception, injection, childbirth",27,154_pregnancy_test_unplanned_weeks,5.1,Family & Kinship,Social World Outside Couple,3.2,Negative Emotions & Distress,"Emotions, Cognition & Inner Life",high,False,none,None of the above,,NA,Not a narrative function,True,high,"This topic focuses on the heroine's pregnancy, which is a social world outside the couple's relationship, not directly related to the heroine–hero narrative arc. It does not primarily realise any of Radway's 13 functions."
155,"whispers, whispered, whisper, ear, hoarsely, darkly, softly, angrily, hear, husky",27,155_whispers_whispered_whisper_ear,4.2,"Bonding, Everyday Intimacy & Growth",Relationship Trajectory (Main Couple),,,,high,False,R8,Hero treats heroine tenderly,,II,Turning Point & Recognition,False,medium,"The topic revolves around tender, intimate moments between the couple, indicated by the use of 'whispers' and endearing terms like 'my beautiful fuck bunny'. This aligns with Radway's function R8, where the hero treats the heroine tenderly, showing care and affection."
156,"trust, trusted, trustworthy, issues, forgave, able, instincts, circle, gut, cana",27,156_trust_trusted_trustworthy_issues,4.2,"Bonding, Everyday Intimacy & Growth",Relationship Trajectory (Main Couple),,,,high,False,R8,Hero treats heroine tenderly,,II,Turning Point & Recognition,False,low,"The topic's keyword 'trust me' suggests a tender, reassuring moment between the hero and heroine, which aligns with R8 (Hero treats heroine tenderly). However, the lack of other keywords and context makes this a low confidence match."
157,"trinitya, didn, couldn, inquired, muttered, segue, exclaimed, wordless, debated, sudden",27,157_trinitya_didn_couldn_inquired,4.2,"Bonding, Everyday Intimacy & Growth",Relationship Trajectory (Main Couple),8.2,Public & Leisure Spaces,"Spaces, Time, Activities & Objects",high,False,R8,Hero treats heroine tenderly,,II,Turning Point & Recognition,False,medium,"The topic's focus on everyday interactions and shared experiences between the characters suggests a growing intimacy and bonding, which is characteristic of Radway's Phase II functions. The lack of keywords and the secondary category of 'Public & Leisure Spaces' indicate that these interactions are not explicitly sexual or conflict-driven, making R8 (Hero treats heroine tenderly) the most fitting function."
