topic_id,in_taxonomy,in_semantics,in_quality,selected_final,dropped_stage,tier_used,fallback_used,composite_key
174,True,False,False,False,semantics,global_tight,True,L_vices_addictions
176,True,False,False,False,semantics,global_tight,True,L_vices_addictions
188,True,False,False,False,semantics,global_tight,True,L_vices_addictions
197,True,False,False,False,semantics,global_tight,True,L_vices_addictions
212,True,False,False,False,semantics,global_tight,True,L_vices_addictions
213,True,False,False,False,semantics,global_tight,True,L_vices_addictions
216,True,False,False,False,semantics,global_tight,True,L_vices_addictions
225,True,False,False,False,semantics,global_tight,True,L_vices_addictions
239,True,False,False,False,semantics,global_tight,True,L_vices_addictions
254,True,False,False,False,semantics,global_tight,True,L_vices_addictions
259,True,False,False,False,semantics,global_tight,True,L_vices_addictions
270,True,False,False,False,semantics,global_tight,True,L_vices_addictions
279,True,False,False,False,semantics,global_tight,True,L_vices_addictions
288,True,False,False,False,semantics,global_tight,True,L_vices_addictions
291,True,False,False,False,semantics,global_tight,True,L_vices_addictions
316,True,False,False,False,semantics,global_tight,True,L_vices_addictions
320,True,False,False,False,semantics,global_tight,True,L_vices_addictions
321,True,False,False,False,semantics,global_tight,True,L_vices_addictions
325,True,False,False,False,semantics,global_tight,True,L_vices_addictions
339,True,False,False,False,semantics,global_tight,True,L_vices_addictions
346,True,False,False,False,semantics,global_tight,True,L_vices_addictions
349,True,False,False,False,semantics,global_tight,True,L_vices_addictions
353,True,False,False,False,semantics,global_tight,True,L_vices_addictions
6,False,False,False,True,none,global_tight,True,L_vices_addictions
11,False,False,False,True,none,global_tight,True,L_vices_addictions
75,False,False,False,True,none,global_tight,True,L_vices_addictions
146,False,False,False,True,none,global_tight,True,L_vices_addictions
157,False,False,False,True,none,global_tight,True,L_vices_addictions
171,False,False,False,True,none,global_tight,True,L_vices_addictions
255,False,False,False,True,none,global_tight,True,L_vices_addictions
284,False,False,False,True,none,global_tight,True,L_vices_addictions
294,False,False,False,True,none,global_tight,True,L_vices_addictions
302,False,False,False,True,none,global_tight,True,L_vices_addictions
304,False,False,False,True,none,global_tight,True,L_vices_addictions
332,False,False,False,True,none,global_tight,True,L_vices_addictions
342,False,False,False,True,none,global_tight,True,L_vices_addictions
358,False,False,False,True,none,global_tight,True,L_vices_addictions
3,True,False,False,False,semantics,strict,False,M_health_recovery_growth
14,True,False,False,False,semantics,strict,False,M_health_recovery_growth
23,True,False,False,False,semantics,strict,False,M_health_recovery_growth
26,True,False,False,False,semantics,strict,False,M_health_recovery_growth
31,True,False,False,False,semantics,strict,False,M_health_recovery_growth
34,True,False,False,False,semantics,strict,False,M_health_recovery_growth
35,True,False,False,False,semantics,strict,False,M_health_recovery_growth
43,True,False,False,False,semantics,strict,False,M_health_recovery_growth
53,True,False,False,False,semantics,strict,False,M_health_recovery_growth
70,True,False,False,False,semantics,strict,False,M_health_recovery_growth
71,True,False,False,False,semantics,strict,False,M_health_recovery_growth
90,True,True,True,True,none,strict,False,M_health_recovery_growth
96,True,False,False,False,semantics,strict,False,M_health_recovery_growth
100,True,False,False,False,semantics,strict,False,M_health_recovery_growth
105,True,False,False,False,semantics,strict,False,M_health_recovery_growth
106,True,False,False,False,semantics,strict,False,M_health_recovery_growth
108,True,False,False,False,semantics,strict,False,M_health_recovery_growth
110,True,False,False,False,semantics,strict,False,M_health_recovery_growth
115,True,False,False,False,semantics,strict,False,M_health_recovery_growth
116,True,False,False,False,semantics,strict,False,M_health_recovery_growth
119,True,True,True,True,none,strict,False,M_health_recovery_growth
120,True,False,False,False,semantics,strict,False,M_health_recovery_growth
121,True,False,False,False,semantics,strict,False,M_health_recovery_growth
128,True,False,False,False,semantics,strict,False,M_health_recovery_growth
136,True,False,False,False,semantics,strict,False,M_health_recovery_growth
140,True,False,False,False,semantics,strict,False,M_health_recovery_growth
141,True,False,False,False,semantics,strict,False,M_health_recovery_growth
142,True,False,False,False,semantics,strict,False,M_health_recovery_growth
143,True,False,False,False,semantics,strict,False,M_health_recovery_growth
144,True,False,False,False,semantics,strict,False,M_health_recovery_growth
152,True,False,False,False,semantics,strict,False,M_health_recovery_growth
155,True,False,False,False,semantics,strict,False,M_health_recovery_growth
156,True,False,False,False,semantics,strict,False,M_health_recovery_growth
157,True,False,False,False,semantics,strict,False,M_health_recovery_growth
159,True,False,False,False,semantics,strict,False,M_health_recovery_growth
161,True,False,False,False,semantics,strict,False,M_health_recovery_growth
170,True,False,False,False,semantics,strict,False,M_health_recovery_growth
175,True,False,False,False,semantics,strict,False,M_health_recovery_growth
180,True,False,False,False,semantics,strict,False,M_health_recovery_growth
183,True,False,False,False,semantics,strict,False,M_health_recovery_growth
185,True,True,True,True,none,strict,False,M_health_recovery_growth
189,True,False,False,False,semantics,strict,False,M_health_recovery_growth
198,True,False,False,False,semantics,strict,False,M_health_recovery_growth
204,True,True,True,True,none,strict,False,M_health_recovery_growth
210,True,False,False,False,semantics,strict,False,M_health_recovery_growth
220,True,False,False,False,semantics,strict,False,M_health_recovery_growth
226,True,False,False,False,semantics,strict,False,M_health_recovery_growth
228,True,True,True,True,none,strict,False,M_health_recovery_growth
230,True,False,False,False,semantics,strict,False,M_health_recovery_growth
232,True,False,False,False,semantics,strict,False,M_health_recovery_growth
233,True,False,False,False,semantics,strict,False,M_health_recovery_growth
246,True,False,False,False,semantics,strict,False,M_health_recovery_growth
250,True,True,True,True,none,strict,False,M_health_recovery_growth
256,True,False,False,False,semantics,strict,False,M_health_recovery_growth
258,True,False,False,False,semantics,strict,False,M_health_recovery_growth
260,True,False,False,False,semantics,strict,False,M_health_recovery_growth
263,True,False,False,False,semantics,strict,False,M_health_recovery_growth
275,True,False,False,False,semantics,strict,False,M_health_recovery_growth
278,True,True,True,True,none,strict,False,M_health_recovery_growth
282,True,False,False,False,semantics,strict,False,M_health_recovery_growth
287,True,False,False,False,semantics,strict,False,M_health_recovery_growth
289,True,False,False,False,semantics,strict,False,M_health_recovery_growth
305,True,False,False,False,semantics,strict,False,M_health_recovery_growth
306,True,False,False,False,semantics,strict,False,M_health_recovery_growth
307,True,False,False,False,semantics,strict,False,M_health_recovery_growth
319,True,False,False,False,semantics,strict,False,M_health_recovery_growth
327,True,False,False,False,semantics,strict,False,M_health_recovery_growth
330,True,False,False,False,semantics,strict,False,M_health_recovery_growth
334,True,False,False,False,semantics,strict,False,M_health_recovery_growth
337,True,False,False,False,semantics,strict,False,M_health_recovery_growth
344,True,False,False,False,semantics,strict,False,M_health_recovery_growth
358,True,False,False,False,semantics,strict,False,M_health_recovery_growth
363,True,True,True,True,none,strict,False,M_health_recovery_growth
3,True,True,True,True,none,strict,False,H_domestic_nesting
6,True,True,True,True,none,strict,False,H_domestic_nesting
10,True,True,True,True,none,strict,False,H_domestic_nesting
14,True,True,True,True,none,strict,False,H_domestic_nesting
23,True,True,True,True,none,strict,False,H_domestic_nesting
24,True,True,True,True,none,strict,False,H_domestic_nesting
26,True,True,True,True,none,strict,False,H_domestic_nesting
27,True,True,True,True,none,strict,False,H_domestic_nesting
31,True,True,True,True,none,strict,False,H_domestic_nesting
34,True,True,True,True,none,strict,False,H_domestic_nesting
35,True,True,True,True,none,strict,False,H_domestic_nesting
43,True,True,True,True,none,strict,False,H_domestic_nesting
49,True,True,True,True,none,strict,False,H_domestic_nesting
51,True,True,True,True,none,strict,False,H_domestic_nesting
53,True,True,True,True,none,strict,False,H_domestic_nesting
57,True,True,True,True,none,strict,False,H_domestic_nesting
70,True,True,True,True,none,strict,False,H_domestic_nesting
71,True,True,True,True,none,strict,False,H_domestic_nesting
92,True,True,True,True,none,strict,False,H_domestic_nesting
96,True,True,True,True,none,strict,False,H_domestic_nesting
100,True,True,True,True,none,strict,False,H_domestic_nesting
105,True,True,True,True,none,strict,False,H_domestic_nesting
106,True,True,True,True,none,strict,False,H_domestic_nesting
108,True,True,True,True,none,strict,False,H_domestic_nesting
110,True,True,True,True,none,strict,False,H_domestic_nesting
115,True,True,False,False,quality,strict,False,H_domestic_nesting
116,True,True,True,True,none,strict,False,H_domestic_nesting
119,True,True,True,True,none,strict,False,H_domestic_nesting
120,True,True,True,True,none,strict,False,H_domestic_nesting
121,True,True,True,True,none,strict,False,H_domestic_nesting
128,True,True,True,True,none,strict,False,H_domestic_nesting
136,True,True,True,True,none,strict,False,H_domestic_nesting
140,True,True,True,True,none,strict,False,H_domestic_nesting
141,True,True,True,True,none,strict,False,H_domestic_nesting
142,True,True,True,True,none,strict,False,H_domestic_nesting
143,True,True,True,True,none,strict,False,H_domestic_nesting
144,True,True,True,True,none,strict,False,H_domestic_nesting
146,True,True,True,True,none,strict,False,H_domestic_nesting
147,True,True,True,True,none,strict,False,H_domestic_nesting
152,True,True,False,False,quality,strict,False,H_domestic_nesting
155,True,True,True,True,none,strict,False,H_domestic_nesting
156,True,True,True,True,none,strict,False,H_domestic_nesting
157,True,True,True,True,none,strict,False,H_domestic_nesting
159,True,True,True,True,none,strict,False,H_domestic_nesting
161,True,True,True,True,none,strict,False,H_domestic_nesting
170,True,True,True,True,none,strict,False,H_domestic_nesting
173,True,True,True,True,none,strict,False,H_domestic_nesting
175,True,True,True,True,none,strict,False,H_domestic_nesting
180,True,True,True,True,none,strict,False,H_domestic_nesting
183,True,True,True,True,none,strict,False,H_domestic_nesting
185,True,True,True,True,none,strict,False,H_domestic_nesting
189,True,True,True,True,none,strict,False,H_domestic_nesting
193,True,True,True,True,none,strict,False,H_domestic_nesting
198,True,True,False,False,quality,strict,False,H_domestic_nesting
204,True,True,True,True,none,strict,False,H_domestic_nesting
210,True,True,True,True,none,strict,False,H_domestic_nesting
218,True,True,True,True,none,strict,False,H_domestic_nesting
220,True,True,True,True,none,strict,False,H_domestic_nesting
221,True,True,True,True,none,strict,False,H_domestic_nesting
226,True,True,True,True,none,strict,False,H_domestic_nesting
228,True,True,True,True,none,strict,False,H_domestic_nesting
230,True,True,False,False,quality,strict,False,H_domestic_nesting
232,True,True,True,True,none,strict,False,H_domestic_nesting
233,True,True,True,True,none,strict,False,H_domestic_nesting
242,True,True,True,True,none,strict,False,H_domestic_nesting
243,True,True,True,True,none,strict,False,H_domestic_nesting
246,True,True,False,False,quality,strict,False,H_domestic_nesting
250,True,True,True,True,none,strict,False,H_domestic_nesting
256,True,True,True,True,none,strict,False,H_domestic_nesting
258,True,True,True,True,none,strict,False,H_domestic_nesting
260,True,True,True,True,none,strict,False,H_domestic_nesting
263,True,True,True,True,none,strict,False,H_domestic_nesting
265,True,True,True,True,none,strict,False,H_domestic_nesting
275,True,True,True,True,none,strict,False,H_domestic_nesting
281,True,True,True,True,none,strict,False,H_domestic_nesting
282,True,True,True,True,none,strict,False,H_domestic_nesting
284,True,True,True,True,none,strict,False,H_domestic_nesting
287,True,True,True,True,none,strict,False,H_domestic_nesting
289,True,True,True,True,none,strict,False,H_domestic_nesting
292,True,True,True,True,none,strict,False,H_domestic_nesting
305,True,True,True,True,none,strict,False,H_domestic_nesting
306,True,True,True,True,none,strict,False,H_domestic_nesting
307,True,True,True,True,none,strict,False,H_domestic_nesting
319,True,True,True,True,none,strict,False,H_domestic_nesting
327,True,True,False,False,quality,strict,False,H_domestic_nesting
330,True,True,True,True,none,strict,False,H_domestic_nesting
334,True,True,True,True,none,strict,False,H_domestic_nesting
336,True,True,True,True,none,strict,False,H_domestic_nesting
337,True,True,True,True,none,strict,False,H_domestic_nesting
344,True,True,True,True,none,strict,False,H_domestic_nesting
358,True,True,True,True,none,strict,False,H_domestic_nesting
362,True,True,True,True,none,strict,False,H_domestic_nesting
363,True,True,True,True,none,strict,False,H_domestic_nesting
365,True,True,True,True,none,strict,False,H_domestic_nesting
3,True,False,False,False,semantics,strict,False,I_humor_lightness
12,True,False,False,False,semantics,strict,False,I_humor_lightness
13,True,True,True,True,none,strict,False,I_humor_lightness
14,True,True,True,True,none,strict,False,I_humor_lightness
21,True,False,False,False,semantics,strict,False,I_humor_lightness
23,True,False,False,False,semantics,strict,False,I_humor_lightness
25,True,True,True,True,none,strict,False,I_humor_lightness
26,True,False,False,False,semantics,strict,False,I_humor_lightness
29,True,False,False,False,semantics,strict,False,I_humor_lightness
31,True,False,False,False,semantics,strict,False,I_humor_lightness
34,True,False,False,False,semantics,strict,False,I_humor_lightness
35,True,False,False,False,semantics,strict,False,I_humor_lightness
36,True,False,False,False,semantics,strict,False,I_humor_lightness
39,True,False,False,False,semantics,strict,False,I_humor_lightness
43,True,False,False,False,semantics,strict,False,I_humor_lightness
47,True,False,False,False,semantics,strict,False,I_humor_lightness
48,True,False,False,False,semantics,strict,False,I_humor_lightness
53,True,False,False,False,semantics,strict,False,I_humor_lightness
67,True,False,False,False,semantics,strict,False,I_humor_lightness
70,True,False,False,False,semantics,strict,False,I_humor_lightness
71,True,False,False,False,semantics,strict,False,I_humor_lightness
75,True,False,False,False,semantics,strict,False,I_humor_lightness
78,True,True,True,True,none,strict,False,I_humor_lightness
85,True,False,False,False,semantics,strict,False,I_humor_lightness
96,True,False,False,False,semantics,strict,False,I_humor_lightness
97,True,False,False,False,semantics,strict,False,I_humor_lightness
100,True,False,False,False,semantics,strict,False,I_humor_lightness
105,True,False,False,False,semantics,strict,False,I_humor_lightness
106,True,False,False,False,semantics,strict,False,I_humor_lightness
108,True,False,False,False,semantics,strict,False,I_humor_lightness
110,True,False,False,False,semantics,strict,False,I_humor_lightness
115,True,False,False,False,semantics,strict,False,I_humor_lightness
116,True,False,False,False,semantics,strict,False,I_humor_lightness
119,True,False,False,False,semantics,strict,False,I_humor_lightness
120,True,False,False,False,semantics,strict,False,I_humor_lightness
121,True,False,False,False,semantics,strict,False,I_humor_lightness
125,True,False,False,False,semantics,strict,False,I_humor_lightness
128,True,False,False,False,semantics,strict,False,I_humor_lightness
136,True,False,False,False,semantics,strict,False,I_humor_lightness
140,True,True,True,True,none,strict,False,I_humor_lightness
141,True,False,False,False,semantics,strict,False,I_humor_lightness
142,True,False,False,False,semantics,strict,False,I_humor_lightness
143,True,False,False,False,semantics,strict,False,I_humor_lightness
144,True,False,False,False,semantics,strict,False,I_humor_lightness
152,True,True,False,False,quality,strict,False,I_humor_lightness
155,True,False,False,False,semantics,strict,False,I_humor_lightness
156,True,False,False,False,semantics,strict,False,I_humor_lightness
157,True,False,False,False,semantics,strict,False,I_humor_lightness
158,True,True,False,False,quality,strict,False,I_humor_lightness
159,True,False,False,False,semantics,strict,False,I_humor_lightness
161,True,False,False,False,semantics,strict,False,I_humor_lightness
164,True,False,False,False,semantics,strict,False,I_humor_lightness
170,True,False,False,False,semantics,strict,False,I_humor_lightness
171,True,False,False,False,semantics,strict,False,I_humor_lightness
175,True,False,False,False,semantics,strict,False,I_humor_lightness
178,True,False,False,False,semantics,strict,False,I_humor_lightness
180,True,False,False,False,semantics,strict,False,I_humor_lightness
182,True,False,False,False,semantics,strict,False,I_humor_lightness
183,True,False,False,False,semantics,strict,False,I_humor_lightness
184,True,False,False,False,semantics,strict,False,I_humor_lightness
185,True,False,False,False,semantics,strict,False,I_humor_lightness
189,True,False,False,False,semantics,strict,False,I_humor_lightness
190,True,False,False,False,semantics,strict,False,I_humor_lightness
192,True,False,False,False,semantics,strict,False,I_humor_lightness
198,True,False,False,False,semantics,strict,False,I_humor_lightness
204,True,False,False,False,semantics,strict,False,I_humor_lightness
210,True,True,True,True,none,strict,False,I_humor_lightness
211,True,False,False,False,semantics,strict,False,I_humor_lightness
220,True,False,False,False,semantics,strict,False,I_humor_lightness
226,True,False,False,False,semantics,strict,False,I_humor_lightness
228,True,False,False,False,semantics,strict,False,I_humor_lightness
230,True,False,False,False,semantics,strict,False,I_humor_lightness
232,True,False,False,False,semantics,strict,False,I_humor_lightness
233,True,False,False,False,semantics,strict,False,I_humor_lightness
246,True,False,False,False,semantics,strict,False,I_humor_lightness
250,True,False,False,False,semantics,strict,False,I_humor_lightness
256,True,False,False,False,semantics,strict,False,I_humor_lightness
258,True,False,False,False,semantics,strict,False,I_humor_lightness
260,True,False,False,False,semantics,strict,False,I_humor_lightness
263,True,False,False,False,semantics,strict,False,I_humor_lightness
275,True,False,False,False,semantics,strict,False,I_humor_lightness
282,True,False,False,False,semantics,strict,False,I_humor_lightness
285,True,False,False,False,semantics,strict,False,I_humor_lightness
287,True,False,False,False,semantics,strict,False,I_humor_lightness
289,True,False,False,False,semantics,strict,False,I_humor_lightness
299,True,False,False,False,semantics,strict,False,I_humor_lightness
303,True,False,False,False,semantics,strict,False,I_humor_lightness
305,True,False,False,False,semantics,strict,False,I_humor_lightness
306,True,True,True,True,none,strict,False,I_humor_lightness
307,True,False,False,False,semantics,strict,False,I_humor_lightness
317,True,False,False,False,semantics,strict,False,I_humor_lightness
319,True,False,False,False,semantics,strict,False,I_humor_lightness
327,True,False,False,False,semantics,strict,False,I_humor_lightness
330,True,True,True,True,none,strict,False,I_humor_lightness
334,True,True,True,True,none,strict,False,I_humor_lightness
337,True,False,False,False,semantics,strict,False,I_humor_lightness
344,True,False,False,False,semantics,strict,False,I_humor_lightness
347,True,False,False,False,semantics,strict,False,I_humor_lightness
355,True,False,False,False,semantics,strict,False,I_humor_lightness
358,True,False,False,False,semantics,strict,False,I_humor_lightness
360,True,False,False,False,semantics,strict,False,I_humor_lightness
361,True,False,False,False,semantics,strict,False,I_humor_lightness
363,True,False,False,False,semantics,strict,False,I_humor_lightness
0,True,False,False,False,semantics,strict,False,J_social_support_kin
4,True,True,True,True,none,strict,False,J_social_support_kin
7,True,False,False,False,semantics,strict,False,J_social_support_kin
9,True,False,False,False,semantics,strict,False,J_social_support_kin
16,True,True,True,True,none,strict,False,J_social_support_kin
28,True,True,False,False,quality,strict,False,J_social_support_kin
32,True,False,False,False,semantics,strict,False,J_social_support_kin
37,True,False,False,False,semantics,strict,False,J_social_support_kin
44,True,True,True,True,none,strict,False,J_social_support_kin
50,True,True,True,True,none,strict,False,J_social_support_kin
52,True,True,True,True,none,strict,False,J_social_support_kin
59,True,False,False,False,semantics,strict,False,J_social_support_kin
61,True,False,False,False,semantics,strict,False,J_social_support_kin
62,True,True,True,True,none,strict,False,J_social_support_kin
63,True,False,False,False,semantics,strict,False,J_social_support_kin
65,True,False,False,False,semantics,strict,False,J_social_support_kin
68,True,False,False,False,semantics,strict,False,J_social_support_kin
73,True,False,False,False,semantics,strict,False,J_social_support_kin
76,True,False,False,False,semantics,strict,False,J_social_support_kin
79,True,True,True,True,none,strict,False,J_social_support_kin
81,True,True,True,True,none,strict,False,J_social_support_kin
87,True,True,True,True,none,strict,False,J_social_support_kin
89,True,False,False,False,semantics,strict,False,J_social_support_kin
93,True,True,True,True,none,strict,False,J_social_support_kin
98,True,True,False,False,quality,strict,False,J_social_support_kin
101,True,True,True,True,none,strict,False,J_social_support_kin
104,True,True,True,True,none,strict,False,J_social_support_kin
107,True,True,True,True,none,strict,False,J_social_support_kin
113,True,True,False,False,quality,strict,False,J_social_support_kin
114,True,False,False,False,semantics,strict,False,J_social_support_kin
117,True,False,False,False,semantics,strict,False,J_social_support_kin
124,True,False,False,False,semantics,strict,False,J_social_support_kin
126,True,False,False,False,semantics,strict,False,J_social_support_kin
130,True,True,True,True,none,strict,False,J_social_support_kin
131,True,False,False,False,semantics,strict,False,J_social_support_kin
134,True,True,True,True,none,strict,False,J_social_support_kin
137,True,False,False,False,semantics,strict,False,J_social_support_kin
139,True,False,False,False,semantics,strict,False,J_social_support_kin
145,True,False,False,False,semantics,strict,False,J_social_support_kin
149,True,True,False,False,quality,strict,False,J_social_support_kin
150,True,False,False,False,semantics,strict,False,J_social_support_kin
153,True,False,False,False,semantics,strict,False,J_social_support_kin
154,True,True,True,True,none,strict,False,J_social_support_kin
163,True,False,False,False,semantics,strict,False,J_social_support_kin
166,True,False,False,False,semantics,strict,False,J_social_support_kin
168,True,False,False,False,semantics,strict,False,J_social_support_kin
169,True,False,False,False,semantics,strict,False,J_social_support_kin
172,True,True,True,True,none,strict,False,J_social_support_kin
177,True,False,False,False,semantics,strict,False,J_social_support_kin
179,True,False,False,False,semantics,strict,False,J_social_support_kin
181,True,False,False,False,semantics,strict,False,J_social_support_kin
199,True,True,False,False,quality,strict,False,J_social_support_kin
200,True,True,True,True,none,strict,False,J_social_support_kin
201,True,True,True,True,none,strict,False,J_social_support_kin
202,True,False,False,False,semantics,strict,False,J_social_support_kin
203,True,False,False,False,semantics,strict,False,J_social_support_kin
206,True,False,False,False,semantics,strict,False,J_social_support_kin
209,True,False,False,False,semantics,strict,False,J_social_support_kin
214,True,False,False,False,semantics,strict,False,J_social_support_kin
215,True,False,False,False,semantics,strict,False,J_social_support_kin
217,True,False,False,False,semantics,strict,False,J_social_support_kin
222,True,True,True,True,none,strict,False,J_social_support_kin
234,True,False,False,False,semantics,strict,False,J_social_support_kin
236,True,True,True,True,none,strict,False,J_social_support_kin
237,True,False,False,False,semantics,strict,False,J_social_support_kin
238,True,False,False,False,semantics,strict,False,J_social_support_kin
240,True,False,False,False,semantics,strict,False,J_social_support_kin
244,True,False,False,False,semantics,strict,False,J_social_support_kin
248,True,False,False,False,semantics,strict,False,J_social_support_kin
252,True,False,False,False,semantics,strict,False,J_social_support_kin
253,True,False,False,False,semantics,strict,False,J_social_support_kin
261,True,False,False,False,semantics,strict,False,J_social_support_kin
262,True,False,False,False,semantics,strict,False,J_social_support_kin
264,True,False,False,False,semantics,strict,False,J_social_support_kin
267,True,False,False,False,semantics,strict,False,J_social_support_kin
268,True,False,False,False,semantics,strict,False,J_social_support_kin
269,True,False,False,False,semantics,strict,False,J_social_support_kin
272,True,True,True,True,none,strict,False,J_social_support_kin
273,True,False,False,False,semantics,strict,False,J_social_support_kin
276,True,False,False,False,semantics,strict,False,J_social_support_kin
293,True,True,False,False,quality,strict,False,J_social_support_kin
294,True,False,False,False,semantics,strict,False,J_social_support_kin
295,True,True,True,True,none,strict,False,J_social_support_kin
297,True,False,False,False,semantics,strict,False,J_social_support_kin
300,True,False,False,False,semantics,strict,False,J_social_support_kin
304,True,False,False,False,semantics,strict,False,J_social_support_kin
315,True,False,False,False,semantics,strict,False,J_social_support_kin
322,True,True,True,True,none,strict,False,J_social_support_kin
324,True,False,False,False,semantics,strict,False,J_social_support_kin
329,True,True,True,True,none,strict,False,J_social_support_kin
331,True,False,False,False,semantics,strict,False,J_social_support_kin
332,True,True,True,True,none,strict,False,J_social_support_kin
333,True,False,False,False,semantics,strict,False,J_social_support_kin
335,True,False,False,False,semantics,strict,False,J_social_support_kin
340,True,False,False,False,semantics,strict,False,J_social_support_kin
341,True,False,False,False,semantics,strict,False,J_social_support_kin
342,True,False,False,False,semantics,strict,False,J_social_support_kin
345,True,False,False,False,semantics,strict,False,J_social_support_kin
352,True,False,False,False,semantics,strict,False,J_social_support_kin
354,True,False,False,False,semantics,strict,False,J_social_support_kin
364,True,False,False,False,semantics,strict,False,J_social_support_kin
366,True,False,False,False,semantics,strict,False,J_social_support_kin
367,True,False,False,False,semantics,strict,False,J_social_support_kin
33,True,True,True,True,none,strict,False,K_professional_intrusion
60,True,True,True,True,none,strict,False,K_professional_intrusion
90,True,False,False,False,semantics,strict,False,K_professional_intrusion
109,True,True,True,True,none,strict,False,K_professional_intrusion
118,True,True,False,False,quality,strict,False,K_professional_intrusion
151,True,True,False,False,quality,strict,False,K_professional_intrusion
187,True,True,True,True,none,strict,False,K_professional_intrusion
191,True,True,False,False,quality,strict,False,K_professional_intrusion
195,True,True,True,True,none,strict,False,K_professional_intrusion
212,True,True,True,True,none,strict,False,K_professional_intrusion
223,True,True,True,True,none,strict,False,K_professional_intrusion
259,True,True,True,True,none,strict,False,K_professional_intrusion
277,True,True,True,True,none,strict,False,K_professional_intrusion
278,True,False,False,False,semantics,strict,False,K_professional_intrusion
296,True,True,True,True,none,strict,False,K_professional_intrusion
298,True,True,True,True,none,strict,False,K_professional_intrusion
309,True,True,True,True,none,strict,False,K_professional_intrusion
316,True,True,True,True,none,strict,False,K_professional_intrusion
326,True,True,True,True,none,strict,False,K_professional_intrusion
343,True,True,True,True,none,strict,False,K_professional_intrusion
348,True,True,True,True,none,strict,False,K_professional_intrusion
9,True,False,False,False,semantics,strict,False,N_separation_reunion
28,True,False,False,False,semantics,strict,False,N_separation_reunion
32,True,False,False,False,semantics,strict,False,N_separation_reunion
37,True,False,False,False,semantics,strict,False,N_separation_reunion
50,True,False,False,False,semantics,strict,False,N_separation_reunion
59,True,False,False,False,semantics,strict,False,N_separation_reunion
61,True,True,True,True,none,strict,False,N_separation_reunion
65,True,True,True,True,none,strict,False,N_separation_reunion
68,True,False,False,False,semantics,strict,False,N_separation_reunion
73,True,False,False,False,semantics,strict,False,N_separation_reunion
87,True,True,True,True,none,strict,False,N_separation_reunion
89,True,False,False,False,semantics,strict,False,N_separation_reunion
107,True,False,False,False,semantics,strict,False,N_separation_reunion
117,True,False,False,False,semantics,strict,False,N_separation_reunion
126,True,False,False,False,semantics,strict,False,N_separation_reunion
131,True,False,False,False,semantics,strict,False,N_separation_reunion
139,True,False,False,False,semantics,strict,False,N_separation_reunion
149,True,False,False,False,semantics,strict,False,N_separation_reunion
150,True,False,False,False,semantics,strict,False,N_separation_reunion
153,True,False,False,False,semantics,strict,False,N_separation_reunion
163,True,False,False,False,semantics,strict,False,N_separation_reunion
166,True,False,False,False,semantics,strict,False,N_separation_reunion
169,True,False,False,False,semantics,strict,False,N_separation_reunion
177,True,False,False,False,semantics,strict,False,N_separation_reunion
179,True,False,False,False,semantics,strict,False,N_separation_reunion
181,True,False,False,False,semantics,strict,False,N_separation_reunion
201,True,False,False,False,semantics,strict,False,N_separation_reunion
202,True,False,False,False,semantics,strict,False,N_separation_reunion
203,True,False,False,False,semantics,strict,False,N_separation_reunion
214,True,False,False,False,semantics,strict,False,N_separation_reunion
215,True,False,False,False,semantics,strict,False,N_separation_reunion
217,True,False,False,False,semantics,strict,False,N_separation_reunion
222,True,False,False,False,semantics,strict,False,N_separation_reunion
236,True,False,False,False,semantics,strict,False,N_separation_reunion
237,True,False,False,False,semantics,strict,False,N_separation_reunion
238,True,False,False,False,semantics,strict,False,N_separation_reunion
248,True,False,False,False,semantics,strict,False,N_separation_reunion
252,True,False,False,False,semantics,strict,False,N_separation_reunion
253,True,False,False,False,semantics,strict,False,N_separation_reunion
261,True,False,False,False,semantics,strict,False,N_separation_reunion
262,True,False,False,False,semantics,strict,False,N_separation_reunion
267,True,False,False,False,semantics,strict,False,N_separation_reunion
268,True,True,False,False,quality,strict,False,N_separation_reunion
269,True,False,False,False,semantics,strict,False,N_separation_reunion
272,True,False,False,False,semantics,strict,False,N_separation_reunion
273,True,True,True,True,none,strict,False,N_separation_reunion
276,True,False,False,False,semantics,strict,False,N_separation_reunion
293,True,False,False,False,semantics,strict,False,N_separation_reunion
294,True,False,False,False,semantics,strict,False,N_separation_reunion
295,True,False,False,False,semantics,strict,False,N_separation_reunion
297,True,False,False,False,semantics,strict,False,N_separation_reunion
300,True,False,False,False,semantics,strict,False,N_separation_reunion
315,True,False,False,False,semantics,strict,False,N_separation_reunion
322,True,False,False,False,semantics,strict,False,N_separation_reunion
324,True,False,False,False,semantics,strict,False,N_separation_reunion
331,True,False,False,False,semantics,strict,False,N_separation_reunion
333,True,False,False,False,semantics,strict,False,N_separation_reunion
335,True,False,False,False,semantics,strict,False,N_separation_reunion
340,True,False,False,False,semantics,strict,False,N_separation_reunion
341,True,True,True,True,none,strict,False,N_separation_reunion
342,True,False,False,False,semantics,strict,False,N_separation_reunion
345,True,False,False,False,semantics,strict,False,N_separation_reunion
354,True,False,False,False,semantics,strict,False,N_separation_reunion
366,True,False,False,False,semantics,strict,False,N_separation_reunion
148,True,False,False,True,none,relaxed,True,O_aesthetics_appearance
231,True,False,False,True,none,relaxed,True,O_aesthetics_appearance
247,True,False,False,False,semantics,relaxed,True,O_aesthetics_appearance
