label,prevalence,mass,concentration_ratio,topic_id,keywords,scene_summary,label_is_noise
Freshman Roommate Awakening,0.7391304347826086,0.0014903763311995403,9.628838455200697,338,"freshman, comes, roommate, ey, breasta, earful, doesna, thankfully, offer, shrine","A freshman roommate, Paige, is sexually awakened by her new roommate's advances in their dorm room.",False
Friendship Bonding,1.0,0.0017742100063316611,1.6742852772558356,173,"friendship, friend, buddies, benefits, friendships, acquaintances, wea, friendsa, slowlya, school","The couple, inseparable since freshman year, shares laughter and stories in their dorm room.",False
Frightened Admissions,0.8586956521739131,0.0015044536926291342,2.0174887101936294,82,"scared, afraid, sad, terrifying, scary, scare, scares, frightening, frightened, fears","She admits her fears and insecurities to him in a quiet, intimate setting.",False
Generous Offspring Circumstances,0.9565217391304348,0.0022193884895251046,1.9326249005298903,137,"knows, understood, surely, means, did, goes, understanding, understanda, offspring, reynarda",The couple discusses their generous offspring and the apparent circumstances around them.,False
Gifting White Roses,0.3804347826086957,0.0010182268681669692,3.6942562808527706,100,"roses, flowers, bouquet, florist, petals, yellow, lilies, vase, daisies, dozen","He presents her with a bouquet of white roses, her favorite.",False
Golfing Couple's Weekend,0.043478260869565216,0.0010814744381996905,17.641281413200456,115,"landona, asked, glanced, golf, sighed, years, hadna, justa, talk, winced","The couple, thoughtful about their relationship, spends a weekend playing golf and discussing their problems.",False
Good Luck Wishes,0.9565217391304348,0.0017015718276765235,1.9162819596005445,147,"luck, luckiest, perfection, perfectly, fortunate, fit, solution, unlucky, today, miracle",Friends or family members wish someone good luck before an important event.,False
Goofball's Webcam Connection,0.9782608695652174,0.0025501204111070897,9.949782891345516,363,"garretta, fulfilled, owners, sees, accepting, shouldna, letting, prophecy, webcam, salaciousa","She watches him on webcam, feeling a connection despite his goofball antics.",False
Grandmother's Tears,0.03260869565217391,0.0006390407082740937,28.791053599270583,79,"daisya, rule, replies, grandmother, whispers, says, remya, needs, cries, freezes","The grandmother cries wide-eyed, muttering to herself in the kitchen chairs.",False
Grateful Expressions,0.9347826086956522,0.0012917786266264761,2.197168448692781,299,"glad, grateful, proud, thrilled, ia, thankful, excited, shows, gratitude, item","She expresses her gratitude to him, making him feel proud and happy.",False
Growling During Intimacy,0.9782608695652174,0.0027103778229237473,3.088708356995309,280,"growls, groans, growl, rumbles, growling, rips, low, snarls, grunts, rumble",He growls deeply as they make out in the bedroom.,False
Gun Threat During Argument,0.8152173913043478,0.0015226167337011366,2.892951401027489,302,"gun, weapon, bullets, pistol, guns, barrel, rifle, gunshot, aimed, shotgun",He raises his gun towards her during an intense argument.,False
Hair And Neck game,0.32608695652173914,0.0009540951133153249,2.4184130530578827,47,"hair, makeup, mascara, lipstick, drag, nape, hairs, rises, bun, strand",He gently runs his fingers through her hair and kisses her neck.,False
Hair Play During Intimacy,0.9239130434782609,0.002459684985636638,2.872844128020884,211,"hair, blonde, waves, shoulders, bun, strands, fell, swept, breeze, braid","She runs her fingers through his hair, playing with the strands as they sit close together.",False
Hair Tugging During game,0.9456521739130435,0.003072575481234699,3.1554540719038524,102,"hair, strands, brushes, grip, strand, handful, hand, runs, threads, gently","He grips her hair, tugging gently as they kiss passionately.",False
Harem Conversation,0.1956521739130435,0.0011043436479068864,12.676043140291398,179,"heidia, asked, cried, soa, applies, bathing, engage, pouted, insisted, labor","Heidia's boyfriends show up unexpectedly during a conversation, causing tension and stress.",False
Hasty Question Game,0.8586956521739131,0.0014593630759465834,1.9726251553678729,337,"tell, did, yodeling, told, pointers, metaphor, vent, hasty, boards, deed",She quickly asks him questions while they play a board game around the table.,False
Hatred-fueled Argument,1.0,0.004429549507428104,1.461340625809809,202,"hated, hate, hates, despised, disliked, hating, represented, despise, history, hatred","She and he argue heatedly in the kitchen, fueled by long-standing hatred.",False
Hesitant Glances At Market,0.043478260869565216,0.0006923462538214781,39.606218750543796,152,"valentinaa, valentinoa, looks, smiles, gaze, hesitates, nod, grandmother, stares, market","She hesitates, her gaze lingering on him as he walks away from the market.",False
Hiring A Babysitter,0.9565217391304348,0.0017173967153706906,3.5341109447224426,49,"babysitter, babya, born, babysit, healthy, having, want, infant, raise, youa",She realizes she needs a babysitter for her infant.,False
Hockey Game Action,0.21739130434782608,0.0011114749816123564,20.850921518165887,30,"game, hockey, puck, players, games, play, player, teams, goalie, goal","The couple watches a hockey game, focusing on the players and the puck.",False
Hockey Player's Lovesick Reminders,0.043478260869565216,0.0009702570576493645,34.978068599699725,80,"laurena, hockey, mikea, players, natea, agreed, suddenly, reminding, began, goalie","The hockey player, lovesick, recalls reminders of his past with Laurena.",False
Holiday Celebration,0.07608695652173914,0.0006074161523947049,5.2877674081079995,148,"merry, holiday, parties, holidays, yeara, partya, december, partying, presents, christmases",The couple enjoys a festive holiday party together.,False
Holiday Horseplay,0.021739130434782608,0.0005576639140385006,19.023322583580338,198,"sainta, growls, stiffens, patron, smirks, snickers, holidays, swings, prayera, grownups","The couple, on holiday, playfully interact with a horse at a stable.",False
Homecoming Conversations,0.9782608695652174,0.0022982504081271392,2.558548305708598,228,"home, edit, literally, heading, homesick, likea, sense, want, descriptions, schooled",The couple shares emotional conversations upon returning home.,False
Honest Emotional Conversation,0.05434782608695652,0.0007288511422980297,30.3089682790257,131,"aresa, grunts, walks, wraps, says, lose, ravena, tenses, entwining, inhales","The couple, their eyes locked, honestly discusses their feelings and values in a tense moment.",False
Hot And Heavy Flirting,0.8152173913043478,0.0013470704005295038,1.910284995708129,255,"hotter, smoking, hots, hottest, really, extremely, totally, scorpion, empathetic, ceaseless","She blushes, playfully teasing him about being the 'hottest' person she's ever met.",False
Human Nature Reflection,0.30434782608695654,0.0008684336839108022,1.7777615346917905,219,"assignment, humans, course, actuality, picturea, enviable, did, par, fixture, represented",She contemplates the complexities of human nature.,False
Hurried Conversations,0.4891304347826087,0.0011288140282786224,3.5448310488193178,105,"hurry, going, live, trippy, goes, pro, prepared, bring, trade, location",The couple hurriedly discusses their plans in a car.,False
Hushed Conversations,1.0,0.002590975569411301,1.700857052630632,256,"shh, whew, uh, ah, huh, whata, wrong, whack, wh, ew","She whispered, he leaned in, their voices low in the dimly lit room.",False
Imperious Gaze,0.043478260869565216,0.0005226843064326714,33.74879013386424,235,"henrya, dennya, turns, smuckersa, gaze, spins, narrows, everybody, defray, gets","He stares imperiously at her, his gaze intense and commanding.",False
Important Conversation,0.9565217391304348,0.0018835142694750356,2.5213444229009614,116,"important, condition, just, plenty, second, ways, grated, dependent, thing, morea","The couple discusses a crucial matter, emphasizing its importance.",False
Incessant Complaints About Broccoli,0.03260869565217391,0.0004856404183344834,16.908554999430706,203,"bronta, sharona, revulsion, guests, creature, evacuated, register, doubted, funa, minibar","The couple, at a restaurant in the Bahamas, argues incessantly about the broccoli on their plates.",False
Indoor Pool Swimming,1.0,0.006171271165149791,2.1574448411102023,351,"pool, swimming, swim, scum, gene, float, swimmer, cabana, jell, indoor","She dives into the indoor pool, swimming laps while he watches from the cabana.",False
Insane Arguments,0.9891304347826086,0.0025512680314533636,2.4175051209725744,37,"ridiculous, insane, bullshit, fool, dumbass, outrageous, assholes, insanity, idiots, stupidest","The couple, exasperated, argues ridiculously in the kitchen.",False
Intense Argument About Feud,0.9891304347826086,0.0027491625896056368,2.0215554856244786,356,"fight, fighting, fought, battle, fights, battles, dragons, feud, war, confrontation",The couple argues heatedly about their long-standing feud in the living room.,False
Intense Argument With Glare,0.44021739130434784,0.001167682326808543,8.646801376979386,315,"jaxa, questioned, dereka, replied, answered, heck, rolled, eliminating, egged, slapped","He glared menacingly, his eyes reflecting anger and tension as they argued heatedly in the dimly lit room.",False
Intense Listening Conversation,0.07608695652173914,0.0006995313983552651,2.4336829579129002,110,"listen, asked, listening, demanded, replied, heard, whata, downplay, reply, everythinga","The couple sits unblinking, feverishly listening to each other's confessions in a quiet room.",False
Intense Moaning During Foreplay,0.3804347826086957,0.0009727816115419486,1.8684992993986371,328,"moan, groaned, scream, screamed, whimper, moans, whimpered, moaned, inwardly, quivering","She moans loudly, her body tensing as he stimulates her clitoris with his fingers.",False
Intense Orgasmic Waves,0.717391304347826,0.0013377076084754554,2.6627877395587745,167,"orgasms, climax, rips, orgasmic, orgasmed, body, intense, wave, explodes, orgasma",She experiences intense orgasmic waves throughout their passionate encounter.,False
Intergenerational Family Bonding,0.8260869565217391,0.0020006501181456383,3.4943519746817646,16,"fathera, parents, died, dada, older, fathers, children, kids, grandson, hea","The youngest grandson sits with his older uncles, reminiscing about their fathers' shared history.",False
Intimate Breast And Nipple Kissing,0.9891304347826086,0.013795467902514574,4.604132488617969,1,"kissed, hips, tongue, breasts, mouth, body, arms, slid, neck, thighs",He gently kisses her breasts and nipples while she responds with soft moans.,False
Jealousy Conversation,0.13043478260869565,0.0006488041940513987,2.6102668486879024,201,"jealous, jealousy, tribute, irrationally, envious, mediocre, elderly, envy, girlfriend, pang",The couple discusses their feelings of jealousy and irrational thoughts.,False
Keeping Secrets,0.9239130434782609,0.0018459530238598113,1.9591141714815126,332,"secrets, confidential, secrecy, keeping, secretive, discreet, kept, identity, sneaking, spilling","The couple exchanges furtive glances and hushed words, guarding their secret from prying eyes.",False
Kitchen Conversation,0.967391304347826,0.0017530332704771277,2.939997587686975,142,"kitchen, fridge, cabinets, appliances, counter, stocked, stainless, countertops, dishes, kitchens","The couple stands in the kitchen, discussing their day while she leans against the counter.",False
Kitten Rescue And Bonding,0.18478260869565216,0.0009005431800400181,6.287898007409056,70,"kittens, delivery, cata, purr, claws, rescued, hairless, arrogantly, cheshire, lap","She rescued two hairless kittens, cradling them in her lap, their tiny paws kneading her pasty skin as they purr contentedly.",False
Kneeling For Intimacy,0.8152173913043478,0.0021745005797238317,3.689920680682045,36,"knees, feet, fists, arms, foot, fold, shuffle, fist, shoe, sides","She kneels in front of him, her hands on his knees, looking up at him.",False
Knocking On Door,1.0,0.005003249690977375,2.5744567748706872,10,"door, doors, opens, opened, knock, hallway, stairs, elevators, floor, doorbell",Someone hesitates before knocking on a door in a hallway.,False
Knowing Glance Conversation,0.9891304347826086,0.0022010371335628824,2.084840233691019,145,"knows, course, doing, options, wants, did, hea, somethinga, needed, supplication","He knows something, and she knows he knows.",False
Legendary Certainty,0.9891304347826086,0.0027008911465771514,2.032768302867027,287,"knew, exactly, understood, doing, knows, heard, course, needed, gloating, befuddled","He knew her, and she knew him, with a certainty that transcended words.",False
Lip Biting During Intimacy,0.717391304347826,0.0015708272716177835,3.4547573727017498,39,"lip, bite, teeth, nose, tongue, mouth, bridge, grit, lick, chew",She bites her lower lip as he leans in for a kiss.,False
Living Life To Fullest,0.8369565217391305,0.0014681983799824684,1.8870720853727556,303,"live, fullest, lived, motto, occasion, cartoonish, lives, lifetime, adult, goal",She contemplates the meaning of living life to the fullest.,False
Local Honey Accident,0.08695652173913043,0.00040027148296538877,7.999996175889384,304,"jar, barista, trance, suggests, georgiaa, taffy, saltwater, supplement, local, mileage","She drops a jar of local honey, startling her mother who was behind her.",False
Long-term Relationship Struggles,0.9891304347826086,0.002192600611476092,1.6729571648037815,5,"gone, gotten, given, week, trying, years, learned, seen, maybe, hea","She reflects on their years together, wondering if she's lost her way.",False
Low Voice Conversations,0.9782608695652174,0.0025347254105243526,2.3272011672874036,184,"low, lowers, trails, gruff, husky, hoarse, drops, rough, speaks, soft","He speaks to her, his voice low, in a quiet, intimate setting.",False
Luxury Hotel Suite,1.0,0.002392596489530256,2.902687726331929,92,"furniture, fireplace, ceiling, windows, chairs, floors, wood, walls, floor, ceilings","The couple explores a lavish hotel suite, admiring the beige furniture, brown wood tables, and floor-to-ceiling windows.",False
Manager's Disappointed Moment,0.03260869565217391,0.0007429550603980032,34.9793144135242,149,"logana, bronta, grunted, suspected, manager, pursued, recall, populara, manya, buddies","The manager, dejected, frowns at a gathering of friends who seem distracted.",False
Marriage Ceremony Planning,0.9891304347826086,0.0043311806334761,4.472238740390678,9,"married, wedding, marriage, marry, divorce, marrying, divorced, engaged, getting, ceremony","The couple plans their wedding ceremony, discussing details and arrangements.",False
Married Couple's Affectionate Stares,0.043478260869565216,0.0006969099758770182,46.43378549639519,67,"ravena, aresa, nods, tenses, looks, hurting, walks, wona, marry, stares",The married couple exchanges affectionate stares and smiles across the wedding aisle.,False
Medical Appointment At Hospital,0.13043478260869565,0.0006272416333982207,4.059294078844279,90,"hospital, surgeon, surgery, doctors, trauma, doctora, medical, appointment, er, clinic","The couple finds themselves in the hospital, discussing their medical appointment.",False
Medical Emergency Response,0.9565217391304348,0.0023224187150302817,6.535920579313304,278,"gracea, asked, paged, liked, avoid, east, ways, preface, enlisted, restart","A paramedic rushes to the aid of a patient in distress, using paddles to revive them.",False
Mid-flight Makeout,1.0,0.0030356931053252727,1.7661118190651992,125,"flight, plane, jet, airport, helicopter, pilot, runway, flying, fly, jfk",The couple passionately kisses throughout their flight.,False
Midnight Clock Glance,0.9565217391304348,0.001744221806520246,2.865575959381859,245,"clock, nightstand, ticking, glanced, digital, glance, ticked, midnight, countdown, hour","She glances at the digital clock on the nightstand, watching the hour hand tick towards midnight.",False
Missed Opportunity Regret,0.40217391304347827,0.0009578290297490091,2.345915361836374,88,"missed, misses, missing, forgot, performance, sorry, did, ia, train, memo","She laments, 'I missed it.'",False
Mistaken Accusations,0.7934782608695652,0.0012200489203651266,1.6527862477122093,342,"wrong, somethinga, terribly, wrongs, feels, harbinger, critics, uncharacteristic, peculiar, event","A couple argues heatedly, each convinced the other has done something wrong.",False
Months Of Careful Lies,0.14130434782608695,0.0010362177975314127,12.540518942965747,62,"josha, declana, woulda, didna, months, med, frienda, chess, situation, careful","He carefully lies about his past, trying to hide his true self from her.",False
Moral Dilemma Discussion,1.0,0.0026053414151168395,1.5519891679700077,314,"thing, proves, exactly, thinga, telegraphing, humane, accurately, percent, accept, winner","The couple sits around the table, discussing a moral dilemma.",False
Morning Grooming In Bathroom,1.0,0.0019831437168594526,2.0020153920695463,365,"mirror, reflection, bathroom, stare, survey, mirrors, glance, length, studied, look","She looks at her reflection in the bathroom mirror, her eyes meeting her own as she prepares for the day.",False
Morning Routine Struggles,1.0,0.006000628738357529,1.5194503252073348,288,"mornings, early, morninga, omg, righta, routine, noon, overnight, oj, tomorrow","She dreads the early mornings, finding it hard to start her workweek.",False
Mother-player Relationship Struggles,0.9456521739130435,0.002003524053197969,2.492343192585203,44,"mothera, moma, stepmother, died, mamaa, moms, motherhood, telling, tell, traumatizing",the player struggles with his mother's expectations and emotional state in their home.,False
Mutual Clitoral Stimulation,0.9130434782608695,0.00150505633985656,1.6686686513193747,318,"feels, felt, gooda, inconveniently, sign, overwhelmingly, marvelous, bloodthirsty, jury, otherworldly","She and he mutually stimulate each other's clitoris, expressing mutual pleasure.",False
Negotiating Business Deal,0.021739130434782608,0.0006170856875251774,1.6657890827926394,151,"leta, shall, suggested, leave, says, talk, walk, outside, trickle, technique","The couple sits around a table, discussing strategies and terms for a business deal.",False
Negotiating Deal,0.0,0.0005741987619232549,1.4935828932124495,0,"ita, ia, need, say, want, going, dona, means, think, idea",The couple discusses terms and expectations for their relationship.,False
Nightmare Confessions,0.5434782608695652,0.001137846714129489,2.725068820123223,111,"dreams, nightmare, dreamed, dreaming, nightmares, true, wake, worst, vivid, fantasies",The couple shares their deepest fears and insecurities while lying in bed at night.,False
Nighttime Carousel Conversation,0.5217391304347826,0.0011188548089556137,2.3416031229961476,319,"enjoy, penguins, buildup, unsurprisingly, americaa, cabs, nightie, carousel, bass, thrive",She confesses her feelings in the car under the night sky.,False
Nighttime Conversations,0.021739130434782608,0.0005792590881482665,2.5267006558265037,106,"wasa, thata, likea, sa, wella, uha, meana, alsoa, thisa, oha","The couple sits together in the dimly lit bedroom, discussing their feelings late into the night.",False
Nighttime Fun Planning,0.9565217391304348,0.0019056828648540693,2.4330778174222463,26,"tonight, night, evening, nights, stand, saturday, happened, tonighta, nighttime, nighta",The couple discusses and plans their evening activities during the night.,False
Nodding Agreement,0.010869565217391304,0.00014998366083260046,6.999066926062051,327,"nod, thank, solemnly, dribble, zit, prompt, undeniable, briskly, eagerly, guards",She nods in agreement during a conversation around the table.,False
Nodding Agreement At Table,0.20652173913043478,0.000581996995107119,4.276836638744305,260,"nodded, shrugged, scowl, shrug, agreement, gearshift, assertion, tracea, waiter, sullenly",He nodded in agreement at the table with the waiter.,False
Noon Conversations,0.20652173913043478,0.001117226183184237,10.02162270162106,170,"rebeccaa, cassiea, katea, startling, shrieked, winces, thanks, noon, analogies, required",The couple engages in curious and thoughtful discussions during the day.,False
Nude Bed Scene,1.0,0.0020557872303544884,1.5853728170198933,103,"nude, nudes, seen, completely, nakedness, standing, stark, gloriously, wet, half","She stands naked in the bedroom, her body glistening with sweat.",False
OTHER (Missing/Noise Mass),1.0,0.3198232363253939,1.1876820305638274,-1,,Represents probability mass not captured by the 368 BERTopic topics,
Ode Recital,1.0,0.0024956854843210243,1.4268655976225224,180,"ode, deserve, believed, ended, outdo, flashing, geometry, stratosphere, adhered, cleanup",She recites the same ode every time they meet.,False
Office Work At Desk,0.9836956521739131,0.0021429440346176025,2.5245353525425025,212,"desk, screen, laptop, monitor, office, stare, papers, drawer, chair, paperweight","She sits at her desk in the office, staring at her computer screen.",False
Optimistic Reassurance,1.0,0.0067277210697872444,1.6360356343782898,192,"everythinga, ita, perfectly, suited, going, sashimi, fixable, totally, shhhh, sod",She reassures him that everything will be fine.,False
Overprotective Ogre's Sudden Outburst,0.40217391304347827,0.0009458739409907189,1.9144579397889767,215,"shocked, dona, stunned, worrying, upset, worries, ia, aback, rattled, shockeda","An enraged ogre, overprotective of his loved one, suddenly lashes out in a shocking display of anger.",False
Overreacting Conversation,1.0,0.002140359414761383,1.6191069446843755,324,"sensory, overreacting, ita, discussion, bravely, overreaction, va, overeager, cultural, overanalyzing",She accuses him of overreacting during their heated argument in the kitchen.,False
Owl Observation,0.043478260869565216,0.0006280338699772841,2.1489289107743175,325,"owl, leta, herea, repeats, elf, alternatives, feed, presentable, watercolor, hopelessness",She watches an elf owl perched on a branch.,False
Painful Emotional Burden,0.8152173913043478,0.001294713477406895,1.4783127509165794,69,"hurts, guilt, painful, hurting, experiencing, painkillers, guilty, injury, agony, inflict",She struggles with the emotional pain and guilt that weigh heavily on her heart.,False
Parental Warning About Engagement,0.021739130434782608,0.0005863213721865212,59.39445758682454,98,"dantea, engagement, pudding, glinted, granite, excused, growled, parents, assault, warning","Dante's parents warn him about his engagement, expressing their concerns.",False
Parenting And Care Routine,0.9239130434782609,0.0017459822571893491,11.742337588753811,329,"remya, dependable, coos, wails, parenting, competent, guardian, having, raise, formula","The couple ensures their child is safe and cared for, preparing formula and putting them to sleep.",False
Parked Car Makeout,1.0,0.0024932151737197756,2.351450577161669,21,"car, driver, limo, parked, parking, cars, driveway, suv, curb, cab","The couple, parked in his car, engages in passionate kissing.",False
Percentage-based Assurance,0.967391304347826,0.0018817927473616224,1.6898733956158516,68,"percent, thousand, ninety, scale, eighty, fourth, century, quarter, grand, seventh","She confidently states, 'one hundred percent.'",False
Phone Interruption,0.5217391304347826,0.0010990657213762567,2.0789988358356988,71,"pocket, dialed, cellphone, rang, screen, message, hangs, pulls, ringing, buzzed","He pulls his phone from his pocket to check a message, interrupting their conversation.",False
Phone Notifications During Night,0.6413043478260869,0.0014245246440090687,4.6593164622525745,24,"rings, buzzes, pocket, rang, screen, cellphone, nightstand, ringing, message, purse","She's about to fall asleep when her phone buzzes on the nightstand, lighting up the screen with an incoming message.",False
Phone Ringing And Answering,0.9782608695652174,0.00437208493122179,2.194563663068463,54,"rang, dialed, message, texted, screen, picked, pocket, texting, checked, rings","The phone rings, and someone picks it up.",False
Photography Session,0.16304347826086957,0.0007433137106318798,2.7404715339819337,323,"cameras, photos, pictures, photographers, camera, sign, photo, photoshoot, note, images","A couple poses for a photoshoot in a studio, with cameras capturing their intimate moments.",False
Physical Labor And Attraction,0.08695652173913043,0.001213387070912643,22.20614208638474,271,"sama, couldn, didn, sculpted, conquest, labor, charmed, insisting, advantage, defenses",She remembered his sculpted body from years of construction work as they stood close in the kitchen.,False
Pilot's Mileage Concerns,0.06521739130434782,0.0005719493021197707,13.4496984736873,279,"mile, dishing, pilot, london, precautions, losing, wolves, trek, booking, competitors","The pilot worries about the miles they've flown, fearing the loss of their co-pilot.",False
Playful Laughter And Smiles,0.7717391304347826,0.0027918837584229076,3.4505744854876275,13,"smiled, smile, smiles, laugh, laughs, laughed, grinned, grin, eyebrows, giggles",The couple shares playful laughter and smiles while looking at each other.,False
Playful Laughter In Fun Setting,0.13043478260869565,0.0005995296520908695,5.646894485409646,306,"laughs, laugh, laughter, grins, holidays, resuscitation, issuesa, giggles, amphitheater, humorous",The couple laughs and grins at each other while enjoying a humorous moment together in a fun setting.,False
Playful Smiling Interactions,0.9891304347826086,0.0033200217207586566,2.4669339250799958,14,"smile, smiles, grin, smiled, laugh, grinned, grins, laughed, laughs, smirked",The couple exchanges playful smiles and laughter while interacting.,False
Police Involvement,0.9782608695652174,0.0020124485913133173,2.549877614572623,123,"police, cops, guard, cop, ambulance, guards, paramedics, station, officers, uniform",The couple considers or involves the police in their situation.,False
Polite Conversations,0.0,4.487753777035328e-06,2.803327961368755,336,"alternatives, automatically, beg, thanks, answer, hear, looking, make, say, way","She asks, he answers politely.",False
Political Planning Session,0.9239130434782609,0.0017100382893523354,1.803746603973241,187,"plan, plans, work, united, conditions, figure, suited, states, planning, bantered","Politicians gather around a table, discussing feasible action plans and conditions.",False
Press Conference Speech,0.09782608695652174,0.000936700266697358,7.586006908856854,251,"georgiaa, thosea, press, conference, yelped, scolded, giggled, cursing, laughed, called",She confidently delivers her speech at a press conference.,False
Pride In Accomplishments,1.0,0.006178903332617791,1.8229383977115425,85,"did, tried, thought, try, trya, course, dida, really, wona, hoped",She proudly reflects on her achievements.,False
Privacy Concerns Conversation,1.0,0.0029083068394477256,2.162226837491398,367,"privacy, safer, protected, protect, invasion, protection, safety, safea, duty, secure",The couple discusses their privacy concerns in a quiet setting.,False
Prolonged Waiting,0.5869565217391305,0.0011048972814427945,2.3799432332990227,339,"wait, waiting, ipo, cowering, waits, pumps, elections, stand, beat, dissipate","She waits patiently, her mind racing with anticipation.",False
Protective Conversations By Firelight,0.9782608695652174,0.003957859495746798,3.1357462180222,250,"loved, loves, adored, clearly, humbled, protector, cared, soul, madly, conversations","She loved him, their conversations bolder and headstrong, as he protectively pampered her by the firelight.",False
Proud Of Accomplishments,0.0,0.0005771595924843007,1.3141298966940296,361,"glad, proud, excited, ia, honored, grateful, wonderful, talented, thrilled, consultants","She beams with pride, expressing her joy at his achievements.",False
Pursuit Of Happiness,0.9565217391304348,0.0016186033277992425,1.676149235549724,178,"happiness, happier, make, makes, satisfaction, happily, deserve, cheerful, tools, percent","The couple reflects on their journey together, finding happiness in each other's company.",False
Puzzled Decision Making,0.9891304347826086,0.004510344172014588,2.2229584774319107,77,"asks, asked, replies, whata, doing, says, answered, demanded, howa, tone","He puzzles over a decision, today's paperwork causing concern.",False
Quick Shower Hygiene,0.9130434782608695,0.0019895268405113785,2.803938374370275,221,"shower, bathroom, bath, towel, restroom, toilet, showered, tub, towels, quick",She leads her into the bathroom and turns on the hot water for a quick shower.,False
Quiet Conversation About Best Option,0.6195652173913043,0.0011578900453182801,1.9714375128106039,305,"best, thata, thing, really, recommend, ita, probably, highly, quietest, younga","The couple sits quietly, discussing the best course of action.",False
Ready For Action,0.0,0.0005401510822803126,1.4899459847139442,43,"ia, going, working, ready, doing, supposed, aware, prepared, oversee, trying",The user is prepared and eager for a specific task or event.,False
Redemption Pursuit,0.11956521739130435,0.0006426740567479721,2.9985144914931574,163,"yoursa, youa, whata, redemption, contemporary, blur, favorite, covet, steal, tylera","He returns, determined to win her back, no matter what it takes.",False
Regretful Mistake Admission,0.8804347826086957,0.0014408396796263892,1.605152204008504,254,"mistake, wrong, mistakes, faulty, huge, foolish, make, undo, horny, trafficked","She admits her mistake, wishing she could take it back.",False
Regretful Realizations,0.7065217391304348,0.0012121834955061608,1.801789980353543,353,"regret, regrets, regretted, regretfully, regretting, happened, wona, realizations, validity, runny","She sits alone, eyes closed, regretting past actions.",False
Relationship Ambiguity Conversation,1.0,0.011645110428338193,1.800935609588493,7,"didn, won, therea, doesn, aren, thata, isn, mattered, shouldn, problem","The couple sits together, struggling to express their feelings and clarify their relationship status.",False
Relaxing Moment,0.9782608695652174,0.004140970575311279,1.6698866344056509,360,"relax, rest, relaxing, relaxed, enjoy, relaxation, relaxes, abysmally, averse, awash",She finds herself relaxing for the first time all day.,False
Religious Piety Display,0.9565217391304348,0.002166876112502945,2.171768033263407,190,"et, religion, priest, deity, salvation, religious, puke, showering, greek, fondler","He kneels to pray, showing off his piety in front of others.",False
Reluctant Relationship Choices,1.0,0.004105498669901882,6.926103498843736,114,"taga, asked, drewa, wasna, replied, enthralled, hadna, kadea, choices, deter","Isa hesitates to share her top choices for Eli's new PA, causing tension with Melanie.",False
Reluctant Relationship Talk,0.8043478260869565,0.0014499784344882735,1.819359518497054,272,"answered, says, told, tell, quickly, asks, assured, reada, girlfriend, introduce","She hesitates, then says 'no' to his advances, sparking a conversation about their relationship.",False
Repeated Affirmations,0.0,3.128325562926101e-06,2.172406469640966,120,"aye, string, parts, fianca, yesterday, unable, sounds, word, having, theya",She repeatedly affirms her love and commitment to him.,False
Resisting Temptation,0.8043478260869565,0.0014651104399503972,2.5272151197365305,22,"didna, couldna, wasna, hadna, wouldna, control, fucked, want, expecting, anymore","She struggles with her desire, trying to make the right choice.",False
Resolute Nodding Agreement,0.043478260869565216,0.00035019943186443303,5.51360869025047,334,"nodded, enthusiastically, solemnly, smiled, politely, chewed, slowly, encouragingly, perfunctory, declarations",She nodded resolutely in agreement during a prolonged conversation.,False
Reunion After Argument,1.0,0.004404352320896005,4.13150010610027,341,"leaving, mirandaa, disrespectful, hadna, replacement, coolly, reunion, bogged, realizations, supplication","After a heated argument, he hesitates but ultimately decides not to leave her.",False
Reunion Conversation In Car,0.08695652173913043,0.0010349296568598078,14.417347765106191,210,"emerya, ensemble, muttered, groaned, asked, jensena, gesturing, laughed, reunion, feelings","The couple, reunited after years, converse in a parked car, reminiscing about their past and exploring their feelings.",False
Riddles And Challenges,0.8586956521739131,0.0016720195476693964,2.1390541463095083,263,"supposed, whata, question, challenge, true, isna, means, conventional, presumptuous, riddle",The couple engages in a playful game of riddles and challenges to test each other's wit and intelligence.,False
Risky Business Decision,0.8913043478260869,0.0014721378311205475,2.2186650576053037,169,"risky, stake, low, far, risk, responsibility, temptation, expensive, busy, toodles",The couple argues in the kitchen about a risky business move.,False
Road Trip Flirtation,0.03260869565217391,0.0009965369263204651,44.075102122632224,158,"murmured, smirked, saraa, liaa, laughed, humorously, watched, soa, grinned, thoroughly","She and Lukas shared breathless, unblinking moments in the car, his murmurs and intense looks hinting at something more.",False
Role Reversal In Warehouse,0.20652173913043478,0.000943888301724582,17.722087470766322,364,"hannaha, isna, merely, hurting, distance, excuses, easier, designed, retake, nod","She takes on the role of the recluse, exploring the vast, empty warehouse that was once his domain.",False
Rule-breaking Encounter,0.0,9.468066861737839e-05,2.1486327224574833,205,"fuckup, rule, horny, rules, hint, rest, half, job, world, maybe","She defies the rules, leading to a passionate encounter in the car.",False
Sarcastic Jokes,0.358695652173913,0.0009509722122865989,2.649495784388492,236,"joke, funny, jokea, whata, amusing, isna, sick, sarcasm, somethinga, freakin","She laughs at his sarcastic jokes, but feels uncomfortable with their lack of genuine humor.",False
Sardonic Glances During Argument,0.7717391304347826,0.0013916234807634167,12.58656726399351,126,"murmured, replied, wouldn, jackass, glanced, hog, easily, informed, sardonic, ruefully","The couple, seated at a table, exchanges sardonic glances during an intense argument.",False
